Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id
2023-24,UC Riverside,Big West,SO,G,34,22,27.2,2.8,7.7,0.368,1.1,3.3,0.324,1.8,4.4,0.4,0.437,2.6,3.4,0.761,1.3,2.2,3.6,2.0,0.9,0.4,1.3,2.6,9.3,Unknown,Big West,SO,G,34,22,925,13.6,0.501,0.425,0.448,322,4.9,10.1,7.3,14.1,2.0,1.6,12.0,19.4,1.3,1.0,2.3,0.098,-0.2,0.5,0.3,Unknown,nate-pickens-1
2024-25,UC Riverside,Big West,JR,G,33,31,27.3,3.0,7.5,0.395,1.4,3.6,0.392,1.5,3.9,0.398,0.49,2.5,3.3,0.759,1.1,2.4,3.5,2.1,0.8,0.4,1.5,2.8,9.8,Unknown,Big West,JR,G,33,31,900,13.9,0.543,0.484,0.435,326,4.5,10.2,7.2,13.9,1.8,1.6,14.1,19.3,1.5,0.8,2.3,0.102,0.5,0.3,0.8,Unknown,nate-pickens-1
2024-25,Denver,Summit,FR,G,32,10,25.6,4.8,11.3,0.421,1.1,3.5,0.304,3.7,7.8,0.474,0.468,2.0,2.7,0.765,0.3,1.9,2.2,2.7,0.9,0.3,1.9,2.4,12.7,Unknown,Summit,FR,G,32,10,820,15.3,0.502,0.309,0.234,398,1.3,9.8,5.4,23.6,2.1,1.2,13.3,29.3,0.7,0.5,1.2,0.059,-1.3,-2.1,-3.4,Unknown,sebastian-akins-1
2023-24,Duke,ACC,FR,F,33.0,0.0,8.3,1.1,1.9,0.571,0.0,0.0,Unknown,1.1,1.9,0.571,0.571,0.5,0.8,0.536,1.3,1.8,3.2,0.2,0.5,0.5,0.4,1.5,2.6,Unknown,ACC,FR,F,33.0,0.0,275.0,22.5,0.57,0.0,0.444,101.0,19.3,25.3,22.4,4.5,3.7,6.2,14.6,16.7,0.7,0.8,1.4,0.209,1.3,4.2,5.5,Unknown,sean-stewart-2
2024-25,Ohio State,Big Ten,SO,F,30.0,30.0,18.4,2.4,4.4,0.542,0.0,0.1,0.5,2.3,4.3,0.543,0.546,0.9,1.8,0.5,1.5,4.3,5.8,0.6,0.7,0.9,1.1,3.4,5.7,Unknown,Big Ten,SO,F,30.0,30.0,552.0,15.8,0.543,0.015,0.412,178.0,10.1,27.3,19.0,6.0,2.2,5.8,17.0,17.5,0.6,1.1,1.7,0.12,-0.8,4.2,3.4,Unknown,sean-stewart-2
2022-23,Western Michigan,MAC,FR,G,29,14,23.5,2.1,6.1,0.348,0.8,2.7,0.308,1.3,3.4,0.38,0.416,1.0,1.3,0.737,1.0,2.0,3.0,0.8,0.5,0.1,1.3,1.5,6.1,Unknown,MAC,FR,G,29,14,681,7.5,0.449,0.438,0.213,173,4.6,10.2,7.3,6.5,1.3,0.5,16.2,17.4,0.0,0.2,0.2,0.012,-3.4,-3.0,-6.4,Unknown,javaughn-hannah-1
2023-24,Western Michigan,MAC,SO,G,30,11,27.9,3.4,8.8,0.381,1.2,4.2,0.283,2.2,4.6,0.471,0.449,1.2,1.7,0.712,1.4,1.9,3.3,1.6,0.5,0.3,1.2,1.9,9.2,Unknown,MAC,SO,G,30,11,838,10.7,0.475,0.479,0.196,272,5.6,7.5,6.5,10.8,1.0,1.0,11.3,19.3,0.8,0.5,1.2,0.059,-1.4,-2.0,-3.5,Unknown,javaughn-hannah-1
2024-25,Western Michigan,MAC,JR,G,30,24,28.4,4.6,11.0,0.422,1.0,3.7,0.273,3.6,7.3,0.498,0.468,1.8,2.4,0.746,1.8,2.3,4.1,1.5,1.3,0.2,1.0,1.9,12.0,Unknown,MAC,JR,G,30,24,853,16.7,0.498,0.334,0.216,346,6.7,9.5,8.0,10.8,2.7,0.8,7.9,22.4,1.4,0.7,2.2,0.101,0.6,-0.9,-0.4,Unknown,javaughn-hannah-1
2023-24,College of Charleston,CAA,FR,F,35.0,4.0,16.0,2.2,2.7,0.792,0.0,0.0,Unknown,2.2,2.7,0.792,0.792,0.6,1.4,0.44,1.4,2.0,3.4,0.6,0.6,1.3,0.5,1.5,5.0,Unknown,CAA,FR,F,35.0,4.0,561.0,21.7,0.727,0.0,0.521,167.0,9.0,13.7,11.3,6.8,2.1,8.5,12.4,11.7,1.5,1.0,2.5,0.176,1.4,2.8,4.2,Unknown,james-scott-8
2024-25,Louisville,ACC,SO,F,35.0,31.0,23.6,3.1,4.1,0.755,0.0,0.2,0.167,3.1,3.9,0.781,0.759,0.9,2.0,0.435,2.1,4.0,6.1,1.4,0.6,0.9,1.0,2.5,7.1,Unknown,ACC,SO,F,35.0,31.0,826.0,19.1,0.703,0.042,0.483,259.0,10.2,18.8,14.6,10.9,1.5,4.1,16.6,12.7,2.1,1.6,3.7,0.179,3.2,4.5,7.7,Unknown,james-scott-8
2024-25,New Mexico State,CUSA,SR,G,32,32,27.7,3.3,8.2,0.399,1.1,2.9,0.376,2.2,5.3,0.412,0.466,2.8,3.7,0.778,0.6,1.7,2.3,3.1,1.0,0.0,1.4,1.8,10.5,Unknown,CUSA,SR,G,32,32,885,15.2,0.527,0.354,0.445,345,2.4,6.8,4.6,22.7,2.1,0.0,12.1,20.7,1.7,1.3,3.1,0.138,0.8,0.5,1.3,Unknown,zawdie-jackson-1
2022-23,Little Rock,OVC,FR,F,12.0,0.0,6.9,0.7,1.8,0.364,0.2,1.0,0.167,0.5,0.8,0.6,0.409,0.2,0.3,0.5,0.5,0.8,1.3,0.2,0.4,0.1,0.5,0.5,1.7,Unknown,OVC,FR,F,12.0,0.0,83.0,8.5,0.418,0.545,0.182,21.0,7.9,13.8,10.8,4.2,3.3,1.3,20.1,17.2,-0.1,0.1,0.0,0.01,-4.7,-2.8,-7.5,Unknown,daniel-egbuniwe-1
2023-24,Tennessee Tech,OVC,SO,F,31.0,29.0,27.3,2.9,6.3,0.464,0.9,2.6,0.358,2.0,3.7,0.539,0.538,0.8,1.5,0.556,0.7,5.1,5.8,1.8,0.9,1.1,1.8,1.7,7.6,Unknown,OVC,SO,F,31.0,29.0,847.0,13.6,0.543,0.413,0.23,241.0,3.2,22.1,12.8,13.5,1.9,4.3,20.8,17.5,0.2,1.1,1.3,0.063,-3.0,-0.4,-3.4,Unknown,daniel-egbuniwe-1
2024-25,Tennessee Tech,OVC,JR,F,30.0,28.0,28.0,3.6,9.2,0.395,1.3,4.1,0.309,2.4,5.1,0.464,0.464,1.4,2.3,0.623,1.4,5.1,6.5,2.3,0.9,0.8,2.0,1.9,10.0,Unknown,OVC,JR,F,30.0,28.0,841.0,13.7,0.484,0.446,0.25,311.0,5.8,19.2,12.7,16.5,1.9,2.6,16.5,22.7,0.1,1.2,1.4,0.065,-3.0,-1.0,-3.9,Unknown,daniel-egbuniwe-1
2022-23,Texas Tech,Big 12,FR,G,28.0,1.0,12.2,1.3,2.7,0.461,0.2,0.7,0.25,1.1,2.0,0.536,0.493,0.6,1.0,0.586,0.5,1.5,2.0,0.4,0.4,0.1,0.5,1.1,3.3,Unknown,Big 12,FR,G,28.0,1.0,342.0,11.0,0.512,0.263,0.382,90.0,5.1,14.0,9.7,6.5,1.7,1.1,14.3,15.5,0.3,0.5,0.8,0.091,-0.9,1.7,0.8,Unknown,elijah-fisher-1
2023-24,DePaul,Big East,SO,G,32.0,30.0,31.8,3.7,7.2,0.52,0.3,1.2,0.263,3.4,6.0,0.571,0.541,2.4,3.4,0.722,0.5,3.3,3.8,1.4,0.8,0.3,1.6,1.7,10.2,Unknown,Big East,SO,G,32.0,30.0,1017.0,12.8,0.582,0.166,0.472,303.0,2.0,12.5,7.2,10.1,1.5,1.1,15.1,17.2,1.1,-0.3,0.8,0.032,-0.2,-0.9,-1.0,Unknown,elijah-fisher-1
2024-25,Pacific,WCC,JR,G,33.0,33.0,33.7,5.2,10.7,0.483,0.6,1.9,0.297,4.6,8.7,0.524,0.51,4.8,6.5,0.748,1.3,3.6,4.8,1.5,0.7,0.3,2.7,2.7,15.7,Unknown,WCC,JR,G,33.0,33.0,1112.0,15.5,0.572,0.182,0.608,479.0,4.3,12.6,8.4,9.3,1.3,0.9,16.2,24.9,1.6,0.7,2.3,0.082,0.3,-1.4,-1.1,Unknown,elijah-fisher-1
2023-24,UCLA,Pac-12,FR,F,10,0,3.2,0.5,0.8,0.625,0.0,0.1,0.0,0.5,0.7,0.714,0.625,0.4,0.7,0.571,0.4,0.3,0.7,0.0,0.0,0.1,0.2,0.1,1.4,Unknown,Pac-12,FR,F,10,0,32,21.1,0.618,0.125,0.875,13,14.8,11.5,13.2,0.0,0.0,4.1,15.0,22.1,0.1,0.0,0.1,0.14,1.4,-1.4,0.0,Unknown,devin-williams-4
2024-25,Florida International,CUSA,SR,F,26,1,12.0,1.7,4.5,0.371,0.7,2.5,0.288,0.9,1.9,0.48,0.453,0.6,1.0,0.6,0.5,2.2,2.6,0.7,0.7,0.3,0.7,1.3,4.6,Unknown,CUSA,SR,F,26,1,313,14.2,0.469,0.569,0.216,113,4.3,21.7,12.6,12.1,3.1,3.0,11.7,23.0,0.1,0.6,0.7,0.093,-2.0,1.1,-0.9,Unknown,travis-gray-1
2023-24,Northern Illinois,MAC,SO,G,13,1,13.2,1.5,3.9,0.392,0.5,1.7,0.273,1.1,2.2,0.483,0.451,1.1,1.8,0.583,0.5,2.3,2.8,0.3,0.8,0.0,0.8,1.4,4.6,Unknown,MAC,SO,G,13,1,171,12.3,0.481,0.431,0.471,56,4.0,19.1,11.7,4.5,3.4,0.0,13.8,21.2,0.0,0.2,0.3,0.059,-3.7,-1.3,-5.0,Unknown,quaran-mcpherson-1
2024-25,Northern Illinois,MAC,JR,G,23,12,23.0,4.0,8.8,0.455,1.4,3.6,0.39,2.6,5.2,0.5,0.535,2.7,4.0,0.667,1.0,4.0,5.0,0.8,1.0,0.0,0.9,2.5,12.1,Unknown,MAC,JR,G,23,12,529,19.5,0.565,0.406,0.46,251,4.4,19.7,11.9,7.9,2.3,0.2,7.9,25.7,1.0,0.7,1.8,0.133,-0.8,-1.9,-2.7,Unknown,quaran-mcpherson-1
2023-24,College of Charleston,CAA,SO,G,32.0,0.0,11.7,1.6,4.2,0.373,1.0,3.0,0.33,0.6,1.2,0.486,0.493,0.6,0.8,0.76,0.2,0.7,0.8,0.6,0.3,0.0,0.3,0.8,4.7,Unknown,CAA,SO,G,32.0,0.0,375.0,12.4,0.518,0.724,0.187,133.0,1.4,6.2,3.7,8.2,1.7,0.3,6.4,20.0,0.6,0.3,1.0,0.104,-0.3,-0.6,-0.9,Unknown,jordan-crawford-3
2024-25,Eastern Kentucky,A-Sun,SO,G,30.0,15.0,22.8,2.7,7.2,0.377,1.6,4.8,0.329,1.1,2.4,0.472,0.486,0.8,1.0,0.833,0.7,1.1,1.8,0.6,1.4,0.1,0.7,1.8,7.8,Unknown,A-Sun,SO,G,30.0,15.0,684.0,12.4,0.51,0.665,0.14,209.0,3.2,5.8,4.4,4.7,3.5,0.3,8.0,17.8,0.8,0.6,1.5,0.085,-2.3,-0.8,-3.1,Unknown,jordan-crawford-3
2022-23,Bowling Green,MAC,FR,F,15.0,6.0,5.7,0.5,0.7,0.636,0.0,0.0,,0.5,0.7,0.636,0.636,0.1,0.1,0.5,0.9,0.9,1.7,0.1,0.3,0.2,0.2,1.0,1.0,Unknown,MAC,FR,F,15.0,6.0,85.0,15.2,0.628,0.0,0.182,20.0,17.2,17.5,17.4,2.0,2.6,3.8,20.1,8.6,0.2,0.1,0.2,0.111,-1.7,-0.6,-2.3,Unknown,ubong-abasi-etim-1
2023-24,Central Arkansas,A-Sun,SO,F,31.0,28.0,23.3,2.3,4.4,0.533,0.0,0.0,,2.3,4.4,0.533,0.533,0.8,1.3,0.585,2.5,5.0,7.5,0.6,0.6,1.1,0.9,2.5,5.4,Unknown,A-Sun,SO,F,31.0,28.0,722.0,15.3,0.544,0.0,0.304,186.0,11.6,23.9,17.6,4.9,1.5,5.2,15.3,12.3,0.9,0.8,1.7,0.093,-3.1,-1.0,-4.1,Unknown,ubong-abasi-etim-1
2024-25,Central Arkansas,A-Sun,JR,F,28.0,11.0,10.5,0.8,1.4,0.605,0.0,0.0,,0.8,1.4,0.605,0.605,0.5,0.6,0.778,1.0,2.0,3.0,0.3,0.3,0.2,0.4,0.9,2.1,Unknown,A-Sun,JR,F,28.0,11.0,293.0,15.1,0.644,0.0,0.474,68.0,10.7,22.2,16.2,5.8,1.8,2.9,19.1,9.9,0.5,0.3,0.7,0.098,-3.3,-1.2,-4.5,Unknown,ubong-abasi-etim-1
2020-21,Grand Canyon,WAC,FR,G,15.0,0.0,13.3,1.3,3.7,0.339,0.6,2.1,0.29,0.7,1.7,0.4,0.42,0.7,0.7,1.0,0.1,1.0,1.1,1.3,0.6,0.0,0.7,0.6,3.8,Unknown,WAC,FR,G,15.0,0.0,200.0,11.4,0.469,0.554,0.179,59.0,1.2,8.0,4.8,15.6,2.6,0.0,14.1,17.9,0.2,0.4,0.6,0.124,-2.6,0.1,-2.4,Unknown,jayden-stone-1
2021-22,Grand Canyon,WAC,SO,G,15.0,0.0,8.1,0.9,1.9,0.5,0.3,0.8,0.333,0.7,1.1,0.625,0.571,0.9,1.2,0.722,0.4,1.1,1.5,0.4,0.1,0.0,0.4,0.6,3.0,Unknown,WAC,SO,G,15.0,0.0,122.0,16.9,0.616,0.429,0.643,43.0,5.4,13.9,9.7,9.5,1.0,0.0,14.1,17.3,0.3,0.2,0.6,0.188,0.9,1.1,2.0,Unknown,jayden-stone-1
2022-23,Detroit Mercy,Horizon,JR,G,13.0,13.0,31.4,4.8,9.7,0.492,2.1,4.0,0.519,2.7,5.7,0.473,0.599,2.3,2.7,0.857,0.7,4.6,5.3,2.2,0.6,0.1,1.2,1.5,13.9,Unknown,Horizon,JR,G,13.0,13.0,408.0,20.7,0.635,0.413,0.278,165.0,2.4,17.7,9.7,13.5,1.2,0.3,10.1,19.3,1.4,0.2,1.6,0.159,4.5,-1.6,2.9,Unknown,jayden-stone-1
2023-24,Detroit Mercy,Horizon,SR,G,26.0,25.0,35.9,7.2,17.1,0.422,2.4,7.7,0.312,4.8,9.5,0.512,0.492,4.0,5.0,0.794,0.9,4.7,5.6,2.7,1.5,0.3,2.5,1.7,20.8,Unknown,Horizon,SR,G,26.0,25.0,934.0,21.1,0.534,0.447,0.294,503.0,2.9,16.5,9.5,19.0,2.5,0.8,11.5,31.8,1.7,0.2,1.9,0.082,3.4,-3.0,0.4,Unknown,jayden-stone-1
2024-25,Kentucky,SEC,FR,G,31,4,9.7,0.8,2.6,0.313,0.6,1.8,0.321,0.2,0.8,0.292,0.425,0.5,0.6,0.8,0.3,0.6,0.8,0.6,0.4,0.0,0.7,0.9,2.7,Unknown,SEC,FR,G,31,4,302,6.3,0.469,0.7,0.25,86,3.0,6.3,4.7,9.1,2.0,0.4,19.0,17.8,-0.1,0.2,0.2,0.023,-1.5,0.9,-0.7,Unknown,travis-perry-1
2023-24,Appalachian State,Sun Belt,FR,G,32.0,1.0,11.6,2.2,5.4,0.413,0.6,2.0,0.297,1.6,3.4,0.481,0.468,1.2,1.8,0.679,0.2,1.4,1.6,1.3,0.7,0.3,0.8,0.8,6.2,Unknown,Sun Belt,FR,G,32.0,1.0,371.0,20.3,0.501,0.372,0.326,190.0,1.8,11.7,7.2,20.5,3.6,2.0,10.8,30.0,0.6,0.9,1.5,0.159,-0.1,1.6,1.5,Unknown,jordan-marsh-1
2024-25,UNC Asheville,Big South,SO,G,32.0,29.0,28.5,7.0,15.6,0.448,1.4,4.7,0.305,5.5,10.8,0.51,0.494,3.5,4.4,0.782,1.0,3.2,4.2,3.7,2.0,0.4,2.3,3.0,18.8,Unknown,Big South,SO,G,32.0,29.0,913.0,24.8,0.533,0.303,0.285,591.0,4.0,12.8,8.4,26.5,4.0,1.5,11.3,34.1,2.5,1.4,3.9,0.17,2.9,0.0,2.9,Unknown,jordan-marsh-1
2023-24,South Carolina,SEC,FR,G,30,0,10.2,0.8,2.3,0.338,0.5,1.6,0.292,0.3,0.7,0.45,0.441,0.2,0.3,0.778,0.2,0.5,0.7,0.5,0.2,0.1,0.5,0.3,2.2,Unknown,SEC,FR,G,30,0,307,6.1,0.464,0.706,0.132,66,2.3,5.5,3.8,9.4,1.0,1.0,17.2,14.9,0.0,0.2,0.2,0.032,-1.9,0.2,-1.7,Unknown,morris-ugusuk-1
2024-25,South Carolina,SEC,SO,G,32,6,22.3,1.9,5.0,0.384,1.4,3.5,0.407,0.5,1.4,0.326,0.528,0.6,0.8,0.769,0.4,1.0,1.4,0.9,0.5,0.0,0.9,1.3,5.9,Unknown,SEC,SO,G,32,6,712,8.4,0.549,0.711,0.164,171,2.4,5.3,3.8,8.0,1.3,0.2,14.0,14.5,0.6,0.5,1.0,0.058,0.4,1.4,1.8,Unknown,morris-ugusuk-1
2023-24,UC Irvine,Big West,FR,G,31.0,0.0,19.1,4.0,7.9,0.502,0.5,1.4,0.349,3.5,6.5,0.535,0.533,1.7,2.1,0.8,1.3,2.1,3.4,1.6,0.9,0.1,1.2,1.7,10.1,Unknown,Big West,FR,G,31.0,0.0,592.0,22.0,0.567,0.176,0.265,300.0,7.9,12.0,10.1,17.3,2.8,0.3,11.8,26.3,1.6,1.2,2.8,0.186,3.3,2.0,5.3,Unknown,derin-saran-1
2024-25,Stanford,ACC,SO,G,5.0,0.0,4.0,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,Unknown,1.5,0.0,0.0,Unknown,0.2,0.4,0.6,0.2,0.0,0.0,0.0,0.2,0.6,Unknown,ACC,SO,G,5.0,0.0,20.0,12.7,1.5,1.0,0.0,3.0,5.8,12.2,8.9,8.5,0.0,0.0,0.0,2.6,0.1,0.0,0.1,0.128,2.5,1.1,3.6,Unknown,derin-saran-1
2020-21,South Alabama,Sun Belt,FR,F,27.0,17.0,26.6,1.9,3.9,0.49,0.0,0.0,0.0,1.9,3.8,0.495,0.49,1.9,3.3,0.573,2.6,3.7,6.3,0.7,0.4,1.0,1.2,2.4,5.7,Unknown,Sun Belt,FR,F,27.0,17.0,718.0,13.4,0.523,0.01,0.856,184.0,11.2,14.6,13.0,4.5,0.9,5.4,17.9,12.7,1.0,0.8,1.7,0.097,-2.2,-1.5,-3.7,Unknown,jamal-west-jr-1
2021-22,South Alabama,Sun Belt,SO,F,15.0,0.0,6.1,0.5,1.3,0.421,0.0,0.0,Unknown,0.5,1.3,0.421,0.421,1.2,2.0,0.6,1.0,0.9,1.9,0.3,0.1,0.5,0.3,1.0,2.3,Unknown,Sun Belt,SO,F,15.0,0.0,91.0,22.4,0.511,0.0,1.579,41.0,19.8,17.4,18.6,7.8,0.7,10.4,13.1,21.7,0.3,0.2,0.5,0.202,-3.9,4.8,0.9,Unknown,jamal-west-jr-1
2023-24,Nicholls State,Southland,JR,F,34.0,33.0,32.6,4.6,9.1,0.503,0.1,0.8,0.185,4.4,8.3,0.534,0.511,4.1,6.0,0.691,2.1,5.4,7.4,2.1,0.6,1.6,3.1,3.3,13.4,Unknown,Southland,JR,F,34.0,33.0,1109.0,17.5,0.563,0.088,0.662,472.0,7.6,18.1,13.0,13.8,1.0,5.4,20.6,23.9,1.5,1.5,2.9,0.106,-1.8,-0.9,-2.7,Unknown,jamal-west-jr-1
2024-25,Nicholls State,Southland,SR,F,32.0,27.0,26.3,4.1,8.1,0.504,0.1,0.5,0.133,4.0,7.7,0.527,0.508,4.0,5.7,0.713,2.7,3.8,6.5,1.2,0.7,1.5,1.1,2.6,12.3,Unknown,Southland,SR,F,32.0,27.0,843.0,23.7,0.568,0.058,0.696,397.0,10.6,15.8,13.2,8.8,1.6,6.2,9.2,22.3,2.5,1.6,4.1,0.196,2.5,0.8,3.3,Unknown,jamal-west-jr-1
2021-22,College of Charleston,CAA,FR,F,31.0,9.0,16.2,1.7,3.3,0.51,0.0,0.4,0.077,1.6,2.9,0.573,0.515,0.9,1.5,0.563,1.5,1.6,3.2,0.7,0.5,0.4,1.2,1.9,4.3,Unknown,CAA,FR,F,31.0,9.0,501.0,11.5,0.529,0.127,0.471,144.0,10.1,11.6,10.8,7.4,1.5,2.3,22.9,14.7,0.4,0.5,0.9,0.071,-2.1,0.0,-2.1,Unknown,babacar-faye-1
2022-23,College of Charleston,CAA,SO,F,34.0,5.0,15.3,1.5,2.9,0.52,0.0,0.6,0.048,1.5,2.3,0.649,0.526,1.6,2.4,0.691,1.4,3.3,4.6,0.6,0.4,0.7,1.1,1.8,4.7,Unknown,CAA,SO,F,34.0,5.0,519.0,16.3,0.583,0.214,0.827,167.0,9.3,24.0,16.4,6.3,1.4,4.6,22.2,16.1,0.7,1.2,2.0,0.153,-2.0,2.3,0.3,Unknown,babacar-faye-1
2023-24,Western Kentucky,CUSA,JR,F,34.0,26.0,18.6,2.8,4.5,0.614,0.0,0.1,0.0,2.8,4.4,0.627,0.614,2.0,2.9,0.691,2.1,3.4,5.6,0.8,0.5,0.5,1.0,2.1,7.5,Unknown,CUSA,JR,F,34.0,26.0,634.0,20.3,0.64,0.02,0.634,267.0,12.6,18.5,15.7,7.3,1.5,2.7,15.0,17.1,1.8,1.3,3.0,0.19,1.0,0.7,1.7,Unknown,babacar-faye-1
2024-25,Western Kentucky,CUSA,SR,F,10.0,10.0,27.6,5.1,9.5,0.537,0.5,1.3,0.385,4.6,8.2,0.561,0.563,4.5,5.6,0.804,3.0,4.8,7.8,0.7,1.1,0.7,1.1,2.0,15.2,Unknown,CUSA,SR,F,10.0,10.0,276.0,26.5,0.625,0.137,0.589,147.0,11.2,18.0,14.6,5.4,2.2,3.0,8.3,23.4,1.0,0.5,1.5,0.219,5.7,1.2,6.9,Unknown,babacar-faye-1
2024-25,DePaul,Big East,FR,G,19,0,5.4,0.4,0.6,0.583,0.3,0.4,0.625,0.1,0.2,0.5,0.792,0.1,0.3,0.167,0.2,0.8,1.0,0.2,0.3,0.2,0.4,0.4,1.1,Unknown,Big East,FR,G,19,0,102,11.3,0.673,0.667,0.5,18,3.5,18.1,11.0,6.9,2.9,4.1,32.0,11.2,0.0,0.2,0.2,0.062,-0.5,3.6,3.0,Unknown,chris-riddle-1
2022-23,Texas Tech,Big 12,FR,G,32.0,3.0,15.3,1.1,2.5,0.425,0.2,0.9,0.233,0.8,1.6,0.54,0.469,1.0,1.4,0.733,0.2,1.5,1.8,1.8,0.9,0.2,1.4,1.5,3.4,Unknown,Big 12,FR,G,32.0,3.0,491.0,10.6,0.533,0.375,0.563,128.0,1.8,11.4,6.8,20.2,3.4,1.5,30.7,15.1,0.1,0.8,1.0,0.077,-2.1,3.7,1.6,Unknown,lamar-washington-1
2023-24,Texas Tech,Big 12,SO,G,30.0,0.0,8.9,0.7,1.8,0.382,0.1,0.6,0.235,0.6,1.3,0.447,0.418,0.6,0.8,0.68,0.5,1.1,1.5,0.8,0.3,0.0,0.6,1.2,2.1,Unknown,Big 12,SO,G,30.0,0.0,268.0,9.1,0.471,0.309,0.455,75.0,6.4,13.4,10.0,15.2,2.0,0.4,21.2,16.4,0.1,0.4,0.5,0.069,-2.1,2.6,0.5,Unknown,lamar-washington-1
2024-25,Pacific,WCC,JR,G,33.0,33.0,34.3,4.8,12.0,0.401,1.1,3.8,0.296,3.7,8.2,0.449,0.447,2.7,3.2,0.84,1.0,4.1,5.1,5.8,1.7,0.2,3.9,2.3,13.5,Unknown,WCC,JR,G,33.0,33.0,1132.0,14.8,0.496,0.315,0.267,502.0,3.3,14.3,8.7,35.5,2.9,0.5,22.4,26.0,0.4,1.1,1.5,0.053,-0.3,-0.9,-1.1,Unknown,lamar-washington-1
2021-22,Richmond,A-10,FR,G,9.0,0.0,3.1,0.2,0.8,0.286,0.1,0.3,0.333,0.1,0.4,0.25,0.357,0.0,0.0,Unknown,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.4,0.6,Unknown,A-10,FR,G,9.0,0.0,28.0,-6.5,0.357,0.429,0.0,5.0,0.0,0.0,0.0,6.4,0.0,0.0,30.0,19.1,-0.1,0.0,-0.1,-0.12,-11.7,-5.7,-17.4,Unknown,marcus-randolph-1
2022-23,Richmond,A-10,SO,G,33.0,0.0,12.6,1.1,2.6,0.425,0.5,1.4,0.4,0.6,1.3,0.452,0.529,0.5,0.9,0.621,0.3,0.7,1.0,0.7,0.2,0.1,0.9,1.4,3.3,Unknown,A-10,SO,G,33.0,0.0,416.0,7.6,0.546,0.517,0.333,111.0,3.0,6.6,4.8,11.1,1.2,0.9,22.9,17.2,0.1,0.4,0.5,0.048,-3.3,-0.6,-3.9,Unknown,marcus-randolph-1
2023-24,Saint Peter's,MAAC,SO,G,32.0,19.0,20.5,2.1,5.3,0.388,1.3,3.3,0.404,0.8,2.1,0.364,0.512,1.1,1.5,0.708,0.3,1.0,1.3,0.7,0.4,0.1,1.1,1.8,6.5,Unknown,MAAC,SO,G,32.0,19.0,657.0,8.7,0.539,0.612,0.282,183.0,1.7,5.8,3.6,7.9,1.1,0.4,15.0,17.7,0.6,0.8,1.4,0.084,-2.0,-0.6,-2.6,Unknown,marcus-randolph-1
2024-25,Saint Peter's,MAAC,JR,G,28.0,27.0,35.9,4.0,11.8,0.342,2.2,6.6,0.33,1.9,5.2,0.359,0.435,4.1,5.1,0.817,1.1,2.2,3.3,1.8,0.8,0.1,2.1,3.0,14.4,Unknown,MAAC,JR,G,28.0,27.0,1004.0,11.9,0.507,0.561,0.43,380.0,3.5,7.3,5.3,11.1,1.4,0.5,12.9,23.1,1.5,1.2,2.7,0.106,-2.1,-1.5,-3.6,Unknown,marcus-randolph-1
2023-24,TexasâRio Grande Valley,WAC,JR,G,19,13,29.1,4.6,9.3,0.494,0.8,2.4,0.356,3.7,6.9,0.542,0.54,3.2,5.1,0.635,1.5,3.6,5.2,3.5,1.4,0.8,2.7,1.9,13.2,Unknown,WAC,JR,G,19,13,553,19.3,0.566,0.256,0.545,257,5.6,14.2,9.8,26.8,2.7,2.9,18.7,23.9,0.8,0.6,1.4,0.102,2.1,-0.3,1.7,Unknown,hasan-abdul-hakim-1
2024-25,TexasâRio Grande Valley,Southland,SR,G,12,9,28.8,5.1,10.6,0.48,1.3,4.1,0.327,3.8,6.5,0.577,0.543,1.8,2.7,0.656,2.3,4.5,6.8,2.9,1.4,0.7,2.5,2.2,13.3,Unknown,Southland,SR,G,12,9,346,19.4,0.559,0.386,0.252,159,8.4,16.5,12.5,19.2,2.8,2.3,17.4,23.8,0.6,0.6,1.2,0.134,2.8,0.3,3.1,Unknown,hasan-abdul-hakim-1
2024-25,Cincinnati,Big 12,FR,F,34,0,11.2,1.2,3.3,0.357,0.8,2.4,0.321,0.4,0.9,0.452,0.473,0.2,0.4,0.538,0.5,1.0,1.5,0.3,0.0,0.1,0.3,0.8,3.3,Unknown,Big 12,FR,F,34,0,380,9.2,0.478,0.723,0.116,105,5.1,10.4,7.7,4.6,0.2,1.4,7.1,17.3,0.3,0.4,0.8,0.082,-0.4,0.0,-0.4,Unknown,tyler-betsey-1
