,success_probability,predicted_successful,confidence,key_factors,player
199,0.690554105737857,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",kj-lewis-2
200,0.4259930002740437,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",sencire-harris-1
201,0.46083830767983075,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",luke-northweather-1
202,0.7750075593540441,True,Medium,"{'positive_factors': [], 'negative_factors': ['before_WS/40', 'cluster', 'before_USG%', 'before_OWS', 'before_G_x']}",ibrahim-souare-1
203,0.4721194458820887,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",kerr-kriisa-1
204,0.5889655161048966,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",quante-berry-1
205,0.4857063500458989,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",isaiah-abraham-1
206,0.513933764536044,True,Low,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",jacob-ognacevic-1
207,0.7562967475583133,True,Medium,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",reed-bailey-1
208,0.5430566232667844,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jayden-pierre-1
209,0.4419227870070008,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",myles-rice-1
