Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,cluster
2024-25,High Point,Big South,JR,F,35.0,35.0,24.2,4.5,8.7,0.52,0.8,2.5,0.322,3.7,6.3,0.598,0.565,3.2,4.4,0.723,1.9,2.7,4.6,2.2,1.0,0.4,1.8,2.9,13.1,Unknown,Big South,JR,F,35.0,35.0,848.0,24.2,0.603,0.284,0.507,467.0,9.7,12.8,11.3,17.3,2.4,1.9,14.4,26.7,3.1,1.4,4.5,0.212,4.2,0.2,4.4,Unknown,kimani-hamilton-1,2
2024-25,Tarleton State,WAC,SO,G,32,31,36.0,4.7,10.6,0.441,1.5,4.0,0.38,3.2,6.6,0.479,0.513,3.0,3.8,0.789,1.3,3.4,4.6,1.7,1.5,0.5,2.5,2.6,13.9,Unknown,WAC,SO,G,32,31,1152,14.3,0.56,0.379,0.362,419,4.5,12.0,8.3,11.5,2.4,2.0,16.9,21.3,1.3,1.7,2.9,0.102,-0.3,-0.9,-1.1,Unknown,bubu-benjamin-1,4
2024-25,St. John's (NY),Big East,SO,G,36,25,25.4,3.2,7.8,0.407,0.9,3.1,0.297,2.3,4.7,0.479,0.466,0.8,1.1,0.737,0.4,1.5,1.9,1.4,1.1,0.4,1.4,2.7,8.0,Unknown,Big East,SO,G,36,25,915,9.0,0.485,0.396,0.136,262,1.6,6.2,3.9,9.0,2.4,1.9,14.6,18.0,0.3,1.9,2.2,0.096,-2.6,4.2,1.6,Unknown,simeon-wilcher-2,4
2024-25,Ohio,MAC,SO,G,29,29,26.7,4.2,9.0,0.471,1.9,4.8,0.388,2.4,4.2,0.566,0.575,2.8,3.4,0.82,1.1,2.1,3.2,1.1,1.3,0.1,1.2,2.4,13.2,Unknown,MAC,SO,G,29,29,774,18.9,0.619,0.533,0.383,351,4.8,9.2,7.0,7.7,2.7,0.3,10.4,22.4,2.1,0.9,2.9,0.151,2.9,-0.1,2.8,Unknown,aj-brown-1,2
2024-25,Syracuse,ACC,JR,F,33,13,21.5,2.9,7.2,0.407,1.4,4.0,0.353,1.5,3.1,0.476,0.506,2.1,2.7,0.775,0.3,1.7,2.0,0.5,0.3,0.4,1.1,1.5,9.3,Unknown,ACC,JR,F,33,13,710,12.9,0.553,0.564,0.377,263,1.5,9.3,5.4,4.0,0.9,2.0,11.2,22.2,1.0,0.4,1.4,0.077,1.6,-0.3,1.4,Unknown,chris-bell-1,4
2024-25,Missouri,SEC,FR,G,26,0,9.2,0.7,1.6,0.439,0.1,0.2,0.4,0.6,1.4,0.444,0.463,1.2,1.3,0.882,0.7,1.3,2.0,0.5,0.3,0.1,0.6,1.2,2.6,Unknown,SEC,FR,G,26,0,238,13.6,0.595,0.122,0.829,77,8.7,16.9,12.9,8.2,2.2,0.9,20.8,15.0,0.4,0.3,0.7,0.121,0.3,2.0,2.2,Unknown,marcus-allen-3,0
2024-25,Ohio State,Big Ten,SO,F,22.0,5.0,16.9,2.3,4.6,0.49,0.4,1.5,0.273,1.9,3.1,0.594,0.534,1.0,1.4,0.742,1.0,1.7,2.7,0.2,0.6,0.7,0.4,2.6,6.0,Unknown,Big Ten,SO,F,22.0,5.0,372.0,16.0,0.565,0.324,0.304,124.0,7.3,12.0,9.8,2.5,2.2,4.9,6.4,17.2,0.8,0.5,1.3,0.136,1.5,3.7,5.2,Unknown,aaron-bradshaw-1,2
2024-25,Missouri,SEC,FR,C,22,0,4.4,0.4,0.8,0.5,0.0,0.0,0,0.4,0.8,0.5,0.5,0.2,0.9,0.263,0.4,0.8,1.1,0.1,0.3,0.3,0.5,0.9,1.0,Unknown,SEC,FR,C,22,0,97,7.6,0.426,0.0,1.056,26,10.1,20.7,15.5,5.2,3.5,7.0,30.7,19.9,-0.2,0.2,0.0,-0.001,-7.5,2.8,-4.8,Unknown,peyton-marshall-1,0
2024-25,Cincinnati,Big 12,JR,F,35.0,35.0,28.1,4.4,7.2,0.614,0.3,1.0,0.294,4.1,6.2,0.664,0.633,0.9,2.2,0.395,2.1,4.7,6.9,1.7,1.4,0.6,1.2,1.6,9.9,Unknown,Big 12,JR,F,35.0,35.0,983.0,21.2,0.606,0.135,0.303,343.0,8.6,20.3,14.3,11.9,2.9,2.4,12.8,17.3,2.1,2.1,4.3,0.174,3.4,4.3,7.7,Unknown,dillon-mitchell-1,3
2024-25,Iowa,Big Ten,FR,F,11,0,5.0,0.6,1.3,0.5,0.1,0.2,0.5,0.5,1.1,0.5,0.536,0.4,0.7,0.5,0.5,0.7,1.2,0.0,0.1,0.2,0.5,1.1,1.7,Unknown,Big Ten,FR,F,11,0,55,9.0,0.534,0.143,0.571,19,10.6,17.0,13.8,0.0,1.0,3.9,21.9,20.8,0.0,0.0,0.0,0.03,-6.7,-2.1,-8.8,Unknown,chris-tadjo-1,0
2024-25,St. John's (NY),Big East,FR,G,22,0,6.4,0.8,2.2,0.347,0.5,1.4,0.333,0.3,0.9,0.368,0.449,0.2,0.3,0.571,0.0,0.2,0.2,0.3,0.1,0.1,0.5,0.3,2.2,Unknown,Big East,FR,G,22,0,140,5.9,0.459,0.612,0.143,42,0.7,3.1,1.9,7.1,1.2,1.7,16.0,21.0,-0.1,0.2,0.2,0.051,-3.0,0.6,-2.4,Unknown,jaiden-glover-1,4
2024-25,Middle Tennessee,CUSA,SR,G,34,34,33.7,5.2,12.6,0.411,2.5,6.8,0.364,2.7,5.8,0.467,0.509,2.2,2.6,0.822,0.7,2.1,2.9,1.2,1.1,0.2,1.7,1.6,15.0,Unknown,CUSA,SR,G,34,34,1147,14.3,0.542,0.54,0.21,453,2.4,6.9,4.7,7.0,1.9,0.6,10.8,22.9,1.7,1.4,3.1,0.108,1.0,-0.4,0.5,Unknown,jestin-porter-1,4
2024-25,Drexel,CAA,JR,G,33.0,33.0,26.1,4.0,9.3,0.428,1.2,3.1,0.396,2.8,6.2,0.444,0.493,1.9,2.2,0.865,0.3,2.7,3.0,3.1,0.7,0.0,2.0,1.6,11.1,Unknown,CAA,JR,G,33.0,33.0,862.0,15.7,0.536,0.33,0.242,368.0,1.4,11.4,6.7,23.9,1.7,0.1,16.4,25.2,1.4,1.2,2.6,0.119,-0.9,-1.2,-2.1,Unknown,jason-drake-1,4
2024-25,Michigan,Big Ten,SO,F,23.0,0.0,12.7,1.6,3.8,0.425,1.1,3.1,0.366,0.5,0.7,0.688,0.575,0.6,0.8,0.737,0.3,1.3,1.6,0.6,0.1,0.2,0.3,1.2,5.0,Unknown,Big Ten,SO,F,23.0,0.0,291.0,13.7,0.594,0.816,0.218,100.0,3.3,10.2,7.1,8.1,0.4,1.4,6.8,17.3,0.7,0.4,1.0,0.142,3.6,1.7,5.3,Unknown,sam-walters-3,2
2024-25,Seton Hall,Big East,SO,G,30.0,22.0,25.6,1.9,4.5,0.422,0.4,1.2,0.314,1.5,3.3,0.46,0.463,1.2,1.9,0.632,0.3,1.3,1.6,3.0,1.7,0.7,1.5,2.0,5.4,Unknown,Big East,SO,G,30.0,22.0,768.0,12.0,0.497,0.259,0.422,182.0,1.5,7.0,4.0,24.5,4.0,3.7,21.7,14.3,0.2,1.0,1.2,0.061,-1.6,3.6,2.0,Unknown,garwey-dual-2,4
2024-25,Cornell,Ivy,JR,F,29,28,25.6,5.1,8.5,0.595,0.6,1.8,0.321,4.5,6.7,0.67,0.63,3.2,4.0,0.793,1.2,3.4,4.6,4.1,1.1,1.1,1.9,2.2,13.9,Unknown,Ivy,JR,F,29,28,743,26.4,0.667,0.215,0.47,425,5.7,14.5,10.4,28.5,2.3,4.4,15.4,23.7,3.1,1.0,4.1,0.222,5.2,1.5,6.7,Unknown,ak-okereke-1,3
2024-25,Maryland,Big Ten,SO,G,36.0,32.0,31.1,4.6,10.7,0.434,2.2,5.9,0.374,2.4,4.8,0.509,0.538,2.3,2.8,0.814,0.6,1.6,2.2,2.1,0.7,0.1,1.1,1.6,13.8,Unknown,Big Ten,SO,G,36.0,32.0,1119.0,15.7,0.573,0.556,0.265,459.0,2.2,5.9,4.1,11.6,1.3,0.2,8.3,20.9,2.7,1.7,4.5,0.159,4.2,2.2,6.4,Unknown,rodney-rice-2,2
2024-25,Seton Hall,Big East,SO,G,29.0,4.0,20.9,2.2,5.0,0.434,1.0,2.5,0.384,1.2,2.5,0.486,0.531,0.5,0.6,0.778,1.0,1.3,2.3,0.8,0.9,0.5,1.1,2.0,5.8,Unknown,Big East,SO,G,29.0,4.0,607.0,11.8,0.547,0.503,0.124,157.0,5.2,8.7,6.8,8.9,2.5,3.5,16.8,16.1,0.4,0.6,1.0,0.066,-0.1,1.2,1.1,Unknown,scotty-middleton-1,4
2024-25,Syracuse,ACC,JR,G,3.0,0.0,3.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,Unknown,ACC,JR,G,3.0,0.0,10.0,-8.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.1,0.0,0.0,50.0,10.0,0.0,0.0,0.0,-0.138,-8.5,-3.4,-12.0,Unknown,chance-westry-1,1
2024-25,Iowa State,Big 12,FR,C,9,0,2.3,0.3,0.6,0.6,0.0,0.0,0,0.3,0.6,0.6,0.6,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.1,0.1,0.1,0.7,Unknown,Big 12,FR,C,9,0,21,16.2,0.6,0.0,0.0,6,18.1,16.7,17.4,0.0,0.0,5.7,16.7,14.4,0.0,0.0,0.1,0.134,0.2,-0.4,-0.2,Unknown,jt-rock-1,0
2024-25,Florida State,ACC,FR,G,13,0,2.5,0.2,0.5,0.333,0.1,0.4,0.2,0.1,0.1,1.0,0.417,0.1,0.2,0.5,0.2,0.1,0.3,0.2,0.1,0.0,0.2,0.4,0.5,Unknown,ACC,FR,G,13,0,32,5.6,0.432,0.833,0.333,8,11.0,3.5,7.2,10.7,1.8,0.0,22.3,14.0,0.0,0.0,0.0,0.035,-4.1,0.1,-4.0,Unknown,anastasios-rozakeas-1,4
2024-25,Boise State,MWC,SO,F,24.0,11.0,10.1,1.5,2.7,0.538,0.2,0.5,0.385,1.3,2.2,0.577,0.577,0.3,0.5,0.667,0.3,1.4,1.7,0.8,0.2,0.1,0.7,0.8,3.5,Unknown,MWC,SO,F,24.0,11.0,243.0,13.3,0.587,0.2,0.185,79.0,3.6,17.0,10.4,14.8,1.0,1.0,19.4,18.8,0.3,0.4,0.6,0.105,-0.8,1.5,0.7,Unknown,dylan-anderson-1,2
2024-25,North Texas,AAC,JR,F,36.0,36.0,21.7,1.9,4.7,0.406,0.6,1.7,0.333,1.4,3.1,0.445,0.465,1.8,2.5,0.722,1.6,2.0,3.6,0.4,0.5,0.2,0.7,1.7,6.2,Unknown,AAC,JR,F,36.0,36.0,781.0,13.5,0.524,0.353,0.529,230.0,9.6,11.6,10.6,4.1,1.5,1.0,10.5,17.1,1.3,1.3,2.6,0.133,0.3,0.3,0.6,Unknown,grant-newell-1,4
2024-25,Iowa,Big Ten,SO,F,33,21,16.7,1.7,3.7,0.467,0.4,1.0,0.382,1.3,2.7,0.5,0.52,0.6,0.8,0.714,1.7,1.9,3.5,0.6,0.3,0.2,0.6,2.2,4.5,Unknown,Big Ten,SO,F,33,21,551,11.7,0.543,0.279,0.23,169,11.6,13.1,12.4,5.2,1.0,1.3,12.9,14.1,0.9,0.3,1.2,0.084,-0.1,-0.7,-0.8,Unknown,ladji-dembele-1,0
2024-25,Vanderbilt,SEC,JR,G,32.0,1.0,20.3,2.6,6.3,0.42,0.8,2.9,0.293,1.8,3.4,0.528,0.488,1.3,1.8,0.729,0.8,1.5,2.3,0.5,0.6,0.0,0.9,0.8,7.4,Unknown,SEC,JR,G,32.0,1.0,649.0,11.8,0.522,0.46,0.295,216.0,4.3,9.2,6.6,4.4,1.7,0.0,11.6,19.6,0.6,0.5,1.1,0.068,1.2,-0.1,1.1,Unknown,mj-collins-1,4
2024-25,Saint Joseph's,A-10,SO,G,32,30,36.2,5.5,13.1,0.42,2.0,5.6,0.35,3.5,7.5,0.473,0.495,4.6,5.2,0.897,0.7,4.5,5.2,4.3,1.5,0.1,2.7,1.8,17.6,Unknown,A-10,SO,G,32,30,1157,19.2,0.566,0.43,0.394,562,2.2,13.6,8.0,24.5,2.4,0.3,14.6,25.6,2.8,1.9,4.7,0.163,2.9,1.8,4.7,Unknown,xzayvier-brown-1,2
2024-25,St. John's (NY),Big East,FR,C,1,0,3.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Unknown,Big East,FR,C,1,0,3,1.5,0.0,,,1,34.5,0.0,17.6,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.024,-8.6,-7.2,-15.8,Unknown,khaman-maker-1,1
2024-25,Cal State Bakersfield,Big West,JR,G,33,26,26.8,7.2,15.0,0.478,1.1,3.2,0.352,6.1,11.8,0.512,0.515,3.5,4.0,0.857,1.0,2.6,3.6,2.1,0.8,0.3,2.0,2.3,18.9,Unknown,Big West,JR,G,33,26,885,25.6,0.559,0.212,0.268,575,4.4,12.2,8.1,21.3,1.7,1.6,10.7,35.2,3.2,0.7,3.9,0.177,6.1,-1.4,4.7,Unknown,jemel-jones-1,2
2024-25,North Carolina,ACC,FR,G,36,12,23.8,4.2,9.2,0.456,1.7,4.2,0.395,2.5,5.0,0.508,0.547,1.9,2.6,0.723,0.4,2.3,2.7,0.9,0.6,0.2,1.2,1.6,11.9,Unknown,ACC,FR,G,36,12,857,15.9,0.572,0.459,0.284,370,2.1,10.5,6.5,7.0,1.3,0.9,10.5,24.4,1.5,0.9,2.4,0.112,3.5,1.3,4.8,Unknown,ian-jackson-1,2
2024-25,Georgia Tech,ACC,JR,F,33.0,13.0,29.5,4.1,9.3,0.441,1.6,4.5,0.358,2.5,4.8,0.519,0.528,2.4,3.5,0.687,1.6,3.8,5.4,0.8,0.6,0.4,1.2,1.8,12.2,Unknown,ACC,JR,F,33.0,13.0,974.0,15.8,0.557,0.484,0.376,363.0,6.2,14.1,10.2,5.2,1.3,1.6,9.8,20.5,1.7,1.2,2.9,0.119,2.5,1.0,3.5,Unknown,duncan-powell-1,2
2024-25,Princeton,Ivy,JR,G,30,30,32.1,6.0,13.6,0.439,2.0,5.4,0.366,4.0,8.2,0.486,0.511,3.0,3.8,0.789,0.9,5.2,6.1,5.5,1.2,0.4,2.2,2.2,16.9,Unknown,Ivy,JR,G,30,30,962,22.7,0.549,0.395,0.279,537,3.3,20.3,11.3,36.3,2.2,1.5,12.7,28.1,2.7,1.4,4.1,0.171,4.7,1.1,5.8,Unknown,xaivian-lee-1,2
2024-25,Baylor,Big 12,SR,G,31.0,11.0,25.0,2.4,6.2,0.38,1.6,4.6,0.354,0.7,1.5,0.458,0.513,0.7,0.9,0.786,1.1,2.5,3.5,0.8,0.6,0.2,0.6,2.1,7.1,Unknown,Big 12,SR,G,31.0,11.0,774.0,11.2,0.533,0.75,0.146,203.0,4.9,12.3,8.5,5.4,1.4,1.1,8.9,14.8,1.2,0.8,2.0,0.103,1.9,1.5,3.4,Unknown,jalen-celestine-1,4
2024-25,UCF,Big 12,FR,C,34,34,28.7,4.1,8.3,0.498,0.7,2.3,0.291,3.4,5.9,0.579,0.539,1.5,2.2,0.667,2.6,3.8,6.4,0.7,0.5,2.6,1.3,2.8,10.4,Unknown,Big 12,FR,C,34,34,977,17.4,0.557,0.281,0.267,343,9.8,14.2,12.0,5.0,0.9,9.1,12.4,17.6,1.6,1.0,2.5,0.104,1.8,2.2,4.0,Unknown,moustapha-thiam-1,0
2024-25,Boise State,MWC,SO,F,36,12,10.0,1.1,2.4,0.482,0.1,0.6,0.227,1.0,1.8,0.571,0.512,0.7,0.9,0.788,0.6,1.8,2.3,0.2,0.1,0.4,0.5,1.1,3.1,Unknown,MWC,SO,F,36,12,361,13.3,0.561,0.259,0.388,107,7.3,21.2,14.4,3.6,0.7,4.2,15.9,17.3,0.4,0.6,1.1,0.118,-1.3,1.9,0.6,Unknown,emmanuel-ugbo-1,0
2024-25,Providence,Big East,SO,G,24.0,4.0,10.1,1.3,3.2,0.403,0.8,2.2,0.385,0.5,1.0,0.44,0.532,0.2,0.3,0.833,0.6,0.8,1.4,0.4,0.3,0.2,0.5,0.7,3.6,Unknown,Big East,SO,G,24.0,4.0,242.0,13.7,0.545,0.675,0.078,81.0,7.3,8.3,7.8,7.4,1.5,1.8,12.1,19.3,0.4,0.2,0.6,0.091,2.9,0.7,3.6,Unknown,justyn-fernandez-1,4
2024-25,Utah,Big 12,JR,F,33.0,29.0,22.4,2.7,6.6,0.406,1.1,3.5,0.308,1.6,3.0,0.52,0.488,0.8,1.3,0.614,0.8,2.6,3.4,2.8,0.7,0.7,1.3,2.0,7.2,Unknown,Big 12,JR,F,33.0,29.0,738.0,13.3,0.502,0.539,0.203,252.0,3.7,12.4,8.1,22.8,1.7,3.4,15.3,18.6,0.8,1.0,1.8,0.098,1.4,2.4,3.8,Unknown,mike-sharavjamts-1,4
2024-25,NC State,ACC,SO,G,27,0,12.3,1.1,3.0,0.375,0.3,1.3,0.25,0.8,1.6,0.477,0.431,0.4,0.9,0.417,0.7,1.6,2.3,0.7,0.4,0.6,0.5,1.1,2.9,Unknown,ACC,SO,G,27,0,332,11.9,0.432,0.45,0.3,86,6.8,16.1,11.2,10.4,2.2,4.8,12.5,16.5,0.0,0.5,0.5,0.06,-1.1,2.3,1.2,Unknown,dennis-parker-jr-1,4
2024-25,North Dakota,Summit,JR,G,33,33,31.8,6.2,14.8,0.416,2.5,7.1,0.359,3.6,7.8,0.469,0.502,4.0,5.0,0.794,0.5,2.3,2.8,2.4,1.1,0.2,2.2,1.7,18.9,Unknown,Summit,JR,G,33,33,1050,18.8,0.548,0.478,0.337,567,1.7,8.4,4.8,15.5,1.9,0.5,11.5,29.2,2.5,0.4,2.9,0.11,2.3,-2.6,-0.3,Unknown,treysen-eaglestaff-1,2
2024-25,Robert Morris,Horizon,SO,F,35,35,29.3,5.0,9.2,0.548,1.3,3.1,0.413,3.7,6.1,0.618,0.618,2.8,3.6,0.784,2.3,6.8,9.1,3.2,1.4,1.2,2.3,2.3,14.1,Unknown,Horizon,SO,F,35,35,1024,26.4,0.651,0.34,0.389,489,9.1,27.2,18.1,22.4,2.8,4.3,17.2,22.0,3.3,2.4,5.7,0.223,4.8,3.2,8.0,Unknown,alvaro-folgueiras-1,3
2024-25,Akron,MAC,SR,G,35,34,30.2,4.8,11.0,0.439,1.1,3.5,0.301,3.8,7.5,0.504,0.487,3.3,4.1,0.803,1.0,3.9,4.9,3.4,1.7,0.5,1.8,2.1,14.0,Unknown,MAC,SR,G,35,34,1056,19.2,0.54,0.319,0.369,496,3.7,13.8,8.8,19.1,3.2,1.8,12.2,23.2,2.4,1.8,4.2,0.158,1.0,1.1,2.1,Unknown,nate-johnson-8,2
2024-25,San Diego,WCC,SO,F,33,25,25.3,3.5,8.0,0.437,0.4,1.8,0.207,3.1,6.2,0.502,0.46,1.4,1.9,0.719,1.5,5.3,6.8,0.7,1.0,0.7,1.6,2.0,8.7,Unknown,WCC,SO,F,33,25,835,14.0,0.491,0.221,0.243,275,6.4,25.1,15.0,5.7,2.2,3.0,15.1,19.9,0.2,0.9,1.1,0.053,-1.4,-0.2,-1.6,Unknown,santiago-trouet-1,0
2024-25,Southern California,Big Ten,FR,G,18,1,5.7,0.7,1.2,0.591,0.1,0.2,0.667,0.6,1.1,0.579,0.636,0.6,0.9,0.588,0.2,0.6,0.8,0.2,0.1,0.1,0.3,0.6,2.1,Unknown,Big Ten,FR,G,18,1,103,13.2,0.632,0.136,0.773,35,5.1,13.0,9.2,7.0,0.6,1.1,16.6,18.0,0.2,0.1,0.2,0.094,0.3,0.4,0.7,Unknown,isaiah-elohim-1,2
2024-25,La Salle,A-10,FR,G,33,20,28.9,4.1,10.3,0.397,0.8,2.4,0.333,3.3,7.9,0.416,0.435,3.5,4.7,0.737,0.9,3.3,4.2,2.8,1.6,0.4,2.5,2.5,12.5,Unknown,A-10,FR,G,33,20,953,15.3,0.496,0.229,0.459,413,3.2,13.1,7.9,19.7,3.2,1.6,16.7,25.6,0.6,1.2,1.8,0.076,-0.9,0.9,0.0,Unknown,deuce-jones-2,4
2024-25,Kansas State,Big 12,SR,F,7.0,0.0,13.3,2.9,5.3,0.541,0.4,1.3,0.333,2.4,4.0,0.607,0.581,1.1,1.7,0.667,1.0,1.7,2.7,0.7,0.7,0.0,1.3,2.6,7.3,Unknown,Big 12,SR,F,7.0,0.0,93.0,19.2,0.597,0.243,0.324,45.0,8.6,15.0,11.8,12.5,3.2,0.0,17.4,28.4,0.1,0.2,0.3,0.129,-3.0,0.7,-2.3,Unknown,achor-achor-1,2
2024-25,South Dakota,Summit,SR,G,33.0,32.0,26.9,6.0,12.7,0.471,0.9,2.8,0.323,5.1,9.9,0.514,0.507,5.0,7.7,0.652,1.8,2.6,4.4,3.2,1.9,0.3,2.3,2.3,17.9,Unknown,Summit,SR,G,33.0,32.0,887.0,25.6,0.547,0.221,0.602,599.0,6.9,10.7,8.8,24.2,3.7,1.2,12.5,32.1,2.6,0.8,3.4,0.153,4.4,-0.3,4.1,Unknown,chase-forte-1,2
2024-25,Wichita State,AAC,JR,F,34.0,33.0,26.7,4.7,10.5,0.448,0.8,2.2,0.347,3.9,8.3,0.475,0.485,3.5,5.1,0.694,2.6,4.9,7.5,0.5,1.0,0.8,1.6,2.6,13.7,Unknown,AAC,JR,F,34.0,33.0,909.0,21.1,0.531,0.21,0.485,445.0,11.1,19.5,15.4,4.1,2.2,3.0,11.1,26.8,1.8,1.5,3.3,0.146,2.0,0.2,2.2,Unknown,corey-washington-1,3
2024-25,Auburn,SEC,FR,F,21,0,9.1,1.4,2.7,0.536,0.4,1.0,0.409,1.0,1.6,0.618,0.616,1.0,1.4,0.667,0.4,0.8,1.1,0.1,0.3,0.2,0.3,0.9,4.2,Unknown,SEC,FR,F,21,0,192,18.5,0.633,0.393,0.536,75,4.8,9.2,7.1,2.7,1.8,2.8,9.1,19.9,0.5,0.3,0.8,0.167,3.0,2.4,5.4,Unknown,jahki-howard-1,2
2024-25,Florida State,ACC,JR,G,29,27,24.2,2.4,5.6,0.423,0.2,1.3,0.154,2.2,4.3,0.508,0.442,1.3,1.9,0.722,0.4,1.6,2.1,2.0,1.3,0.2,0.9,1.8,6.3,Unknown,ACC,JR,G,29,27,701,11.5,0.485,0.239,0.331,192,2.2,7.5,4.9,14.8,3.1,1.0,11.7,15.2,0.5,0.9,1.5,0.084,-1.9,3.0,1.1,Unknown,chandler-jackson-1,4
2024-25,Villanova,Big East,FR,F,30,0,10.3,0.8,1.3,0.575,0.0,0.1,0.0,0.8,1.2,0.622,0.575,0.4,0.6,0.667,1.0,1.3,2.3,0.1,0.1,0.1,0.3,1.0,1.9,Unknown,Big East,FR,F,30,0,309,11.8,0.597,0.075,0.45,69,12.4,14.5,13.5,2.3,0.4,1.7,14.1,10.0,0.5,0.3,0.8,0.106,-0.2,0.1,-0.1,Unknown,josiah-moseley-1,0
2024-25,UMass Lowell,AEC,FR,G,32,12,31.5,4.2,9.9,0.42,2.3,5.8,0.405,1.8,4.1,0.439,0.538,3.0,3.6,0.826,0.4,2.5,2.9,3.7,1.5,0.1,1.5,2.2,13.6,Unknown,AEC,FR,G,32,12,1008,17.9,0.587,0.584,0.363,440,1.8,8.4,5.4,20.1,2.7,0.2,11.4,21.1,2.6,1.2,3.9,0.153,1.1,-1.5,-0.3,Unknown,martin-somerville-1,2
2024-25,Oregon State,WCC,JR,C,31.0,30.0,24.8,5.0,8.4,0.598,0.0,0.0,0.0,5.0,8.3,0.601,0.598,2.8,4.1,0.693,1.4,2.6,4.0,1.0,0.3,0.5,1.4,2.5,12.8,Unknown,WCC,JR,C,31.0,30.0,768.0,21.1,0.623,0.004,0.49,356.0,7.5,12.7,10.3,8.7,0.8,2.2,12.1,25.3,2.3,0.8,3.1,0.159,2.1,-0.9,1.2,Unknown,parsa-fallah-1,3
2024-25,Indiana,Big Ten,FR,F,23,0,16.5,2.1,5.5,0.378,0.1,0.9,0.15,2.0,4.7,0.421,0.39,1.1,1.6,0.722,0.7,2.2,2.9,0.6,0.3,0.0,0.6,1.0,5.4,Unknown,Big Ten,FR,F,23,0,380,9.5,0.434,0.157,0.283,118,4.6,15.2,9.9,6.2,1.2,0.3,8.9,20.8,0.0,0.5,0.5,0.052,-1.7,1.0,-0.7,Unknown,bryson-tucker-1,4
2024-25,Utah,Big 12,JR,F,31.0,29.0,23.1,4.2,8.2,0.518,0.0,0.5,0.071,4.2,7.7,0.544,0.52,4.0,6.4,0.624,2.1,2.9,5.0,0.9,0.8,0.4,1.8,2.5,12.5,Unknown,Big 12,JR,F,31.0,29.0,715.0,19.3,0.557,0.055,0.779,354.0,9.9,13.5,11.8,7.9,2.1,1.7,13.7,27.4,1.4,1.0,2.4,0.133,1.7,1.2,2.9,Unknown,ezra-ausar-1,3
2024-25,Vanderbilt,SEC,SO,F,21,0,4.6,0.3,0.4,0.667,0.0,0.0,0.0,0.3,0.4,0.75,0.667,0.4,0.5,0.727,0.2,0.6,0.8,0.0,0.1,0.2,0.1,0.9,1.0,Unknown,SEC,SO,F,21,0,97,11.3,0.703,0.111,1.222,20,5.7,15.0,10.1,1.6,1.2,4.8,12.3,8.2,0.2,0.1,0.3,0.117,-2.4,1.9,-0.6,Unknown,jaqualon-roberts-1,0
2024-25,Baylor,Big 12,FR,F,24,0,6.3,0.6,1.8,0.326,0.3,1.0,0.25,0.3,0.8,0.421,0.395,0.2,0.3,0.5,0.5,1.0,1.5,0.2,0.3,0.2,0.1,1.0,1.6,Unknown,Big 12,FR,F,24,0,150,11.2,0.406,0.558,0.186,40,8.4,19.8,13.9,5.8,2.8,3.3,6.0,16.9,0.1,0.3,0.4,0.096,-2.3,3.1,0.8,Unknown,jason-asemota-1,4
2024-25,Washington State,WCC,JR,G,33.0,33.0,30.2,6.3,13.2,0.474,1.2,4.3,0.291,5.0,9.0,0.561,0.521,1.5,2.2,0.667,0.8,2.2,3.0,4.4,1.6,0.2,3.0,2.3,15.2,Unknown,WCC,JR,G,33.0,33.0,996.0,16.9,0.534,0.323,0.165,515.0,3.5,7.9,5.9,29.0,3.0,0.5,17.4,28.2,1.4,0.8,2.2,0.089,1.0,-0.4,0.6,Unknown,nate-calmese-1,2
2024-25,Northwestern,Big Ten,JR,F,25,0,12.6,1.3,3.4,0.381,0.1,0.7,0.111,1.2,2.6,0.455,0.393,0.2,0.3,0.625,1.1,1.2,2.4,1.2,0.0,0.1,0.5,1.5,2.8,Unknown,Big Ten,JR,F,25,0,314,8.7,0.404,0.214,0.095,90,10.3,12.3,11.3,17.1,0.2,0.8,12.9,16.7,0.1,0.3,0.4,0.055,-2.3,0.1,-2.2,Unknown,luke-hunger-1,4
