Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,cluster
2024-25,Grand Canyon,WAC,SR,G,26,17,27.5,4.5,11.4,.399,0.9,3.8,.232,3.7,7.6,.482,.438,4.9,7.1,.686,1.0,4.8,5.9,2.1,1.7,1.5,2.7,1.8,14.8,Unknown,WAC,SR,G,26,17,715,19.7,.503,.334,.625,371,4.4,19.3,12.1,15.1,3.5,5.8,15.2,30.3,0.6,1.9,2.5,.142,1.2,2.8,4.1,Unknown,tyon-grant-foster-1,2
2024-25,Miami (FL),ACC,SO,G,28,3,16.4,2.0,4.3,0.471,0.5,1.2,0.382,1.6,3.1,0.506,0.525,1.0,1.3,0.771,1.0,1.6,2.6,0.9,0.5,0.3,1.0,1.6,5.5,Unknown,ACC,SO,G,28,3,460,14.0,0.559,0.281,0.289,158,7.3,12.4,9.8,9.8,1.9,1.7,17.4,18.7,0.6,0.0,0.6,0.049,0.4,-1.7,-1.3,Unknown,paul-djobet-1,4
2024-25,Creighton,Big East,JR,G,8.0,8.0,31.6,5.1,12.5,0.41,2.9,7.5,0.383,2.3,5.0,0.45,0.525,3.1,3.6,0.862,0.4,4.4,4.8,3.9,0.5,0.1,2.9,0.8,16.3,Unknown,Big East,JR,G,8.0,8.0,253.0,17.5,0.571,0.6,0.29,126.0,1.5,14.0,8.4,24.0,0.9,0.4,16.8,28.4,0.4,0.3,0.8,0.123,5.0,2.3,7.3,Unknown,pop-isaacs-1,2
2024-25,Memphis,AAC,SO,G,35.0,35.0,36.6,7.1,14.9,0.476,1.1,3.1,0.364,6.0,11.8,0.505,0.513,6.4,7.8,0.818,1.1,4.6,5.8,3.7,1.8,0.1,3.3,2.3,21.7,"AA-2,AP-AA-2,NABC-AA-3,SN-AA-2,USBWA-AA-2",AAC,SO,G,35.0,35.0,1282.0,22.2,0.583,0.205,0.526,735.0,3.7,13.7,8.9,20.4,2.8,0.3,15.1,28.7,3.8,2.0,5.8,0.181,4.3,2.1,6.4,"AA-2,AP-AA-2,NABC-AA-3,SN-AA-2,USBWA-AA-2",pj-haggerty-1,2
2024-25,Kansas,Big 12,FR,G,23,0,5.0,0.3,0.9,0.286,0.1,0.4,0.222,0.2,0.5,0.333,0.333,0.1,0.3,0.429,0.2,0.4,0.6,0.3,0.2,0.0,0.6,0.6,0.7,Unknown,Big 12,FR,G,23,0,116,-0.2,0.349,0.429,0.333,21,4.0,9.0,6.7,9.1,2.5,1.0,36.5,16.6,-0.3,0.2,-0.1,-0.043,-8.0,2.6,-5.4,Unknown,rakease-passmore-1,1
2024-25,Texas Tech,Big 12,JR,F,34.0,34.0,30.0,5.5,12.5,0.439,1.4,4.1,0.34,4.1,8.3,0.488,0.495,2.7,3.2,0.836,1.6,3.9,5.5,3.6,1.3,0.4,1.9,2.2,15.1,Unknown,Big 12,JR,F,34.0,34.0,1021.0,21.6,0.538,0.333,0.259,524.0,6.3,14.8,10.6,23.1,2.5,1.4,11.8,27.0,2.9,1.8,4.7,0.184,6.0,3.5,9.6,Unknown,darrion-williams-1,2
2024-25,NC State,ACC,FR,G,24,0,6.3,0.3,0.9,0.318,0.1,0.4,0.2,0.2,0.5,0.417,0.364,0.5,0.8,0.667,0.2,0.7,0.8,0.3,0.2,0.0,0.1,0.6,1.2,Unknown,ACC,FR,G,24,0,151,8.3,0.458,0.455,0.818,30,3.0,13.2,7.8,8.2,2.0,0.0,8.9,11.7,0.1,0.2,0.3,0.067,-3.5,1.4,-2.1,Unknown,bryce-heard-1,4
2024-25,Southern California,Big Ten,SR,F,34.0,10.0,20.1,3.4,6.1,0.55,0.8,2.0,0.391,2.6,4.1,0.629,0.615,1.9,2.5,0.741,1.6,2.9,4.5,1.0,0.7,0.8,1.1,2.3,9.4,Unknown,Big Ten,SR,F,34.0,10.0,685.0,22.1,0.642,0.33,0.407,306.0,10.1,17.6,14.0,10.0,2.0,4.3,12.9,21.5,2.0,0.9,2.9,0.172,4.9,2.6,7.5,Unknown,rashaun-agee-1,3
2024-25,Bowling Green,MAC,SR,F,32,32,31.4,5.7,13.2,0.43,2.4,6.2,0.394,3.2,7.0,0.462,0.523,2.5,2.8,0.898,1.3,3.7,5.0,1.8,0.9,0.2,2.5,2.2,16.2,Unknown,MAC,SR,F,32,32,1006,17.2,0.561,0.47,0.209,489,4.8,13.6,9.2,12.6,1.6,0.6,14.6,27.1,1.6,1.0,2.7,0.106,0.8,-2.3,-1.5,Unknown,marcus-johnson-5,2
2024-25,Arkansas,SEC,FR,G,1,0,6.0,1.0,3.0,0.333,0.0,0.0,0,1.0,3.0,0.333,0.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Unknown,SEC,FR,G,1,0,6,-5.5,0.333,0.0,0.0,2,0.0,18.0,9.4,0.0,0.0,0.0,25.0,33.5,0.0,0.0,0.0,-0.199,-18.6,-4.6,-23.2,Unknown,casmir-chavis-1,1
2024-25,Texas Tech,Big 12,SR,G,6.0,2.0,17.7,2.2,3.7,0.591,0.7,1.2,0.571,1.5,2.5,0.6,0.682,0.5,0.7,0.75,1.2,2.3,3.5,0.3,0.3,0.0,1.0,1.5,5.5,Unknown,Big 12,SR,G,6.0,2.0,106.0,13.6,0.69,0.318,0.182,29.0,7.8,15.3,11.5,3.2,1.1,0.0,20.1,14.4,0.2,0.2,0.3,0.123,0.6,-0.1,0.6,Unknown,devan-cambridge-1,2
2024-25,Georgia State,Sun Belt,SR,G,29.0,13.0,26.5,5.2,10.6,0.495,0.3,0.9,0.333,4.9,9.7,0.511,0.51,3.4,5.8,0.592,1.1,2.0,3.1,2.1,0.6,0.3,2.1,2.1,14.2,Unknown,Sun Belt,SR,G,29.0,13.0,768.0,17.7,0.533,0.088,0.55,395.0,4.8,7.9,6.4,16.6,1.3,1.4,13.6,28.6,1.3,0.3,1.6,0.082,0.8,-2.1,-1.3,Unknown,zarique-nutter-2,2
2024-25,Arkansas,SEC,FR,G,21,18,31.8,4.6,12.0,0.379,1.7,5.0,0.34,2.9,7.0,0.408,0.451,2.6,3.1,0.833,0.5,2.8,3.2,5.1,1.5,0.0,1.4,1.8,13.5,Unknown,SEC,FR,G,21,18,667,17.6,0.498,0.419,0.261,306,1.8,9.4,5.8,30.5,2.7,0.2,9.3,23.6,1.3,1.0,2.3,0.138,3.2,2.7,5.9,Unknown,boogie-fland-1,2
2024-25,Louisiana State,SEC,FR,G,32,12,18.2,1.5,5.7,0.269,0.9,3.7,0.246,0.6,2.0,0.313,0.349,0.8,1.4,0.591,0.3,1.4,1.7,1.6,0.5,0.0,1.1,1.3,4.8,Unknown,SEC,FR,G,32,12,582,4.7,0.377,0.648,0.242,165,1.8,8.3,5.2,15.6,1.6,0.0,15.1,20.5,-0.6,0.5,-0.1,-0.006,-3.7,0.1,-3.7,Unknown,curtis-givens-iii-1,1
2024-25,Boston College,ACC,JR,G,31,15,18.8,1.5,4.0,0.379,0.7,2.1,0.323,0.8,1.9,0.441,0.464,0.6,1.0,0.645,0.1,1.1,1.2,2.0,0.4,0.3,1.4,1.4,4.4,Unknown,ACC,JR,G,31,15,582,7.5,0.487,0.524,0.25,149,0.8,7.0,3.8,20.3,1.3,1.5,23.2,16.2,-0.1,0.3,0.2,0.014,-2.3,-0.6,-2.9,Unknown,chas-kelley-iii-1,4
2024-25,Southern Mississippi,Sun Belt,JR,G,32,0,13.6,2.1,5.6,0.382,1.2,3.7,0.331,0.9,1.9,0.483,0.492,1.0,1.2,0.868,0.4,1.2,1.6,0.3,0.5,0.1,0.8,1.2,6.5,Unknown,Sun Belt,JR,G,32,0,434,13.1,0.53,0.663,0.213,176,3.0,9.3,6.2,5.3,2.1,0.7,11.3,24.9,0.4,0.5,0.8,0.076,-0.7,-1.3,-1.9,Unknown,alfred-worrell-jr-1,4
2024-25,Miami (FL),ACC,FR,G,28,16,20.2,2.0,4.1,0.483,0.2,1.2,0.176,1.8,2.9,0.61,0.509,1.0,1.6,0.63,0.4,1.5,1.9,2.3,1.0,0.1,1.6,2.1,5.3,Unknown,ACC,FR,G,28,16,566,10.8,0.533,0.293,0.397,165,2.1,9.4,5.7,19.5,3.0,0.6,24.6,16.7,0.2,0.0,0.2,0.017,-2.9,-0.5,-3.4,Unknown,divine-ugochukwu-1,4
2024-25,Florida Atlantic,AAC,JR,F,34.0,34.0,30.0,4.1,8.5,0.486,1.1,3.4,0.342,3.0,5.2,0.58,0.553,1.9,2.9,0.643,1.5,5.5,7.0,2.7,0.8,1.7,1.9,2.4,11.3,Unknown,AAC,JR,F,34.0,34.0,1020.0,18.3,0.57,0.393,0.338,389.0,5.7,19.8,12.9,16.2,1.5,5.9,16.2,19.5,1.7,1.5,3.2,0.127,2.6,2.2,4.9,Unknown,baba-miller-1,3
2024-25,North Dakota,Summit,SO,G,33.0,33.0,28.2,4.7,10.3,0.455,0.4,1.6,0.222,4.3,8.7,0.498,0.472,3.2,4.5,0.711,2.2,3.5,5.8,2.4,0.9,0.5,2.0,2.2,13.0,Unknown,Summit,SO,G,33.0,33.0,932.0,18.7,0.52,0.158,0.437,442.0,8.2,14.8,11.3,16.5,1.8,2.2,13.8,24.5,1.7,0.6,2.3,0.1,0.8,-1.7,-0.9,Unknown,mier-panoam-1,2
2024-25,Colorado,Big 12,SO,F,35,17,15.1,1.1,2.7,0.389,0.1,0.7,0.2,0.9,2.0,0.457,0.416,1.5,1.9,0.791,1.0,2.7,3.7,0.8,0.3,0.1,1.1,1.5,3.8,Unknown,Big 12,SO,F,35,17,528,10.4,0.52,0.263,0.705,148,8.2,20.6,14.6,10.3,1.3,0.7,23.5,16.2,0.2,0.7,0.9,0.07,-1.4,1.7,0.3,Unknown,assane-diop-2,0
2024-25,Indiana,Big Ten,SO,G,25.0,6.0,16.2,1.6,5.4,0.289,0.7,2.8,0.243,0.9,2.6,0.338,0.352,0.2,0.6,0.429,0.3,1.3,1.6,1.2,0.5,0.2,0.7,1.6,4.0,Unknown,Big Ten,SO,G,25.0,6.0,406.0,4.7,0.357,0.519,0.104,104.0,2.3,9.2,5.8,12.7,1.9,1.4,10.7,19.5,-0.4,0.5,0.1,0.007,-3.8,2.1,-1.7,Unknown,kanaan-carlyle-1,1
2024-25,Florida State,ACC,FR,F,22,0,6.9,0.8,2.0,0.409,0.0,0.3,0.0,0.8,1.7,0.486,0.409,0.3,0.5,0.5,0.5,0.8,1.3,0.2,0.0,0.2,0.3,0.9,1.9,Unknown,ACC,FR,F,22,0,152,7.8,0.423,0.159,0.273,44,8.5,12.6,10.6,5.0,0.4,3.9,12.3,18.6,0.0,0.2,0.1,0.034,-4.0,0.1,-4.0,Unknown,christian-nitu-1,0
2024-25,TCU,Big 12,SO,G,32.0,25.0,29.2,4.5,11.9,0.375,0.6,2.5,0.222,3.9,9.4,0.417,0.399,1.9,2.7,0.713,1.0,3.1,4.1,3.5,1.3,0.2,2.9,2.0,11.4,Unknown,Big 12,SO,G,32.0,25.0,933.0,11.6,0.433,0.213,0.228,385.0,3.9,13.2,8.3,26.7,2.7,0.8,18.0,27.9,-0.6,1.4,0.8,0.036,-0.8,2.2,1.4,Unknown,vasean-allette-1,4
2024-25,Rutgers,Big Ten,SR,G,31.0,26.0,24.3,2.6,5.9,0.448,0.4,1.5,0.283,2.2,4.4,0.504,0.484,1.3,2.0,0.661,0.9,2.0,2.9,2.0,1.3,0.2,1.7,2.1,7.0,Unknown,Big Ten,SR,G,31.0,26.0,752.0,11.7,0.513,0.251,0.339,230.0,4.2,9.5,6.8,14.6,3.1,0.9,20.3,17.6,0.3,0.7,1.0,0.053,-1.1,2.1,1.0,Unknown,jeremiah-williams-3,4
2024-25,Northeastern,CAA,JR,C,32,30,21.8,1.7,2.9,0.587,0.0,0.0,0.0,1.7,2.8,0.593,0.587,0.7,1.3,0.512,2.0,3.0,5.0,0.7,0.6,2.4,1.5,3.0,4.0,Unknown,CAA,JR,C,32,30,697,13.8,0.579,0.011,0.446,150,11.1,16.1,13.6,5.2,1.7,12.0,30.5,11.8,0.2,1.3,1.5,0.086,-4.5,2.5,-2.0,Unknown,collin-metcalf-1,0
2024-25,Oklahoma,SEC,SR,G,34.0,34.0,24.6,3.2,6.2,0.514,1.2,2.7,0.43,2.0,3.4,0.581,0.61,1.9,2.3,0.831,0.4,2.1,2.5,2.0,1.4,0.1,1.2,1.9,9.4,Unknown,SEC,SR,G,34.0,34.0,838.0,17.5,0.649,0.443,0.367,309.0,2.1,9.9,6.2,15.8,3.3,0.3,14.3,17.5,2.0,0.9,3.0,0.142,3.7,3.4,7.1,Unknown,duke-miles-1,2
2024-25,Rice,AAC,JR,F,30,13,19.8,2.4,5.8,0.406,1.2,3.3,0.37,1.1,2.5,0.453,0.511,1.6,2.1,0.746,1.2,2.6,3.7,0.5,0.2,0.6,0.8,1.0,7.5,Unknown,AAC,JR,F,30,13,595,15.9,0.551,0.571,0.36,207,6.5,14.3,10.4,5.5,0.7,3.5,10.5,19.7,1.1,0.7,1.8,0.12,2.5,-0.5,2.0,Unknown,jacob-dar-1,2
2024-25,San Francisco,WCC,SR,G,34.0,34.0,31.8,6.1,13.8,0.444,2.1,5.3,0.394,4.0,8.5,0.476,0.52,5.6,6.5,0.851,0.6,3.3,3.9,2.1,1.6,0.1,2.0,2.6,19.9,Unknown,WCC,SR,G,34.0,34.0,1080.0,22.8,0.589,0.385,0.474,610.0,2.1,12.0,7.0,14.4,3.0,0.2,10.7,29.9,3.4,2.0,5.4,0.199,4.7,2.4,7.1,Unknown,malik-thomas-2,2
2024-25,Michigan,Big Ten,FR,G,15,0,3.3,0.1,0.4,0.333,0.1,0.2,0.333,0.1,0.2,0.333,0.417,0.5,0.6,0.778,0.2,0.5,0.7,0.2,0.2,0.0,0.1,0.5,0.8,Unknown,Big Ten,FR,G,15,0,49,13.5,0.584,0.5,1.5,14,7.4,14.7,11.3,9.6,3.5,0.0,16.3,12.3,0.1,0.1,0.2,0.159,-1.2,5.5,4.3,Unknown,phat-phat-brooks-1,2
2024-25,Maryland,Big Ten,SO,G,7.0,0.0,5.3,0.4,1.7,0.25,0.4,1.7,0.25,0.0,0.0,Unknown,0.375,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,Unknown,Big Ten,SO,G,7.0,0.0,37.0,1.4,0.375,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.024,-4.1,-1.4,-5.6,Unknown,chance-stephens-1,1
2024-25,USC Upstate,Big South,FR,G,31,27,23.3,6.3,11.0,0.572,0.4,1.5,0.244,5.9,9.5,0.622,0.588,2.8,4.9,0.572,1.5,4.0,5.5,1.4,2.2,0.7,2.3,2.9,15.7,Unknown,Big South,FR,G,31,27,721,26.9,0.591,0.132,0.446,439,7.1,19.2,13.1,13.9,5.0,3.2,14.7,32.1,1.5,1.1,2.5,0.141,2.0,0.9,2.8,Unknown,mister-dean-1,3
2024-25,Villanova,Big East,FR,G,27,0,10.0,0.9,2.0,0.436,0.2,0.9,0.2,0.7,1.1,0.633,0.482,0.7,1.1,0.6,0.3,1.1,1.4,0.5,0.2,0.2,0.6,1.8,2.6,Unknown,Big East,FR,G,27,0,271,8.1,0.513,0.455,0.545,73,4.2,12.6,8.6,8.7,1.2,2.5,18.8,17.2,0.1,0.3,0.4,0.06,-4.7,1.4,-3.3,Unknown,kris-parker-1,0
2024-25,UT Martin,OVC,JR,G,32,28,28.2,5.1,11.5,0.444,1.6,4.9,0.327,3.5,6.7,0.531,0.514,4.4,6.0,0.743,1.0,3.6,4.7,2.3,1.3,0.2,1.8,2.2,16.3,Unknown,OVC,JR,G,32,28,903,22.3,0.567,0.423,0.518,481,3.9,14.5,9.1,18.2,2.8,0.9,11.2,28.1,2.7,1.4,4.1,0.183,1.7,-1.1,0.6,Unknown,tarence-guinyard-1,2
2024-25,UC Riverside,Big West,JR,G,33,31,27.3,3.0,7.5,0.395,1.4,3.6,0.392,1.5,3.9,0.398,0.49,2.5,3.3,0.759,1.1,2.4,3.5,2.1,0.8,0.4,1.5,2.8,9.8,Unknown,Big West,JR,G,33,31,900,13.9,0.543,0.484,0.435,326,4.5,10.2,7.2,13.9,1.8,1.6,14.1,19.3,1.5,0.8,2.3,0.102,0.5,0.3,0.8,Unknown,nate-pickens-1,4
2024-25,Denver,Summit,FR,G,32,10,25.6,4.8,11.3,0.421,1.1,3.5,0.304,3.7,7.8,0.474,0.468,2.0,2.7,0.765,0.3,1.9,2.2,2.7,0.9,0.3,1.9,2.4,12.7,Unknown,Summit,FR,G,32,10,820,15.3,0.502,0.309,0.234,398,1.3,9.8,5.4,23.6,2.1,1.2,13.3,29.3,0.7,0.5,1.2,0.059,-1.3,-2.1,-3.4,Unknown,sebastian-akins-1,4
2024-25,Ohio State,Big Ten,SO,F,30.0,30.0,18.4,2.4,4.4,0.542,0.0,0.1,0.5,2.3,4.3,0.543,0.546,0.9,1.8,0.5,1.5,4.3,5.8,0.6,0.7,0.9,1.1,3.4,5.7,Unknown,Big Ten,SO,F,30.0,30.0,552.0,15.8,0.543,0.015,0.412,178.0,10.1,27.3,19.0,6.0,2.2,5.8,17.0,17.5,0.6,1.1,1.7,0.12,-0.8,4.2,3.4,Unknown,sean-stewart-2,3
2024-25,Western Michigan,MAC,JR,G,30,24,28.4,4.6,11.0,0.422,1.0,3.7,0.273,3.6,7.3,0.498,0.468,1.8,2.4,0.746,1.8,2.3,4.1,1.5,1.3,0.2,1.0,1.9,12.0,Unknown,MAC,JR,G,30,24,853,16.7,0.498,0.334,0.216,346,6.7,9.5,8.0,10.8,2.7,0.8,7.9,22.4,1.4,0.7,2.2,0.101,0.6,-0.9,-0.4,Unknown,javaughn-hannah-1,4
2024-25,Louisville,ACC,SO,F,35.0,31.0,23.6,3.1,4.1,0.755,0.0,0.2,0.167,3.1,3.9,0.781,0.759,0.9,2.0,0.435,2.1,4.0,6.1,1.4,0.6,0.9,1.0,2.5,7.1,Unknown,ACC,SO,F,35.0,31.0,826.0,19.1,0.703,0.042,0.483,259.0,10.2,18.8,14.6,10.9,1.5,4.1,16.6,12.7,2.1,1.6,3.7,0.179,3.2,4.5,7.7,Unknown,james-scott-8,3
2024-25,New Mexico State,CUSA,SR,G,32,32,27.7,3.3,8.2,0.399,1.1,2.9,0.376,2.2,5.3,0.412,0.466,2.8,3.7,0.778,0.6,1.7,2.3,3.1,1.0,0.0,1.4,1.8,10.5,Unknown,CUSA,SR,G,32,32,885,15.2,0.527,0.354,0.445,345,2.4,6.8,4.6,22.7,2.1,0.0,12.1,20.7,1.7,1.3,3.1,0.138,0.8,0.5,1.3,Unknown,zawdie-jackson-1,4
2024-25,Tennessee Tech,OVC,JR,F,30.0,28.0,28.0,3.6,9.2,0.395,1.3,4.1,0.309,2.4,5.1,0.464,0.464,1.4,2.3,0.623,1.4,5.1,6.5,2.3,0.9,0.8,2.0,1.9,10.0,Unknown,OVC,JR,F,30.0,28.0,841.0,13.7,0.484,0.446,0.25,311.0,5.8,19.2,12.7,16.5,1.9,2.6,16.5,22.7,0.1,1.2,1.4,0.065,-3.0,-1.0,-3.9,Unknown,daniel-egbuniwe-1,4
2024-25,Pacific,WCC,JR,G,33.0,33.0,33.7,5.2,10.7,0.483,0.6,1.9,0.297,4.6,8.7,0.524,0.51,4.8,6.5,0.748,1.3,3.6,4.8,1.5,0.7,0.3,2.7,2.7,15.7,Unknown,WCC,JR,G,33.0,33.0,1112.0,15.5,0.572,0.182,0.608,479.0,4.3,12.6,8.4,9.3,1.3,0.9,16.2,24.9,1.6,0.7,2.3,0.082,0.3,-1.4,-1.1,Unknown,elijah-fisher-1,2
2024-25,Florida International,CUSA,SR,F,26,1,12.0,1.7,4.5,0.371,0.7,2.5,0.288,0.9,1.9,0.48,0.453,0.6,1.0,0.6,0.5,2.2,2.6,0.7,0.7,0.3,0.7,1.3,4.6,Unknown,CUSA,SR,F,26,1,313,14.2,0.469,0.569,0.216,113,4.3,21.7,12.6,12.1,3.1,3.0,11.7,23.0,0.1,0.6,0.7,0.093,-2.0,1.1,-0.9,Unknown,travis-gray-1,4
2024-25,Northern Illinois,MAC,JR,G,23,12,23.0,4.0,8.8,0.455,1.4,3.6,0.39,2.6,5.2,0.5,0.535,2.7,4.0,0.667,1.0,4.0,5.0,0.8,1.0,0.0,0.9,2.5,12.1,Unknown,MAC,JR,G,23,12,529,19.5,0.565,0.406,0.46,251,4.4,19.7,11.9,7.9,2.3,0.2,7.9,25.7,1.0,0.7,1.8,0.133,-0.8,-1.9,-2.7,Unknown,quaran-mcpherson-1,2
2024-25,Eastern Kentucky,A-Sun,SO,G,30.0,15.0,22.8,2.7,7.2,0.377,1.6,4.8,0.329,1.1,2.4,0.472,0.486,0.8,1.0,0.833,0.7,1.1,1.8,0.6,1.4,0.1,0.7,1.8,7.8,Unknown,A-Sun,SO,G,30.0,15.0,684.0,12.4,0.51,0.665,0.14,209.0,3.2,5.8,4.4,4.7,3.5,0.3,8.0,17.8,0.8,0.6,1.5,0.085,-2.3,-0.8,-3.1,Unknown,jordan-crawford-3,4
2024-25,Central Arkansas,A-Sun,JR,F,28.0,11.0,10.5,0.8,1.4,0.605,0.0,0.0,0,0.8,1.4,0.605,0.605,0.5,0.6,0.778,1.0,2.0,3.0,0.3,0.3,0.2,0.4,0.9,2.1,Unknown,A-Sun,JR,F,28.0,11.0,293.0,15.1,0.644,0.0,0.474,68.0,10.7,22.2,16.2,5.8,1.8,2.9,19.1,9.9,0.5,0.3,0.7,0.098,-3.3,-1.2,-4.5,Unknown,ubong-abasi-etim-1,0
2024-25,Kentucky,SEC,FR,G,31,4,9.7,0.8,2.6,0.313,0.6,1.8,0.321,0.2,0.8,0.292,0.425,0.5,0.6,0.8,0.3,0.6,0.8,0.6,0.4,0.0,0.7,0.9,2.7,Unknown,SEC,FR,G,31,4,302,6.3,0.469,0.7,0.25,86,3.0,6.3,4.7,9.1,2.0,0.4,19.0,17.8,-0.1,0.2,0.2,0.023,-1.5,0.9,-0.7,Unknown,travis-perry-1,4
2024-25,UNC Asheville,Big South,SO,G,32.0,29.0,28.5,7.0,15.6,0.448,1.4,4.7,0.305,5.5,10.8,0.51,0.494,3.5,4.4,0.782,1.0,3.2,4.2,3.7,2.0,0.4,2.3,3.0,18.8,Unknown,Big South,SO,G,32.0,29.0,913.0,24.8,0.533,0.303,0.285,591.0,4.0,12.8,8.4,26.5,4.0,1.5,11.3,34.1,2.5,1.4,3.9,0.17,2.9,0.0,2.9,Unknown,jordan-marsh-1,2
2024-25,South Carolina,SEC,SO,G,32,6,22.3,1.9,5.0,0.384,1.4,3.5,0.407,0.5,1.4,0.326,0.528,0.6,0.8,0.769,0.4,1.0,1.4,0.9,0.5,0.0,0.9,1.3,5.9,Unknown,SEC,SO,G,32,6,712,8.4,0.549,0.711,0.164,171,2.4,5.3,3.8,8.0,1.3,0.2,14.0,14.5,0.6,0.5,1.0,0.058,0.4,1.4,1.8,Unknown,morris-ugusuk-1,4
2024-25,Stanford,ACC,SO,G,5.0,0.0,4.0,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,Unknown,1.5,0.0,0.0,Unknown,0.2,0.4,0.6,0.2,0.0,0.0,0.0,0.2,0.6,Unknown,ACC,SO,G,5.0,0.0,20.0,12.7,1.5,1.0,0.0,3.0,5.8,12.2,8.9,8.5,0.0,0.0,0.0,2.6,0.1,0.0,0.1,0.128,2.5,1.1,3.6,Unknown,derin-saran-1,2
2024-25,Nicholls State,Southland,SR,F,32.0,27.0,26.3,4.1,8.1,0.504,0.1,0.5,0.133,4.0,7.7,0.527,0.508,4.0,5.7,0.713,2.7,3.8,6.5,1.2,0.7,1.5,1.1,2.6,12.3,Unknown,Southland,SR,F,32.0,27.0,843.0,23.7,0.568,0.058,0.696,397.0,10.6,15.8,13.2,8.8,1.6,6.2,9.2,22.3,2.5,1.6,4.1,0.196,2.5,0.8,3.3,Unknown,jamal-west-jr-1,3
2024-25,Western Kentucky,CUSA,SR,F,10.0,10.0,27.6,5.1,9.5,0.537,0.5,1.3,0.385,4.6,8.2,0.561,0.563,4.5,5.6,0.804,3.0,4.8,7.8,0.7,1.1,0.7,1.1,2.0,15.2,Unknown,CUSA,SR,F,10.0,10.0,276.0,26.5,0.625,0.137,0.589,147.0,11.2,18.0,14.6,5.4,2.2,3.0,8.3,23.4,1.0,0.5,1.5,0.219,5.7,1.2,6.9,Unknown,babacar-faye-1,3
2024-25,DePaul,Big East,FR,G,19,0,5.4,0.4,0.6,0.583,0.3,0.4,0.625,0.1,0.2,0.5,0.792,0.1,0.3,0.167,0.2,0.8,1.0,0.2,0.3,0.2,0.4,0.4,1.1,Unknown,Big East,FR,G,19,0,102,11.3,0.673,0.667,0.5,18,3.5,18.1,11.0,6.9,2.9,4.1,32.0,11.2,0.0,0.2,0.2,0.062,-0.5,3.6,3.0,Unknown,chris-riddle-1,0
2024-25,Pacific,WCC,JR,G,33.0,33.0,34.3,4.8,12.0,0.401,1.1,3.8,0.296,3.7,8.2,0.449,0.447,2.7,3.2,0.84,1.0,4.1,5.1,5.8,1.7,0.2,3.9,2.3,13.5,Unknown,WCC,JR,G,33.0,33.0,1132.0,14.8,0.496,0.315,0.267,502.0,3.3,14.3,8.7,35.5,2.9,0.5,22.4,26.0,0.4,1.1,1.5,0.053,-0.3,-0.9,-1.1,Unknown,lamar-washington-1,4
2024-25,Saint Peter's,MAAC,JR,G,28.0,27.0,35.9,4.0,11.8,0.342,2.2,6.6,0.33,1.9,5.2,0.359,0.435,4.1,5.1,0.817,1.1,2.2,3.3,1.8,0.8,0.1,2.1,3.0,14.4,Unknown,MAAC,JR,G,28.0,27.0,1004.0,11.9,0.507,0.561,0.43,380.0,3.5,7.3,5.3,11.1,1.4,0.5,12.9,23.1,1.5,1.2,2.7,0.106,-2.1,-1.5,-3.6,Unknown,marcus-randolph-1,4
2024-25,TexasâRio Grande Valley,Southland,SR,G,12,9,28.8,5.1,10.6,0.48,1.3,4.1,0.327,3.8,6.5,0.577,0.543,1.8,2.7,0.656,2.3,4.5,6.8,2.9,1.4,0.7,2.5,2.2,13.3,Unknown,Southland,SR,G,12,9,346,19.4,0.559,0.386,0.252,159,8.4,16.5,12.5,19.2,2.8,2.3,17.4,23.8,0.6,0.6,1.2,0.134,2.8,0.3,3.1,Unknown,hasan-abdul-hakim-1,2
2024-25,Cincinnati,Big 12,FR,F,34,0,11.2,1.2,3.3,0.357,0.8,2.4,0.321,0.4,0.9,0.452,0.473,0.2,0.4,0.538,0.5,1.0,1.5,0.3,0.0,0.1,0.3,0.8,3.3,Unknown,Big 12,FR,F,34,0,380,9.2,0.478,0.723,0.116,105,5.1,10.4,7.7,4.6,0.2,1.4,7.1,17.3,0.3,0.4,0.8,0.082,-0.4,0.0,-0.4,Unknown,tyler-betsey-1,4
2024-25,Kansas,Big 12,JR,G,33.0,20.0,20.2,2.1,5.7,0.372,1.2,3.7,0.336,0.9,2.0,0.439,0.481,0.8,1.2,0.675,0.5,1.6,2.1,1.4,0.3,0.3,0.9,1.5,6.3,Unknown,Big 12,JR,G,33.0,20.0,667.0,9.4,0.502,0.649,0.213,200.0,2.6,8.5,5.7,11.3,0.8,1.5,12.7,17.8,0.5,0.9,1.3,0.08,0.6,2.3,3.0,Unknown,rylan-griffen-1,4
