Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,previous_school
2023-24,Kentucky,SEC,FR,F,26.0,10.0,13.7,1.9,3.3,0.576,0.2,0.5,0.286,1.7,2.7,0.634,0.6,1.0,1.7,0.568,1.3,2.0,3.3,0.3,0.3,0.7,0.3,2.0,4.9,Unknown,SEC,FR,F,26.0,10.0,357.0,17.6,0.6,0.165,0.518,128.0,11.1,14.9,13.1,3.0,1.2,5.6,7.8,15.4,0.9,0.4,1.3,0.143,1.5,1.3,2.8,Unknown,aaron-bradshaw-1,
2024-25,Ohio State,Big Ten,SO,F,22.0,5.0,16.9,2.3,4.6,0.49,0.4,1.5,0.273,1.9,3.1,0.594,0.534,1.0,1.4,0.742,1.0,1.7,2.7,0.2,0.6,0.7,0.4,2.6,6.0,Unknown,Big Ten,SO,F,22.0,5.0,372.0,16.0,0.565,0.324,0.304,124.0,7.3,12.0,9.8,2.5,2.2,4.9,6.4,17.2,0.8,0.5,1.3,0.136,1.5,3.7,5.2,Unknown,aaron-bradshaw-1,Kentucky
2022-23,Niagara,MAAC,SO,G,31.0,30.0,32.5,4.4,10.2,0.43,1.6,4.9,0.331,2.8,5.3,0.521,0.509,2.0,2.7,0.735,1.0,3.5,4.5,1.1,0.6,0.3,1.1,2.3,12.4,Unknown,MAAC,SO,G,31.0,30.0,1007.0,15.7,0.539,0.478,0.263,355.0,4.3,14.0,9.2,7.4,1.2,1.0,8.7,21.6,1.9,1.0,2.9,0.116,0.9,-1.8,-0.9,Unknown,aaron-gray-2,
2023-24,Indiana State,MVC,JR,G,15.0,0.0,5.1,0.3,1.3,0.263,0.1,0.6,0.222,0.2,0.7,0.3,0.316,0.5,0.6,0.778,0.3,1.0,1.3,0.1,0.2,0.2,0.6,0.7,1.3,Unknown,MVC,JR,G,15.0,0.0,76.0,4.2,0.408,0.474,0.474,20.0,6.9,21.4,14.9,2.0,2.2,3.9,27.9,21.7,-0.2,0.2,0.0,-0.007,-7.5,0.2,-7.3,Unknown,aaron-gray-2,Niagara
2024-25,Indiana State,MVC,SR,G,25.0,16.0,24.0,3.6,6.8,0.538,0.8,2.6,0.292,2.9,4.2,0.692,0.595,2.5,3.4,0.738,1.7,4.3,6.0,0.6,0.6,0.2,1.2,2.2,10.5,Unknown,MVC,SR,G,25.0,16.0,599.0,18.1,0.629,0.385,0.497,243.0,8.3,20.1,14.3,4.8,1.3,0.9,12.2,19.5,1.4,0.6,2.0,0.137,1.8,-1.4,0.5,Unknown,aaron-gray-2,Indiana State
2021-22,North Texas,CUSA,FR,G,32.0,0.0,16.0,1.4,2.8,0.505,0.2,0.7,0.261,1.3,2.1,0.588,0.538,1.0,1.5,0.633,1.7,2.4,4.1,0.4,0.4,0.4,0.6,2.1,4.0,Unknown,CUSA,FR,G,32.0,0.0,511.0,17.2,0.564,0.253,0.538,143.0,13.2,19.1,16.1,5.8,1.5,3.2,14.3,14.7,1.1,1.2,2.4,0.185,-0.1,2.3,2.2,Unknown,aaron-scott-5,
2022-23,North Texas,CUSA,SO,G,38.0,38.0,27.2,2.7,4.6,0.584,0.5,1.3,0.408,2.1,3.3,0.653,0.642,1.2,1.7,0.692,1.9,3.7,5.5,1.1,1.0,0.8,1.1,3.1,7.0,Unknown,CUSA,SO,G,38.0,38.0,1035.0,18.4,0.655,0.283,0.376,270.0,8.9,16.8,13.0,9.1,2.5,3.8,17.4,13.6,2.4,2.6,5.0,0.193,2.1,3.9,5.9,Unknown,aaron-scott-5,North Texas
2023-24,North Texas,AAC,JR,G,34.0,34.0,30.2,4.0,9.6,0.419,1.3,3.5,0.37,2.7,6.1,0.447,0.486,1.6,2.1,0.789,1.7,3.9,5.6,1.8,1.1,1.3,1.5,3.0,11.0,Unknown,AAC,JR,G,34.0,34.0,1027.0,18.0,0.518,0.364,0.217,373.0,6.6,15.6,11.1,12.7,2.3,5.2,12.2,21.5,1.8,2.0,3.8,0.149,2.0,3.1,5.1,Unknown,aaron-scott-5,North Texas
2024-25,St. John's (NY),Big East,JR,G,36.0,30.0,27.2,3.0,7.8,0.389,1.4,4.8,0.293,1.6,2.9,0.547,0.48,0.9,1.2,0.81,1.9,2.4,4.3,1.0,1.4,0.6,0.6,2.8,8.4,Unknown,Big East,JR,G,36.0,30.0,978.0,14.0,0.505,0.621,0.15,292.0,7.2,9.7,8.4,5.9,3.0,2.5,7.1,15.6,1.6,2.3,3.9,0.159,1.6,5.0,6.6,Unknown,aaron-scott-5,North Texas
2022-23,Rhode Island,A-10,FR,F,30.0,17.0,17.6,1.5,3.2,0.463,0.0,0.0,Unknown,1.5,3.2,0.463,0.463,0.7,0.9,0.75,1.3,1.4,2.7,0.5,0.2,0.5,0.8,2.7,3.6,Unknown,A-10,FR,F,30.0,17.0,528.0,8.1,0.503,0.0,0.295,115.0,8.1,9.0,8.5,5.6,0.7,2.8,18.8,12.6,0.3,0.5,0.7,0.056,-4.8,-0.1,-4.9,Unknown,abdou-samb-1,
2023-24,IUPUI,Horizon,SO,F,30.0,20.0,19.8,2.6,4.2,0.619,0.0,0.0,Unknown,2.6,4.2,0.619,0.619,1.2,1.8,0.698,1.4,2.0,3.3,0.2,0.5,0.7,1.3,2.3,6.4,Unknown,Horizon,SO,F,30.0,20.0,594.0,14.4,0.638,0.0,0.421,180.0,8.5,13.2,10.8,2.5,1.5,3.8,20.9,16.4,0.7,0.1,0.8,0.056,-3.8,-2.7,-6.5,Unknown,abdou-samb-1,Rhode Island
2024-25,Towson,CAA,JR,F,32.0,9.0,8.0,0.6,1.3,0.488,0.0,0.0,Unknown,0.6,1.3,0.488,0.488,0.3,0.3,0.9,0.9,0.6,1.5,0.3,0.2,0.3,0.3,1.2,1.5,Unknown,CAA,JR,F,32.0,9.0,257.0,12.1,0.536,0.0,0.244,61.0,12.3,9.6,11.0,7.1,1.2,4.7,19.4,11.5,0.3,0.3,0.7,0.103,-3.7,0.6,-3.2,Unknown,abdou-samb-1,IUPUI
2020-21,Penn State,Big Ten,FR,F,16.0,0.0,4.6,0.5,1.2,0.421,0.0,0.0,Unknown,0.5,1.2,0.421,0.421,0.1,0.2,0.333,0.8,0.8,1.6,0.1,0.1,0.6,0.3,1.3,1.1,Unknown,Big Ten,FR,F,16.0,0.0,73.0,15.1,0.416,0.0,0.158,21.0,17.4,22.3,19.6,5.3,1.6,14.5,16.4,16.4,0.0,0.1,0.2,0.094,-3.0,4.6,1.6,Unknown,abdou-tsimbila-1,
2021-22,Fordham,A-10,SO,F,31.0,17.0,11.5,1.2,2.8,0.414,0.0,0.0,Unknown,1.2,2.8,0.414,0.414,0.4,0.6,0.65,1.7,1.8,3.5,0.0,0.2,0.7,0.6,2.0,2.7,Unknown,A-10,SO,F,31.0,17.0,357.0,12.6,0.44,0.0,0.23,98.0,16.3,17.7,17.0,0.6,0.8,7.0,16.5,16.5,0.1,0.7,0.8,0.093,-4.6,0.9,-3.7,Unknown,abdou-tsimbila-1,Penn State
2022-23,Fordham,A-10,JR,F,33.0,17.0,18.3,1.9,4.3,0.444,0.0,0.0,0.0,1.9,4.3,0.447,0.444,1.4,1.9,0.719,2.4,3.8,6.2,0.2,0.4,1.9,1.2,2.6,5.2,Unknown,A-10,JR,F,33.0,17.0,605.0,17.2,0.499,0.007,0.451,191.0,14.8,23.8,19.2,2.7,1.3,10.7,18.8,17.4,0.5,1.5,2.0,0.133,-2.4,2.2,-0.2,Unknown,abdou-tsimbila-1,Fordham
2023-24,Fordham,A-10,SR,F,32.0,24.0,21.5,2.8,5.1,0.556,0.0,0.0,0.0,2.8,5.0,0.559,0.556,1.9,2.7,0.718,2.7,3.6,6.3,0.2,0.4,2.3,1.3,3.0,7.5,Unknown,A-10,SR,F,32.0,24.0,689.0,20.1,0.595,0.006,0.525,237.0,12.7,20.7,16.3,2.2,1.2,11.4,17.5,17.4,1.1,1.3,2.4,0.142,-1.1,2.3,1.2,Unknown,abdou-tsimbila-1,Fordham
2024-25,Fordham,A-10,SR,F,33.0,28.0,19.5,2.5,4.6,0.543,0.0,0.0,Unknown,2.5,4.6,0.543,0.543,0.8,1.0,0.735,2.3,3.4,5.6,0.4,0.3,1.5,1.5,2.7,5.7,Unknown,A-10,SR,F,33.0,28.0,645.0,14.8,0.565,0.0,0.225,195.0,12.4,20.1,16.1,4.3,1.0,7.8,23.0,16.3,0.4,0.8,1.2,0.074,-3.0,-0.2,-3.3,Unknown,abdou-tsimbila-1,Fordham
2021-22,Minnesota,Big Ten,FR,G,15.0,0.0,3.3,0.3,1.1,0.25,0.0,0.4,0.0,0.3,0.7,0.4,0.25,0.3,0.3,1.0,0.1,0.2,0.3,0.1,0.1,0.0,0.3,0.5,0.8,Unknown,Big Ten,FR,G,15.0,0.0,49.0,-1.3,0.335,0.375,0.25,13.0,2.4,7.3,4.8,7.7,2.5,0.0,21.8,26.1,-0.2,0.0,-0.1,-0.111,-11.0,-1.2,-12.1,Unknown,abdoulaye-thiam-1,
2022-23,High Point,Big South,SO,G,31.0,29.0,29.5,4.5,10.9,0.416,2.3,6.5,0.353,2.3,4.5,0.507,0.521,2.2,3.0,0.75,1.0,3.1,4.1,1.4,0.8,0.1,2.2,1.9,13.6,Unknown,Big South,SO,G,31.0,29.0,916.0,14.7,0.551,0.593,0.271,385.0,3.6,10.7,7.3,9.6,1.5,0.5,15.3,23.4,1.4,0.6,2.0,0.086,-0.5,-2.8,-3.3,Unknown,abdoulaye-thiam-1,Minnesota
2023-24,High Point,Big South,JR,G,36.0,36.0,27.9,4.3,9.9,0.433,1.7,4.6,0.361,2.6,5.3,0.495,0.517,2.4,2.9,0.83,0.8,2.7,3.4,0.9,0.6,0.0,1.5,1.8,12.7,Unknown,Big South,JR,G,36.0,36.0,1006.0,15.1,0.561,0.464,0.296,408.0,3.1,10.7,7.0,6.0,1.3,0.0,11.9,22.5,2.2,0.8,3.0,0.118,0.5,-1.9,-1.4,Unknown,abdoulaye-thiam-1,High Point
2024-25,High Point,Big South,SR,G,35.0,4.0,13.9,2.2,4.5,0.497,0.7,2.1,0.333,1.5,2.3,0.646,0.576,0.8,1.0,0.829,0.1,1.1,1.3,0.4,0.3,0.0,0.6,0.7,6.0,Unknown,Big South,SR,G,35.0,4.0,486.0,15.7,0.605,0.478,0.223,177.0,1.3,9.3,5.5,4.9,1.3,0.2,10.3,20.4,1.1,0.6,1.7,0.136,0.9,-1.3,-0.3,Unknown,abdoulaye-thiam-1,High Point
2020-21,North Texas,CUSA,FR,F,26.0,0.0,7.7,1.3,2.4,0.548,0.0,0.0,Unknown,1.3,2.4,0.548,0.548,0.3,0.8,0.381,0.7,1.4,2.2,0.2,0.2,0.4,0.5,1.5,2.9,Unknown,CUSA,FR,F,26.0,0.0,200.0,17.7,0.528,0.0,0.339,73.0,12.7,22.2,17.7,4.3,1.2,5.8,14.3,22.9,0.3,0.5,0.7,0.147,-4.5,0.6,-3.9,Unknown,abou-ousmane-1,
2021-22,North Texas,CUSA,SO,F,32.0,32.0,23.8,4.2,8.4,0.502,0.0,0.0,Unknown,4.2,8.4,0.502,0.502,1.8,3.2,0.554,2.0,3.9,5.9,0.5,0.5,0.9,1.2,2.9,10.2,Unknown,CUSA,SO,F,32.0,32.0,760.0,20.9,0.514,0.0,0.375,307.0,10.7,21.1,15.8,5.9,1.4,4.4,11.0,26.4,1.5,1.9,3.4,0.179,-0.2,1.5,1.3,Unknown,abou-ousmane-1,North Texas
2022-23,North Texas,CUSA,JR,F,34.0,34.0,24.4,4.4,9.1,0.487,0.0,0.1,0.0,4.4,9.1,0.49,0.487,2.2,3.2,0.704,2.5,3.5,6.0,1.1,0.9,1.3,1.5,3.1,11.1,Unknown,CUSA,JR,F,34.0,34.0,829.0,24.8,0.523,0.006,0.348,372.0,13.5,17.9,15.7,11.7,2.4,7.1,12.2,28.3,2.1,2.2,4.3,0.208,1.2,2.8,3.9,Unknown,abou-ousmane-1,North Texas
2023-24,Xavier,Big East,SR,F,34.0,29.0,21.3,2.9,6.3,0.465,0.0,0.1,0.25,2.9,6.2,0.469,0.467,0.8,1.8,0.45,2.8,3.6,6.4,1.3,0.7,1.2,1.5,3.4,6.7,Unknown,Big East,SR,F,34.0,29.0,725.0,15.0,0.468,0.019,0.279,257.0,14.0,18.4,16.2,11.2,1.9,5.8,17.0,19.4,0.4,1.2,1.6,0.086,-1.2,2.8,1.6,Unknown,abou-ousmane-1,North Texas
2024-25,Oklahoma State,Big 12,SR,F,34.0,33.0,22.6,4.4,8.8,0.503,0.5,1.2,0.405,3.9,7.5,0.52,0.532,2.9,3.9,0.729,1.9,3.3,5.2,0.7,1.0,1.0,1.7,2.8,12.2,Unknown,Big 12,SR,F,34.0,33.0,768.0,21.3,0.573,0.141,0.446,379.0,9.3,17.3,13.2,7.4,2.5,5.5,13.6,26.4,1.5,1.1,2.7,0.139,2.8,1.9,4.7,Unknown,abou-ousmane-1,Xavier
2021-22,Long Beach State,Big West,FR,G,32.0,24.0,23.6,3.3,5.4,0.615,0.0,0.0,0.0,3.3,5.4,0.618,0.615,1.6,2.8,0.571,2.9,5.2,8.1,1.3,0.9,1.3,1.5,2.8,8.3,Unknown,Big West,FR,G,32.0,24.0,755.0,22.7,0.612,0.006,0.523,292.0,14.2,25.5,19.8,11.7,2.1,6.1,18.4,17.3,1.9,1.5,3.3,0.175,1.9,1.8,3.7,Unknown,aboubacar-traore-1,
2022-23,Long Beach State,Big West,SO,G,33.0,33.0,31.6,3.8,6.9,0.553,0.1,0.3,0.3,3.7,6.6,0.564,0.559,2.4,3.6,0.669,3.2,5.6,8.8,3.5,1.2,0.7,2.5,3.0,10.1,Unknown,Big West,SO,G,33.0,33.0,1042.0,18.7,0.588,0.044,0.518,383.0,11.0,19.2,15.2,18.9,2.1,2.3,22.4,16.5,1.9,1.8,3.7,0.143,1.5,1.3,2.8,Unknown,aboubacar-traore-1,Long Beach State
2023-24,Long Beach State,Big West,JR,G,36.0,31.0,31.0,4.1,8.0,0.517,0.1,0.6,0.087,4.1,7.4,0.555,0.521,3.7,5.6,0.665,2.7,5.8,8.4,4.5,1.5,1.4,2.6,3.0,12.0,Unknown,Big West,JR,G,36.0,31.0,1115.0,21.6,0.565,0.08,0.694,495.0,9.3,20.1,14.7,26.2,2.7,5.4,19.9,20.1,2.3,2.0,4.3,0.153,2.5,2.3,4.8,Unknown,aboubacar-traore-1,Long Beach State
2024-25,Louisville,ACC,SR,G,25.0,2.0,13.6,1.8,3.5,0.529,0.0,0.2,0.167,1.8,3.2,0.556,0.534,0.9,1.4,0.676,1.5,2.8,4.3,0.6,0.5,0.4,1.2,1.9,4.6,Unknown,ACC,SR,G,25.0,2.0,339.0,16.6,0.562,0.069,0.391,125.0,12.9,22.8,17.9,7.7,2.2,3.7,21.9,19.4,0.4,0.8,1.1,0.134,-0.5,3.6,3.2,Unknown,aboubacar-traore-1,Long Beach State
2022-23,UCLA,Pac-12,FR,G,22.0,0.0,5.4,0.5,1.2,0.444,0.2,0.5,0.5,0.3,0.8,0.412,0.537,0.2,0.2,1.0,0.4,0.3,0.7,0.2,0.2,0.0,0.3,0.5,1.5,Unknown,Pac-12,FR,G,22.0,0.0,118.0,12.9,0.571,0.37,0.148,33.0,8.9,7.1,8.0,5.7,2.0,1.0,17.2,15.0,0.2,0.2,0.4,0.139,0.5,2.4,2.8,Unknown,abramo-canka-1,
2023-24,Wake Forest,ACC,SO,G,15.0,0.0,3.3,0.2,0.7,0.273,0.1,0.3,0.2,0.1,0.4,0.333,0.318,0.0,0.0,Unknown,0.2,0.1,0.3,0.1,0.0,0.0,0.2,0.3,0.5,Unknown,ACC,SO,G,15.0,0.0,49.0,-1.1,0.318,0.455,0.0,9.0,7.7,2.4,4.9,3.3,0.0,0.0,21.4,14.8,-0.1,0.0,-0.1,-0.044,-5.5,-2.8,-8.2,Unknown,abramo-canka-1,UCLA
2024-25,Stetson,A-Sun,JR,G,26.0,21.0,26.0,3.3,7.2,0.463,0.8,2.3,0.328,2.6,4.9,0.528,0.516,1.3,1.9,0.673,0.9,3.6,4.5,1.3,1.0,0.5,1.1,1.3,8.7,Unknown,A-Sun,JR,G,26.0,21.0,675.0,15.1,0.537,0.324,0.261,222.0,4.2,14.9,9.8,10.5,2.1,2.2,11.7,18.2,0.8,0.3,1.1,0.063,-0.9,-1.7,-2.5,Unknown,abramo-canka-1,Wake Forest
2022-23,Davidson,A-10,FR,G,23.0,0.0,6.1,0.3,0.8,0.368,0.2,0.4,0.4,0.1,0.4,0.333,0.474,0.0,0.0,Unknown,0.1,0.7,0.8,0.1,0.1,0.0,0.1,1.1,0.8,Unknown,A-10,FR,G,23.0,0.0,141.0,3.1,0.474,0.526,0.0,17.0,2.6,12.6,7.6,2.5,1.3,0.0,13.6,8.4,0.0,0.2,0.2,0.047,-5.0,1.0,-3.9,Unknown,achile-spadone-1,
2023-24,Davidson,A-10,SO,G,31.0,0.0,10.4,0.7,2.4,0.311,0.5,1.3,0.35,0.3,1.1,0.265,0.405,0.7,1.0,0.7,0.3,1.0,1.3,0.6,0.4,0.0,0.5,1.0,2.6,Unknown,A-10,SO,G,31.0,0.0,323.0,8.4,0.459,0.541,0.405,84.0,3.3,11.5,7.4,11.1,2.1,0.4,14.5,17.0,0.1,0.4,0.5,0.063,-3.2,1.2,-2.0,Unknown,achile-spadone-1,Davidson
2024-25,Bucknell,Patriot,JR,G,33.0,29.0,31.8,2.9,6.8,0.42,0.8,2.8,0.293,2.1,4.1,0.507,0.48,2.1,2.5,0.81,1.2,3.4,4.5,1.6,1.2,0.2,1.3,3.0,8.6,Unknown,Patriot,JR,G,33.0,29.0,1048.0,11.6,0.536,0.407,0.372,294.0,4.6,12.6,8.8,9.5,2.3,0.7,14.2,15.7,1.1,1.4,2.5,0.096,-2.7,0.2,-2.5,Unknown,achile-spadone-1,Davidson
2022-23,Samford,Southern,SO,F,30.0,1.0,14.3,2.4,4.1,0.577,0.1,0.4,0.333,2.2,3.7,0.604,0.593,1.2,1.9,0.649,1.5,2.0,3.5,0.6,0.4,0.8,1.0,2.7,6.1,Unknown,Southern,SO,F,30.0,1.0,429.0,21.0,0.61,0.098,0.463,187.0,12.5,16.1,14.3,8.4,1.6,7.3,16.2,20.9,1.2,0.7,1.9,0.173,-0.9,0.5,-0.4,Unknown,achor-achor-1,
2023-24,Samford,Southern,JR,F,33.0,33.0,22.7,5.8,9.9,0.586,0.8,1.9,0.435,5.0,8.0,0.621,0.627,3.7,5.2,0.712,2.2,3.9,6.1,1.5,0.8,1.8,1.9,2.9,16.1,Unknown,Southern,JR,F,33.0,33.0,749.0,30.7,0.652,0.19,0.521,485.0,11.1,18.8,15.1,13.4,1.9,8.9,13.4,29.6,3.1,1.5,4.7,0.25,5.2,1.8,7.0,Unknown,achor-achor-1,Samford
2024-25,Kansas State,Big 12,SR,F,7.0,0.0,13.3,2.9,5.3,0.541,0.4,1.3,0.333,2.4,4.0,0.607,0.581,1.1,1.7,0.667,1.0,1.7,2.7,0.7,0.7,0.0,1.3,2.6,7.3,Unknown,Big 12,SR,F,7.0,0.0,93.0,19.2,0.597,0.243,0.324,45.0,8.6,15.0,11.8,12.5,3.2,0.0,17.4,28.4,0.1,0.2,0.3,0.129,-3.0,0.7,-2.3,Unknown,achor-achor-1,Samford
2021-22,UAB,CUSA,SO,F,7.0,1.0,3.4,0.3,0.7,0.4,0.0,0.0,Unknown,0.3,0.7,0.4,0.4,0.0,0.0,Unknown,0.4,0.3,0.7,0.1,0.1,0.0,0.0,0.3,0.6,Unknown,CUSA,SO,F,7.0,1.0,24.0,12.7,0.4,0.0,0.0,6.0,14.1,9.3,11.7,6.4,2.4,0.0,0.0,10.1,0.0,0.0,0.1,0.134,-4.1,-3.1,-7.2,Unknown,ad-diedhiou-1,
2023-24,LouisianaâMonroe,Sun Belt,JR,F,29.0,14.0,17.0,1.1,2.8,0.383,0.0,0.0,Unknown,1.1,2.8,0.383,0.383,0.4,1.2,0.333,1.7,1.9,3.6,0.8,0.5,0.4,0.6,2.1,2.6,Unknown,Sun Belt,JR,F,29.0,14.0,494.0,8.4,0.377,0.0,0.444,97.0,10.7,12.9,11.7,8.3,1.6,3.4,15.5,11.4,0.0,0.4,0.4,0.035,-4.3,-0.7,-4.9,Unknown,ad-diedhiou-1,UAB
2024-25,LouisianaâMonroe,Sun Belt,SR,F,32.0,6.0,18.3,1.3,2.4,0.526,0.0,0.0,Unknown,1.3,2.4,0.526,0.526,0.6,1.1,0.588,1.4,2.6,4.1,1.0,0.4,0.5,0.5,2.0,3.2,Unknown,Sun Belt,SR,F,32.0,6.0,584.0,12.0,0.542,0.0,0.436,122.0,8.5,16.1,12.2,9.9,1.3,3.5,14.5,9.4,0.7,0.6,1.2,0.084,-4.5,-1.1,-5.5,Unknown,ad-diedhiou-1,LouisianaâMonroe
2020-21,Illinois,Big Ten,FR,G,31.0,31.0,25.5,2.9,7.4,0.391,1.7,4.9,0.34,1.2,2.5,0.494,0.504,0.8,1.2,0.684,0.3,2.5,2.8,0.8,0.6,0.0,1.1,2.3,8.3,Unknown,Big Ten,FR,G,31.0,31.0,792.0,9.5,0.52,0.665,0.165,224.0,1.4,10.4,6.2,5.2,1.3,0.1,11.7,17.5,0.8,1.2,2.0,0.1,0.8,2.4,3.2,Unknown,adam-miller-3,
2022-23,Louisiana State,SEC,SO,G,33.0,33.0,33.0,3.6,10.6,0.336,2.3,7.2,0.316,1.3,3.5,0.377,0.443,2.1,2.5,0.829,0.3,2.0,2.3,1.7,0.8,0.2,2.1,1.8,11.5,Unknown,SEC,SO,G,33.0,33.0,1088.0,9.1,0.486,0.675,0.234,345.0,0.9,7.3,4.0,10.7,1.5,0.7,15.0,21.6,0.4,0.5,0.9,0.034,-0.6,-0.8,-1.4,Unknown,adam-miller-3,Illinois
2023-24,Arizona State,Pac-12,JR,G,23.0,21.0,31.4,3.8,9.7,0.393,1.6,5.3,0.303,2.2,4.4,0.5,0.475,2.7,3.3,0.818,0.2,3.0,3.2,1.6,0.8,0.1,1.6,1.6,12.0,Unknown,Pac-12,JR,G,23.0,21.0,722.0,12.1,0.53,0.545,0.344,253.0,0.7,10.7,5.5,10.4,1.5,0.3,12.1,20.8,0.6,0.6,1.2,0.066,0.4,0.4,0.8,Unknown,adam-miller-3,Louisiana State
2024-25,Arizona State,Big 12,SR,G,30.0,30.0,29.7,3.4,7.5,0.449,1.9,4.4,0.429,1.5,3.1,0.478,0.576,1.1,1.5,0.756,0.5,1.8,2.3,1.9,1.0,0.0,1.4,2.2,9.8,Unknown,Big 12,SR,G,30.0,30.0,891.0,12.0,0.595,0.591,0.2,275.0,1.8,6.8,4.3,12.4,2.0,0.1,14.6,16.4,1.2,0.6,1.8,0.08,1.5,2.5,4.1,Unknown,adam-miller-3,Arizona State
2023-24,Tarleton State,WAC,JR,G,29.0,2.0,15.4,1.6,3.9,0.402,0.4,1.4,0.268,1.2,2.4,0.479,0.451,0.5,0.6,0.833,0.2,1.3,1.4,2.4,0.8,0.3,1.0,1.0,4.0,Unknown,WAC,JR,G,29.0,2.0,447.0,13.1,0.481,0.366,0.161,137.0,1.3,9.7,5.5,27.6,2.9,2.0,19.4,16.8,0.3,0.7,1.0,0.091,-0.2,1.0,0.7,Unknown,adam-moussa-1,
2024-25,California Baptist,WAC,SR,G,25.0,15.0,24.1,2.0,5.0,0.397,0.8,2.4,0.344,1.2,2.6,0.446,0.48,0.6,0.8,0.75,0.2,2.2,2.4,4.0,1.3,0.3,2.0,1.8,5.4,Unknown,WAC,SR,G,25.0,15.0,603.0,11.5,0.502,0.484,0.159,169.0,1.1,10.6,5.7,30.2,3.1,1.2,27.0,15.5,0.2,1.0,1.2,0.079,-1.3,1.7,0.4,Unknown,adam-moussa-1,Tarleton State
2021-22,Arizona,Pac-12,FR,G,23.0,0.0,4.5,0.6,1.2,0.481,0.3,0.7,0.471,0.2,0.4,0.5,0.63,0.0,0.1,0.0,0.1,0.3,0.4,0.4,0.1,0.0,0.3,0.4,1.5,Unknown,Pac-12,FR,G,23.0,0.0,104.0,12.1,0.608,0.63,0.074,32.0,2.3,7.4,5.1,15.4,1.6,0.9,20.0,15.9,0.1,0.2,0.3,0.12,1.6,2.0,3.6,Unknown,adama-bal-1,
2022-23,Arizona,Pac-12,SO,G,26.0,0.0,8.2,0.8,2.0,0.392,0.5,1.3,0.353,0.3,0.7,0.471,0.51,0.5,0.7,0.706,0.2,0.8,1.0,0.5,0.3,0.0,0.5,0.7,2.5,Unknown,Pac-12,SO,G,26.0,0.0,214.0,10.1,0.542,0.667,0.333,62.0,2.8,10.0,6.7,10.3,1.8,0.5,18.0,16.3,0.2,0.3,0.5,0.095,-0.3,1.5,1.1,Unknown,adama-bal-1,Arizona
2023-24,Santa Clara,WCC,JR,G,30.0,30.0,31.2,4.6,10.7,0.433,1.7,4.9,0.354,2.9,5.8,0.5,0.514,3.4,4.1,0.821,0.4,2.8,3.2,3.1,0.9,0.2,2.3,2.3,14.4,Unknown,WCC,JR,G,30.0,30.0,935.0,16.0,0.568,0.458,0.383,412.0,1.5,9.9,5.8,18.4,1.6,0.7,15.4,23.5,2.0,1.1,3.1,0.132,1.1,0.2,1.3,Unknown,adama-bal-1,Arizona
2024-25,Santa Clara,WCC,SR,G,30.0,30.0,30.3,4.3,10.2,0.418,2.3,6.1,0.375,2.0,4.1,0.484,0.531,2.1,2.7,0.788,0.2,2.3,2.5,3.0,0.5,0.1,1.6,1.7,12.9,Unknown,WCC,SR,G,30.0,30.0,909.0,14.2,0.564,0.601,0.261,368.0,0.8,8.4,4.7,17.3,1.0,0.4,12.0,21.2,1.9,0.9,2.8,0.124,2.0,0.2,2.1,Unknown,adama-bal-1,Santa Clara
2022-23,TexasâRio Grande Valley,WAC,FR,G,24.0,11.0,20.8,2.3,5.1,0.447,1.1,2.6,0.435,1.2,2.5,0.459,0.557,1.8,2.5,0.712,0.3,0.9,1.2,3.0,0.5,0.1,2.3,3.0,7.5,Unknown,WAC,FR,G,24.0,11.0,500.0,10.6,0.593,0.504,0.48,191.0,1.6,4.5,3.1,25.9,1.3,0.6,26.7,19.4,0.6,0.3,0.9,0.073,-2.0,-2.7,-4.7,Unknown,adante-holiman-1,
2023-24,UTSA,AAC,SO,G,20.0,16.0,21.7,2.4,7.5,0.315,1.5,4.8,0.305,0.9,2.7,0.333,0.413,1.3,1.8,0.743,0.1,1.7,1.7,2.0,0.7,0.1,1.1,2.0,7.5,Unknown,AAC,SO,G,20.0,16.0,433.0,8.8,0.45,0.638,0.235,146.0,0.2,8.1,4.1,17.3,1.8,0.5,11.7,20.6,0.2,0.1,0.3,0.03,-3.0,-1.7,-4.7,Unknown,adante-holiman-1,TexasâRio Grande Valley
2024-25,Georgia Southern,Sun Belt,JR,G,25.0,19.0,30.0,5.5,13.1,0.418,3.2,8.4,0.386,2.2,4.7,0.475,0.541,2.7,3.4,0.8,0.3,1.8,2.2,2.3,1.2,0.2,1.7,2.7,16.9,Unknown,Sun Belt,JR,G,25.0,19.0,751.0,18.3,0.574,0.64,0.259,374.0,1.1,6.8,3.9,15.8,2.2,0.6,10.5,26.5,2.0,0.6,2.6,0.138,2.9,-1.2,1.6,Unknown,adante-holiman-1,UTSA
