Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,previous_school
2020-21,Utah State,MWC,FR,G,29.0,2.0,19.0,1.8,4.9,0.357,1.1,2.9,0.365,0.7,2.0,0.345,0.465,1.5,1.7,0.898,0.2,1.7,1.9,2.6,0.6,0.0,1.3,1.7,6.1,Unknown,MWC,FR,G,29.0,2.0,551.0,13.0,0.532,0.594,0.343,189.0,1.4,9.7,5.6,24.0,1.7,0.2,18.6,18.1,1.0,1.1,2.0,0.148,-0.3,1.7,1.4,Unknown,steven-ashworth-1,
2021-22,Utah State,MWC,SO,G,33.0,15.0,27.3,2.7,6.6,0.404,1.9,4.8,0.392,0.8,1.8,0.433,0.546,1.5,1.7,0.86,0.3,2.2,2.5,3.6,0.8,0.0,1.4,1.9,8.7,Unknown,MWC,SO,G,33.0,15.0,900.0,14.9,0.586,0.725,0.261,304.0,1.6,9.5,5.7,23.3,1.8,0.1,16.1,17.1,2.0,1.2,3.2,0.141,2.8,1.3,4.1,Unknown,steven-ashworth-1,Utah State
2022-23,Utah State,MWC,JR,G,35.0,25.0,33.2,4.8,10.4,0.458,3.2,7.3,0.434,1.6,3.1,0.514,0.61,3.5,4.0,0.878,0.3,3.0,3.3,4.5,1.2,0.0,1.7,1.8,16.2,Unknown,MWC,JR,G,35.0,25.0,1162.0,22.6,0.658,0.701,0.381,558.0,1.2,10.2,6.0,25.6,2.0,0.1,12.0,21.8,4.8,1.5,6.2,0.214,7.1,2.0,9.1,Unknown,steven-ashworth-1,Utah State
2023-24,Creighton,Big East,SR,G,35.0,35.0,31.6,3.5,8.8,0.394,2.3,6.5,0.349,1.2,2.2,0.526,0.524,1.9,2.1,0.907,0.3,3.0,3.3,4.2,0.5,0.0,1.5,1.9,11.1,Unknown,Big East,SR,G,35.0,35.0,1107.0,14.6,0.569,0.746,0.244,423.0,1.4,9.7,6.0,22.3,0.9,0.0,13.6,18.9,2.6,1.3,3.9,0.141,3.2,1.6,4.8,Unknown,steven-ashworth-1,Utah State
2024-25,Creighton,Big East,SR,G,35.0,35.0,36.0,4.9,12.5,0.393,3.1,8.4,0.374,1.8,4.1,0.431,0.518,3.4,3.7,0.93,0.3,3.8,4.1,6.8,0.7,0.1,3.4,1.7,16.4,Unknown,Big East,SR,G,35.0,35.0,1261.0,17.1,0.574,0.671,0.292,634.0,1.1,10.6,6.4,35.4,1.1,0.2,19.4,25.8,2.8,1.6,4.4,0.14,4.6,0.7,5.3,Unknown,steven-ashworth-1,Creighton
2022-23,IllinoisâChicago,MVC,FR,G,24.0,3.0,12.7,1.1,3.0,0.38,0.6,1.8,0.318,0.5,1.1,0.481,0.479,0.3,0.5,0.583,0.5,0.7,1.2,0.3,0.4,0.3,0.6,2.1,3.1,Unknown,MVC,FR,G,24.0,3.0,304.0,7.0,0.489,0.62,0.169,71.0,4.4,6.6,5.4,5.4,1.7,2.8,15.4,15.4,0.0,0.3,0.3,0.042,-4.5,-0.2,-4.7,Unknown,steven-clay-1,
2023-24,IllinoisâChicago,MVC,SO,G,33.0,2.0,14.4,1.5,3.6,0.403,0.8,2.5,0.325,0.6,1.1,0.583,0.517,0.5,0.6,0.947,0.3,1.3,1.5,0.7,0.4,0.3,0.6,2.0,4.3,Unknown,MVC,SO,G,33.0,2.0,476.0,9.9,0.551,0.697,0.16,132.0,2.2,10.2,6.2,9.2,1.5,2.3,14.1,16.4,0.4,0.6,1.0,0.081,-3.1,1.0,-2.1,Unknown,steven-clay-1,IllinoisâChicago
2024-25,Morehead State,OVC,JR,G,22.0,15.0,20.5,2.1,5.7,0.368,1.2,4.0,0.31,0.9,1.7,0.5,0.476,0.6,1.0,0.667,1.1,2.3,3.4,0.5,0.7,0.4,0.7,2.3,6.0,Unknown,OVC,JR,G,22.0,15.0,450.0,11.4,0.493,0.696,0.168,124.0,6.1,13.4,9.6,4.7,2.2,2.2,10.6,17.5,0.3,0.7,1.0,0.088,-3.8,-0.8,-4.6,Unknown,steven-clay-1,IllinoisâChicago
2021-22,Fresno State,MWC,FR,G,5.0,0.0,1.2,0.2,0.6,0.333,0.0,0.0,Unknown,0.2,0.6,0.333,0.333,0.0,0.0,Unknown,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.4,Unknown,MWC,FR,G,5.0,0.0,6.0,5.0,0.333,0.0,0.0,2.0,0.0,41.7,21.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,0.018,-13.2,-1.9,-15.1,Unknown,steven-vasquez-1,
2022-23,Fresno State,MWC,SO,G,4.0,0.0,3.8,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,Unknown,0.0,0.8,0.8,0.5,0.0,0.0,0.3,0.0,0.0,Unknown,MWC,SO,G,4.0,0.0,15.0,-11.3,0.0,0.8,0.0,1.0,0.0,25.9,12.7,23.0,0.0,0.0,16.7,22.2,-0.1,0.0,-0.1,-0.248,-15.3,-5.8,-21.2,Unknown,steven-vasquez-1,Fresno State
2023-24,Fresno State,MWC,JR,G,9.0,0.0,4.6,0.3,1.4,0.231,0.2,1.2,0.182,0.1,0.2,0.5,0.308,0.0,0.0,Unknown,0.1,1.0,1.1,0.3,0.2,0.0,0.0,0.3,0.9,Unknown,MWC,JR,G,9.0,0.0,41.0,8.7,0.308,0.846,0.0,9.0,3.1,26.1,14.9,13.7,3.0,0.0,0.0,17.2,0.0,0.1,0.0,0.024,-2.6,1.7,-0.9,Unknown,steven-vasquez-1,Fresno State
2024-25,San Jose State,MWC,SR,G,11.0,0.0,8.7,0.7,1.9,0.381,0.6,1.7,0.368,0.1,0.2,0.5,0.548,0.0,0.0,Unknown,0.2,0.7,0.9,0.4,0.5,0.1,0.3,1.0,2.1,Unknown,MWC,SR,G,11.0,0.0,96.0,10.7,0.548,0.905,0.0,22.0,2.5,9.5,6.1,7.6,3.7,1.1,12.5,13.1,0.1,0.1,0.2,0.085,-3.9,4.0,0.2,Unknown,steven-vasquez-1,Fresno State
2023-24,Iona,MAAC,FR,F,33.0,15.0,14.1,1.2,2.6,0.437,0.0,0.0,0.0,1.2,2.6,0.442,0.437,0.7,1.0,0.688,1.8,1.3,3.2,0.3,0.3,0.7,0.5,1.4,3.0,Unknown,MAAC,FR,F,33.0,15.0,464.0,13.2,0.479,0.011,0.368,122.0,14.0,12.2,13.2,4.2,1.3,6.0,13.5,13.0,0.5,0.5,1.1,0.092,-3.0,-1.7,-4.8,Unknown,sultan-adewale-1,
2024-25,Albany (NY),AEC,SO,F,14.0,10.0,11.8,1.9,3.4,0.574,0.0,0.1,0.0,1.9,3.3,0.587,0.574,0.6,1.3,0.5,1.8,1.1,2.9,0.3,0.1,0.3,0.6,1.8,4.5,Unknown,AEC,SO,F,14.0,10.0,165.0,17.6,0.567,0.021,0.383,66.0,17.0,12.1,14.7,4.7,0.7,2.7,12.6,19.2,0.4,0.1,0.5,0.122,-2.5,-3.4,-5.9,Unknown,sultan-adewale-1,Iona
2020-21,Fairfield,MAAC,FR,F,27.0,10.0,17.1,2.2,4.1,0.541,0.0,0.0,0.0,2.2,4.1,0.545,0.541,1.9,3.2,0.581,1.9,3.3,5.2,0.2,0.2,0.6,1.8,2.3,6.3,Unknown,MAAC,FR,F,27.0,10.0,463.0,16.3,0.56,0.009,0.775,168.0,12.7,22.7,17.7,2.7,0.8,3.7,24.0,23.1,0.3,0.7,1.1,0.092,-3.1,-1.6,-4.7,Unknown,supreme-cook-1,
2021-22,Fairfield,MAAC,SO,F,33.0,32.0,23.7,3.6,7.2,0.508,0.0,0.0,0.0,3.6,7.1,0.511,0.508,2.8,4.5,0.633,2.9,5.4,8.3,0.6,0.5,0.8,1.9,1.8,10.1,Unknown,MAAC,SO,F,33.0,32.0,783.0,22.1,0.544,0.004,0.623,342.0,14.4,26.6,20.6,5.8,1.4,3.3,17.3,25.3,1.5,1.5,3.0,0.153,0.5,-0.9,-0.4,Unknown,supreme-cook-1,Fairfield
2022-23,Fairfield,MAAC,JR,F,31.0,31.0,26.2,4.8,8.8,0.544,0.0,0.0,Unknown,4.8,8.8,0.544,0.544,3.5,5.5,0.637,3.3,5.2,8.5,0.6,0.4,0.7,1.6,2.0,13.1,Unknown,MAAC,JR,F,31.0,31.0,811.0,26.1,0.573,0.0,0.624,401.0,15.1,24.0,19.5,6.4,0.8,2.8,12.6,26.8,2.5,1.4,3.8,0.189,3.1,-2.1,1.0,Unknown,supreme-cook-1,Fairfield
2023-24,Georgetown,Big East,SR,F,32.0,32.0,27.1,3.9,6.8,0.575,0.0,0.0,Unknown,3.9,6.8,0.575,0.575,2.6,4.6,0.571,3.8,4.2,8.0,0.6,0.8,0.5,1.5,2.7,10.5,Unknown,Big East,SR,F,32.0,32.0,866.0,20.5,0.582,0.0,0.671,341.0,15.7,19.6,17.5,4.6,1.7,2.1,14.0,19.6,2.0,0.4,2.4,0.113,2.2,-1.5,0.7,Unknown,supreme-cook-1,Fairfield
2024-25,Oregon,Big Ten,SR,F,32.0,0.0,11.0,1.7,3.2,0.545,0.0,0.0,Unknown,1.7,3.2,0.545,0.545,1.2,2.1,0.582,1.0,1.6,2.6,0.2,0.3,0.1,0.8,1.4,4.7,Unknown,Big Ten,SR,F,32.0,0.0,351.0,16.1,0.561,0.0,0.663,143.0,11.4,16.3,13.9,3.3,1.7,0.9,15.3,22.8,0.5,0.5,1.0,0.119,-0.1,0.9,0.7,Unknown,supreme-cook-1,Georgetown
2020-21,Utah State,MWC,FR,C,13.0,0.0,3.8,0.3,0.9,0.333,0.0,0.0,Unknown,0.3,0.9,0.333,0.333,0.5,0.9,0.5,0.9,0.3,1.2,0.2,0.1,0.2,0.8,0.9,1.1,Unknown,MWC,FR,C,13.0,0.0,49.0,3.8,0.395,0.0,1.0,19.0,27.9,9.1,18.4,7.0,1.2,4.9,38.3,28.5,-0.1,0.1,0.0,-0.034,-13.4,-3.5,-16.9,Unknown,szymon-zapala-1,
2021-22,Utah State,MWC,SO,C,21.0,0.0,5.3,0.6,1.0,0.65,0.0,0.0,Unknown,0.6,1.0,0.65,0.65,0.3,0.6,0.462,0.6,1.2,1.8,0.1,0.0,0.3,0.5,1.0,1.5,Unknown,MWC,SO,C,21.0,0.0,112.0,14.6,0.611,0.0,0.65,33.0,14.7,26.0,20.6,3.3,0.5,7.4,27.6,17.1,0.1,0.2,0.3,0.117,-6.8,0.8,-5.9,Unknown,szymon-zapala-1,Utah State
2022-23,Utah State,MWC,JR,C,11.0,0.0,4.0,0.3,0.4,0.75,0.0,0.1,0.0,0.3,0.3,1.0,0.75,0.1,0.3,0.333,0.3,0.3,0.5,0.1,0.1,0.2,0.3,1.1,0.6,Unknown,MWC,JR,C,11.0,0.0,44.0,5.5,0.645,0.25,0.75,8.0,8.7,7.7,8.2,3.8,1.3,4.7,35.6,9.9,0.0,0.1,0.1,0.065,-4.4,1.7,-2.7,Unknown,szymon-zapala-1,Utah State
2023-24,Longwood,Big South,SR,C,35.0,24.0,16.8,3.8,6.1,0.629,0.1,0.1,0.667,3.8,6.0,0.629,0.634,2.1,3.2,0.655,2.2,3.4,5.6,0.3,0.2,0.8,1.4,1.9,9.8,Unknown,Big South,SR,C,35.0,24.0,587.0,27.9,0.645,0.014,0.531,309.0,15.2,24.9,19.9,4.8,0.7,6.1,15.8,26.6,2.0,1.2,3.1,0.213,2.6,-0.5,2.0,Unknown,szymon-zapala-1,Utah State
2024-25,Michigan State,Big Ten,SR,C,36.0,36.0,14.1,1.7,2.6,0.653,0.0,0.1,0.0,1.7,2.6,0.667,0.653,0.8,1.2,0.659,1.6,2.4,4.0,0.6,0.3,0.6,0.9,2.3,4.3,Unknown,Big Ten,SR,C,36.0,36.0,508.0,16.5,0.66,0.021,0.463,160.0,13.6,18.1,16.0,8.2,1.0,4.8,21.1,14.3,1.0,1.1,2.1,0.162,1.0,4.6,5.6,Unknown,szymon-zapala-1,Longwood
2022-23,Seton Hall,Big East,FR,F,32.0,2.0,13.4,0.7,2.0,0.323,0.1,0.6,0.111,0.6,1.5,0.404,0.338,1.5,2.1,0.691,1.1,1.7,2.8,0.7,0.7,0.2,0.8,1.7,2.8,Unknown,Big East,FR,F,32.0,2.0,428.0,11.4,0.468,0.277,1.046,110.0,9.8,14.5,12.2,9.0,2.9,1.3,19.8,14.5,0.3,0.8,1.1,0.105,-1.7,3.0,1.2,Unknown,tae-davis-1,
2023-24,Notre Dame,ACC,SO,F,32.0,31.0,26.0,3.2,6.7,0.484,0.2,1.2,0.184,3.0,5.5,0.549,0.5,2.5,3.5,0.723,1.8,3.3,5.1,1.0,0.6,0.3,1.5,2.4,9.2,Unknown,ACC,SO,F,32.0,31.0,833.0,15.6,0.552,0.178,0.526,294.0,7.9,14.6,11.3,9.2,1.3,1.5,15.3,20.3,1.3,1.2,2.4,0.116,0.0,1.5,1.5,Unknown,tae-davis-1,Seton Hall
2024-25,Notre Dame,ACC,JR,F,33.0,33.0,30.8,5.1,10.8,0.476,0.5,1.6,0.302,4.6,9.2,0.507,0.499,4.4,6.0,0.724,1.9,3.4,5.3,1.8,0.6,0.1,2.1,2.4,15.1,Unknown,ACC,JR,F,33.0,33.0,1017.0,18.9,0.554,0.149,0.561,492.0,7.4,13.4,10.5,12.6,1.2,0.2,13.3,27.2,2.3,0.8,3.1,0.123,2.6,-0.1,2.5,Unknown,tae-davis-1,Notre Dame
2020-21,Tennessee Tech,OVC,FR,G,6.0,0.0,8.2,0.7,2.3,0.286,0.3,1.7,0.2,0.3,0.7,0.5,0.357,0.0,0.0,Unknown,0.0,0.2,0.2,0.5,0.2,0.0,0.7,0.7,1.7,Unknown,OVC,FR,G,6.0,0.0,49.0,-0.9,0.357,0.714,0.0,10.0,0.0,2.4,1.2,11.7,1.2,0.0,22.2,18.6,-0.1,0.0,-0.1,-0.089,-6.8,-2.9,-9.7,Unknown,taelon-peter-1,
2024-25,Liberty,CUSA,SR,G,35.0,2.0,22.7,4.8,8.3,0.578,2.2,4.9,0.453,2.6,3.4,0.756,0.711,1.9,2.5,0.773,0.3,3.7,4.0,1.0,0.9,0.1,0.6,2.0,13.7,Unknown,CUSA,SR,G,35.0,2.0,794.0,27.2,0.724,0.588,0.304,380.0,1.8,18.3,10.6,9.6,2.4,0.5,6.0,24.1,3.3,2.0,5.3,0.266,6.8,2.2,9.0,Unknown,taelon-peter-1,Tennessee Tech
2022-23,VMI,Southern,FR,G,31.0,12.0,22.7,2.4,4.9,0.484,0.5,1.5,0.37,1.8,3.5,0.533,0.539,0.8,1.3,0.667,2.2,5.0,7.2,0.8,0.9,0.3,1.4,3.2,6.2,Unknown,Southern,FR,G,31.0,12.0,704.0,15.4,0.557,0.301,0.255,206.0,11.0,26.4,18.4,7.2,2.3,1.5,20.0,15.6,0.9,0.6,1.5,0.085,-2.8,-1.8,-4.5,Unknown,taeshaud-jackson-1,
2023-24,VMI,Southern,SO,G,31.0,30.0,29.7,3.7,8.4,0.446,1.0,3.1,0.33,2.7,5.3,0.515,0.508,2.1,3.3,0.634,2.6,7.7,10.4,1.2,1.3,0.4,2.0,2.7,10.6,Unknown,Southern,SO,G,31.0,30.0,921.0,16.5,0.533,0.373,0.388,340.0,9.6,27.1,18.5,7.7,2.4,1.3,17.0,19.3,0.8,1.3,2.1,0.092,-1.6,-1.2,-2.8,Unknown,taeshaud-jackson-1,VMI
2024-25,Northern Colorado,Big Sky,JR,G,22.0,0.0,7.2,0.5,1.3,0.379,0.2,0.6,0.286,0.3,0.7,0.467,0.448,0.4,0.5,0.727,0.5,1.6,2.1,0.3,0.1,0.1,0.4,1.3,1.5,Unknown,Big Sky,JR,G,22.0,0.0,159.0,9.2,0.497,0.483,0.379,41.0,9.0,26.6,18.1,6.7,0.7,2.0,18.9,13.8,0.1,0.2,0.3,0.086,-4.4,-0.3,-4.6,Unknown,taeshaud-jackson-1,VMI
2022-23,Massachusetts,A-10,FR,F,30.0,0.0,12.4,1.1,3.6,0.312,0.4,1.5,0.267,0.7,2.1,0.344,0.367,0.8,1.3,0.575,0.5,1.6,2.1,0.3,0.5,0.7,1.1,1.3,3.4,Unknown,A-10,FR,F,30.0,0.0,372.0,6.4,0.402,0.413,0.367,97.0,4.3,14.7,9.3,4.0,2.1,6.3,20.5,20.7,-0.5,0.6,0.1,0.008,-5.9,1.1,-4.8,Unknown,tafara-gapare-1,
2023-24,Georgia Tech,ACC,SO,F,29.0,15.0,18.2,1.8,5.2,0.347,0.3,2.0,0.169,1.4,3.1,0.462,0.38,1.2,1.7,0.68,0.8,2.7,3.5,0.8,0.3,1.1,0.9,1.9,5.1,Unknown,ACC,SO,F,29.0,15.0,527.0,10.4,0.426,0.393,0.333,149.0,4.9,16.2,10.6,8.7,1.1,6.8,13.4,19.2,-0.1,0.6,0.5,0.038,-2.6,2.5,-0.1,Unknown,tafara-gapare-1,Massachusetts
2024-25,Maryland,Big Ten,JR,F,32.0,0.0,10.3,1.2,2.6,0.47,0.4,1.1,0.371,0.8,1.5,0.542,0.548,0.6,0.9,0.621,0.4,1.5,1.9,0.2,0.4,0.8,0.5,1.3,3.4,Unknown,Big Ten,JR,F,32.0,0.0,331.0,14.5,0.563,0.422,0.349,98.0,4.2,16.6,10.6,3.0,2.1,8.0,14.9,17.0,0.3,0.8,1.1,0.137,-1.0,5.2,4.2,Unknown,tafara-gapare-1,Georgia Tech
2022-23,Canisius,MAAC,FR,G,30.0,30.0,30.1,4.5,11.4,0.396,1.5,5.1,0.301,3.0,6.3,0.473,0.463,1.8,2.1,0.873,0.9,2.2,3.1,2.8,0.9,0.4,2.4,1.2,12.4,Unknown,MAAC,FR,G,30.0,30.0,902.0,14.2,0.5,0.449,0.185,365.0,3.2,9.2,6.1,19.9,1.8,1.3,16.1,25.2,0.7,0.8,1.6,0.069,-0.2,-1.7,-1.9,Unknown,tahj-staveskie-1,
2023-24,Canisius,MAAC,SO,G,2.0,2.0,33.5,4.0,13.0,0.308,2.5,6.0,0.417,1.5,7.0,0.214,0.404,0.0,0.0,Unknown,1.5,2.5,4.0,4.5,1.0,0.5,3.0,1.5,10.5,Unknown,MAAC,SO,G,2.0,2.0,67.0,8.9,0.404,0.462,0.0,24.0,5.0,8.6,6.8,25.2,1.7,1.5,18.8,23.7,0.0,0.1,0.0,0.023,-1.2,-1.7,-2.9,Unknown,tahj-staveskie-1,Canisius
2024-25,Cleveland State,Horizon,JR,G,36.0,36.0,31.5,4.1,10.9,0.378,2.3,6.4,0.361,1.8,4.6,0.402,0.484,1.9,2.3,0.843,0.6,1.6,2.2,1.6,0.9,0.1,1.3,1.8,12.5,Unknown,Horizon,JR,G,36.0,36.0,1135.0,12.8,0.52,0.584,0.211,409.0,2.3,6.0,4.1,9.7,1.8,0.4,9.8,21.4,1.8,1.4,3.2,0.113,0.0,-1.1,-1.0,Unknown,tahj-staveskie-1,Canisius
2021-22,Monmouth,MAAC,FR,G,19.0,0.0,6.4,0.5,1.5,0.31,0.1,0.4,0.125,0.4,1.1,0.381,0.328,0.3,0.4,0.75,0.3,0.5,0.8,0.2,0.0,0.1,0.4,0.9,1.3,Unknown,MAAC,FR,G,19.0,0.0,122.0,2.5,0.381,0.276,0.276,26.0,5.6,9.1,7.4,4.8,0.0,2.0,17.6,16.9,-0.1,0.1,0.0,-0.004,-6.3,-2.0,-8.3,Unknown,tahron-allen-1,
2022-23,Monmouth,CAA,SO,G,33.0,26.0,20.3,3.3,7.8,0.424,0.1,0.6,0.15,3.2,7.2,0.447,0.43,1.3,2.2,0.592,0.8,2.1,2.9,0.8,1.0,0.2,0.8,2.1,8.0,Unknown,CAA,SO,G,33.0,26.0,670.0,13.5,0.452,0.078,0.276,240.0,4.4,12.6,8.3,10.4,2.8,1.6,8.8,23.9,0.3,0.4,0.7,0.042,-2.6,-1.7,-4.3,Unknown,tahron-allen-1,Monmouth
2023-24,Wagner,NEC,JR,G,32.0,24.0,27.6,3.8,9.4,0.405,0.8,1.8,0.441,3.0,7.6,0.397,0.449,2.0,2.9,0.707,1.8,3.2,5.1,0.9,0.6,0.2,1.3,2.4,10.5,Unknown,NEC,JR,G,32.0,24.0,884.0,13.7,0.486,0.196,0.306,316.0,7.2,14.0,10.4,7.9,1.4,0.9,11.1,23.7,0.7,1.5,2.2,0.099,-2.2,-1.8,-4.0,Unknown,tahron-allen-1,Monmouth
2024-25,Delaware,CAA,SR,G,22.0,6.0,14.0,1.8,4.4,0.417,0.5,1.5,0.344,1.3,2.9,0.453,0.474,0.5,0.9,0.55,0.2,0.9,1.0,0.8,0.4,0.1,0.5,1.4,4.6,Unknown,CAA,SR,G,22.0,6.0,309.0,9.6,0.483,0.333,0.208,97.0,1.6,6.8,4.4,9.9,1.7,0.6,8.7,19.2,0.1,0.1,0.3,0.035,-3.3,-2.3,-5.6,Unknown,tahron-allen-1,Wagner
2023-24,William & Mary,CAA,FR,C,26.0,0.0,12.2,0.6,1.1,0.571,0.0,0.0,Unknown,0.6,1.1,0.571,0.571,0.2,0.9,0.261,1.0,2.1,3.1,0.2,0.5,0.8,0.7,2.5,1.5,Unknown,CAA,FR,C,26.0,0.0,316.0,9.0,0.488,0.0,0.821,48.0,8.6,20.2,14.3,3.5,2.5,7.7,31.6,9.3,-0.1,0.6,0.5,0.058,-7.6,2.0,-5.6,Unknown,tai-hamilton-1,
2024-25,Winthrop,Big South,SO,C,28.0,0.0,7.9,0.6,1.3,0.486,0.0,0.0,Unknown,0.6,1.3,0.486,0.486,0.6,1.1,0.563,1.1,1.4,2.5,0.1,0.4,0.8,0.5,1.7,1.9,Unknown,Big South,SO,C,28.0,0.0,220.0,15.6,0.517,0.0,0.865,67.0,15.4,18.5,17.0,2.9,2.7,10.7,19.9,13.7,0.2,0.5,0.7,0.128,-5.6,1.6,-4.0,Unknown,tai-hamilton-1,William & Mary
2020-21,Austin Peay,OVC,FR,G,27.0,12.0,17.6,2.4,6.0,0.393,1.1,3.3,0.344,1.2,2.7,0.452,0.488,0.5,0.8,0.619,0.3,0.9,1.2,1.1,0.6,0.0,1.1,1.3,6.4,Unknown,OVC,FR,G,27.0,12.0,476.0,10.9,0.497,0.552,0.129,159.0,2.2,6.3,4.1,11.3,1.9,0.0,14.8,20.8,0.5,0.5,1.0,0.081,-2.1,-2.3,-4.4,Unknown,taireon-joseph-1,
2021-22,Radford,Big South,SO,G,29.0,9.0,17.2,1.4,4.2,0.344,0.8,2.6,0.303,0.7,1.6,0.413,0.439,0.4,0.6,0.667,0.1,1.4,1.5,0.7,0.5,0.0,0.6,1.1,4.1,Unknown,Big South,SO,G,29.0,9.0,500.0,7.4,0.456,0.623,0.148,110.0,0.7,10.7,5.4,8.3,1.7,0.0,11.5,15.6,0.1,0.5,0.6,0.048,-3.7,-0.4,-4.1,Unknown,taireon-joseph-1,Austin Peay
2023-24,Southern,SWAC,JR,G,19.0,16.0,30.8,7.7,17.5,0.438,2.7,8.9,0.306,4.9,8.6,0.577,0.517,2.4,3.5,0.672,0.6,2.5,3.1,1.7,1.6,0.0,2.5,1.9,20.5,Unknown,SWAC,JR,G,19.0,16.0,586.0,19.2,0.533,0.511,0.201,327.0,2.4,10.4,6.2,14.5,2.9,0.0,11.4,34.9,0.7,1.0,1.7,0.119,3.3,-2.1,1.2,Unknown,taireon-joseph-1,Radford
2024-25,UTSA,AAC,JR,G,19.0,9.0,23.6,3.2,8.0,0.395,1.2,4.3,0.268,2.0,3.7,0.543,0.467,1.4,1.9,0.703,0.6,1.3,1.9,1.1,1.3,0.2,0.8,2.1,8.8,Unknown,AAC,JR,G,19.0,9.0,448.0,13.0,0.495,0.539,0.243,156.0,2.9,6.8,4.7,8.6,3.2,1.0,8.1,20.4,0.5,0.4,0.8,0.073,-1.3,-0.5,-1.9,Unknown,taireon-joseph-1,Southern
2022-23,Northern Illinois,MAC,FR,G,22.0,0.0,3.3,0.3,0.8,0.412,0.2,0.6,0.286,0.1,0.1,1.0,0.529,0.2,0.2,1.0,0.0,0.4,0.4,0.3,0.0,0.0,0.3,0.6,1.0,Unknown,MAC,FR,G,22.0,0.0,73.0,7.6,0.582,0.824,0.235,23.0,1.6,12.2,7.0,17.3,0.8,0.0,27.0,17.8,0.0,0.1,0.1,0.054,-5.7,-0.4,-6.2,Unknown,taku-youngblood-1,
2023-24,Gardner-Webb,Big South,SO,G,15.0,0.0,6.7,0.2,1.3,0.158,0.1,1.0,0.067,0.1,0.3,0.5,0.184,0.3,0.4,0.833,0.3,0.5,0.7,0.3,0.1,0.0,0.4,0.9,0.8,Unknown,Big South,SO,G,15.0,0.0,101.0,-1.4,0.275,0.789,0.316,15.0,4.2,7.7,5.9,6.4,1.1,0.0,21.5,13.6,-0.2,0.1,-0.1,-0.034,-8.9,-1.1,-10.0,Unknown,taku-youngblood-1,Northern Illinois
2024-25,Gardner-Webb,Big South,JR,G,7.0,0.0,6.7,0.3,1.6,0.182,0.0,1.0,0.0,0.3,0.6,0.5,0.182,0.7,0.7,1.0,0.3,0.1,0.4,1.0,0.3,0.0,0.4,1.3,1.3,Unknown,Big South,JR,G,7.0,0.0,47.0,4.8,0.336,0.636,0.455,13.0,5.0,2.4,3.6,23.9,2.4,0.0,18.3,17.1,0.0,0.0,0.0,0.003,-8.7,-1.1,-9.8,Unknown,taku-youngblood-1,Gardner-Webb
Gardner-Webb (2 Yrs),Gardner-Webb (2 Yrs),Gardner-Webb (2 Yrs),Gardner-Webb (2 Yrs),Unknown,22.0,0.0,6.7,0.2,1.4,0.167,0.0,1.0,0.045,0.2,0.4,0.5,0.183,0.5,0.5,0.909,0.3,0.4,0.6,0.5,0.2,0.0,0.4,1.0,1.0,Unknown,Gardner-Webb (2 Yrs),Gardner-Webb (2 Yrs),Unknown,22.0,0.0,148.0,0.6,0.298,0.733,0.367,28.0,4.4,6.0,5.2,12.0,1.5,0.0,20.4,14.7,-0.2,0.1,-0.1,-0.022,-8.8,-1.1,-9.9,Unknown,taku-youngblood-1,Gardner-Webb
2021-22,Indiana,Big Ten,FR,G,32.0,0.0,14.5,1.4,4.1,0.338,0.5,1.8,0.298,0.8,2.3,0.37,0.404,0.6,0.8,0.833,0.2,1.0,1.3,0.6,0.3,0.1,0.7,1.0,3.9,Unknown,Big Ten,FR,G,32.0,0.0,465.0,6.6,0.442,0.438,0.185,118.0,1.8,8.0,5.0,7.9,1.0,1.0,13.5,18.3,-0.1,0.5,0.5,0.04,-2.0,1.2,-0.8,Unknown,tamar-bates-1,
2022-23,Indiana,Big Ten,SO,G,35.0,2.0,20.4,2.2,5.5,0.392,1.1,2.8,0.374,1.1,2.7,0.411,0.487,0.7,0.8,0.926,0.3,1.3,1.6,1.1,0.5,0.1,0.7,1.7,6.1,Unknown,Big Ten,SO,G,35.0,2.0,713.0,10.0,0.517,0.51,0.139,201.0,1.7,6.9,4.5,9.1,1.3,0.3,10.8,16.7,0.8,0.7,1.4,0.081,0.1,0.8,0.9,Unknown,tamar-bates-1,Indiana
