Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,cluster,standard_player,player,new_team_x,new_university_name,new_team_name,before_Team,old_rank,old_netrtg,old_adjt,old_luck,old_sos,old_sos_ooc,new_rank,new_netrtg,new_adjt,new_luck,new_sos,new_sos_ooc,rank_change,netrtg_change,adjt_change,luck_change,sos_change,sos_ooc_change,Pos_C,Pos_F,Pos_G,Class_FR,Class_JR,Class_SO,Class_SR
2024-25,Florida Atlantic,AAC,JR,F,34.0,34.0,30.0,4.1,8.5,0.486,1.1,3.4,0.342,3.0,5.2,0.58,0.553,1.9,2.9,0.643,1.5,5.5,7.0,2.7,0.8,1.7,1.9,2.4,11.3,Unknown,AAC,JR,F,34.0,34.0,1020.0,18.3,0.57,0.393,0.338,389.0,5.7,19.8,12.9,16.2,1.5,5.9,16.2,19.5,1.7,1.5,3.2,0.127,2.6,2.2,4.9,Unknown,baba-miller-1,3,baba miller,Baba Miller,Cincinnati Bearcats,Cincinnati,Bearcats,Florida Atlantic,116.0,4.13,69.0,-0.028,2.62,4.34,55.0,14.86,66.1,-0.055,11.16,-4.92,-61.0,10.73,-2.9000000000000057,-0.027,8.54,-9.26,0,1,0,0,1,0,0
2024-25,North Dakota,Summit,SO,G,33.0,33.0,28.2,4.7,10.3,0.455,0.4,1.6,0.222,4.3,8.7,0.498,0.472,3.2,4.5,0.711,2.2,3.5,5.8,2.4,0.9,0.5,2.0,2.2,13.0,Unknown,Summit,SO,G,33.0,33.0,932.0,18.7,0.52,0.158,0.437,442.0,8.2,14.8,11.3,16.5,1.8,2.2,13.8,24.5,1.7,0.6,2.3,0.1,0.8,-1.7,-0.9,Unknown,mier-panoam-1,2,mier panoam,Mier Panoam,Xavier Musketeers,Xavier,Musketeers,North Dakota,265.0,-8.31,69.2,-0.02,-0.75,2.65,43.0,17.19,69.2,-0.016,10.29,-1.1,-222.0,25.5,0.0,0.004,11.04,-3.75,0,0,1,0,0,1,0
2024-25,Colorado,Big 12,SO,F,35.0,17.0,15.1,1.1,2.7,0.389,0.1,0.7,0.2,0.9,2.0,0.457,0.416,1.5,1.9,0.791,1.0,2.7,3.7,0.8,0.3,0.1,1.1,1.5,3.8,Unknown,Big 12,SO,F,35.0,17.0,528.0,10.4,0.52,0.263,0.705,148.0,8.2,20.6,14.6,10.3,1.3,0.7,23.5,16.2,0.2,0.7,0.9,0.07,-1.4,1.7,0.3,Unknown,assane-diop-2,0,assane diop,Assane Diop,San Diego Toreros,San Diego,Toreros,Colorado,87.0,8.73,68.0,-0.039,13.59,-1.53,297.0,-11.44,71.3,-0.074,0.76,-4.45,210.0,-20.17,3.299999999999997,-0.034999999999999996,-12.83,-2.92,0,1,0,0,0,1,0
2024-25,Indiana,Big Ten,SO,G,25.0,6.0,16.2,1.6,5.4,0.289,0.7,2.8,0.243,0.9,2.6,0.338,0.352,0.2,0.6,0.429,0.3,1.3,1.6,1.2,0.5,0.2,0.7,1.6,4.0,Unknown,Big Ten,SO,G,25.0,6.0,406.0,4.7,0.357,0.519,0.104,104.0,2.3,9.2,5.8,12.7,1.9,1.4,10.7,19.5,-0.4,0.5,0.1,0.007,-3.8,2.1,-1.7,Unknown,kanaan-carlyle-1,1,kanaan carlyle,Kanaan Carlyle,Florida Atlantic Owls,Florida Atlantic,Owls,Indiana,45.0,16.98,68.2,0.024,14.13,1.5,116.0,4.13,69.0,-0.028,2.62,4.34,71.0,-12.850000000000001,0.7999999999999972,-0.052000000000000005,-11.510000000000002,2.84,0,0,1,0,0,1,0
2024-25,TCU,Big 12,SO,G,32.0,25.0,29.2,4.5,11.9,0.375,0.6,2.5,0.222,3.9,9.4,0.417,0.399,1.9,2.7,0.713,1.0,3.1,4.1,3.5,1.3,0.2,2.9,2.0,11.4,Unknown,Big 12,SO,G,32.0,25.0,933.0,11.6,0.433,0.213,0.228,385.0,3.9,13.2,8.3,26.7,2.7,0.8,18.0,27.9,-0.6,1.4,0.8,0.036,-0.8,2.2,1.4,Unknown,vasean-allette-1,4,vasean allette,Vasean Allette,UTSA Roadrunners,UTSA,Roadrunners,TCU,86.0,8.82,66.7,0.03,13.1,2.81,191.0,-2.39,70.1,-0.051,1.44,1.68,105.0,-11.21,3.3999999999999915,-0.08099999999999999,-11.66,-1.1300000000000001,0,0,1,0,0,1,0
2024-25,Rutgers,Big Ten,SR,G,31.0,26.0,24.3,2.6,5.9,0.448,0.4,1.5,0.283,2.2,4.4,0.504,0.484,1.3,2.0,0.661,0.9,2.0,2.9,2.0,1.3,0.2,1.7,2.1,7.0,Unknown,Big Ten,SR,G,31.0,26.0,752.0,11.7,0.513,0.251,0.339,230.0,4.2,9.5,6.8,14.6,3.1,0.9,20.3,17.6,0.3,0.7,1.0,0.053,-1.1,2.1,1.0,Unknown,jeremiah-williams-3,4,jeremiah williams,Jeremiah Williams,Georgetown Hoyas,Georgetown,Hoyas,Rutgers,70.0,11.5,68.9,-0.012,14.07,-2.32,90.0,8.49,68.5,-0.029,6.72,-11.49,20.0,-3.01,-0.4000000000000057,-0.017,-7.3500000000000005,-9.17,0,0,1,0,0,0,1
2024-25,Northeastern,CAA,JR,C,32.0,30.0,21.8,1.7,2.9,0.587,0.0,0.0,0.0,1.7,2.8,0.593,0.587,0.7,1.3,0.512,2.0,3.0,5.0,0.7,0.6,2.4,1.5,3.0,4.0,Unknown,CAA,JR,C,32.0,30.0,697.0,13.8,0.579,0.011,0.446,150.0,11.1,16.1,13.6,5.2,1.7,12.0,30.5,11.8,0.2,1.3,1.5,0.086,-4.5,2.5,-2.0,Unknown,collin-metcalf-1,0,collin metcalf,Collin Metcalf,Maryland Terrapins,Maryland,Terrapins,Northeastern,209.0,-3.87,67.6,0.019,-4.21,-3.82,10.0,27.07,69.6,-0.028,12.51,-10.46,-199.0,30.94,2.0,-0.047,16.72,-6.640000000000001,1,0,0,0,1,0,0
2024-25,Oklahoma,SEC,SR,G,34.0,34.0,24.6,3.2,6.2,0.514,1.2,2.7,0.43,2.0,3.4,0.581,0.61,1.9,2.3,0.831,0.4,2.1,2.5,2.0,1.4,0.1,1.2,1.9,9.4,Unknown,SEC,SR,G,34.0,34.0,838.0,17.5,0.649,0.443,0.367,309.0,2.1,9.9,6.2,15.8,3.3,0.3,14.3,17.5,2.0,0.9,3.0,0.142,3.7,3.4,7.1,Unknown,duke-miles-1,2,duke miles,Duke Miles,Vanderbilt Commodores,Vanderbilt,Commodores,Oklahoma,40.0,17.95,68.8,-0.004,14.9,-5.33,48.0,16.23,69.5,0.01,13.38,-6.82,8.0,-1.7199999999999989,0.7000000000000028,0.014,-1.5199999999999996,-1.4900000000000002,0,0,1,0,0,0,1
2024-25,Rice,AAC,JR,F,30.0,13.0,19.8,2.4,5.8,0.406,1.2,3.3,0.37,1.1,2.5,0.453,0.511,1.6,2.1,0.746,1.2,2.6,3.7,0.5,0.2,0.6,0.8,1.0,7.5,Unknown,AAC,JR,F,30.0,13.0,595.0,15.9,0.551,0.571,0.36,207.0,6.5,14.3,10.4,5.5,0.7,3.5,10.5,19.7,1.1,0.7,1.8,0.12,2.5,-0.5,2.0,Unknown,jacob-dar-1,2,jacob dar,Jacob Dar,Seton Hall Pirates,Seton Hall,Pirates,Rice,188.0,-2.26,65.5,-0.084,-2.13,-7.85,204.0,-3.42,64.7,-0.042,10.0,-2.9,16.0,-1.1600000000000001,-0.7999999999999972,0.042,12.129999999999999,4.949999999999999,0,1,0,0,1,0,0
2024-25,Michigan,Big Ten,FR,G,15.0,0.0,3.3,0.1,0.4,0.333,0.1,0.2,0.333,0.1,0.2,0.333,0.417,0.5,0.6,0.778,0.2,0.5,0.7,0.2,0.2,0.0,0.1,0.5,0.8,Unknown,Big Ten,FR,G,15.0,0.0,49.0,13.5,0.584,0.5,1.5,14.0,7.4,14.7,11.3,9.6,3.5,0.0,16.3,12.3,0.1,0.1,0.2,0.159,-1.2,5.5,4.3,Unknown,phat-phat-brooks-1,2,phat phat brooks,Phat Phat Brooks,Central Michigan Chippewas,Central Michigan,Chippewas,Michigan,21.0,23.45,70.1,0.072,16.57,3.95,198.0,-2.85,67.4,-0.091,-2.09,11.59,177.0,-26.3,-2.6999999999999886,-0.16299999999999998,-18.66,7.64,0,0,1,1,0,0,0
2024-25,Maryland,Big Ten,SO,G,7.0,0.0,5.3,0.4,1.7,0.25,0.4,1.7,0.25,0.0,0.0,Unknown,0.375,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,Unknown,Big Ten,SO,G,7.0,0.0,37.0,1.4,0.375,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.024,-4.1,-1.4,-5.6,Unknown,chance-stephens-1,1,chance stephens,Chance Stephens,Minnesota Golden Gophers,Minnesota,Golden Gophers,Maryland,10.0,27.07,69.6,-0.028,12.51,-10.46,83.0,9.15,62.9,0.025,12.35,-5.97,73.0,-17.92,-6.699999999999996,0.053000000000000005,-0.16000000000000014,4.490000000000001,0,0,1,0,0,1,0
2024-25,Villanova,Big East,FR,G,27.0,0.0,10.0,0.9,2.0,0.436,0.2,0.9,0.2,0.7,1.1,0.633,0.482,0.7,1.1,0.6,0.3,1.1,1.4,0.5,0.2,0.2,0.6,1.8,2.6,Unknown,Big East,FR,G,27.0,0.0,271.0,8.1,0.513,0.455,0.545,73.0,4.2,12.6,8.6,8.7,1.2,2.5,18.8,17.2,0.1,0.3,0.4,0.06,-4.7,1.4,-3.3,Unknown,kris-parker-1,0,kris parker,Kris Parker,UCF Knights,UCF,Knights,Villanova,56.0,14.74,63.4,-0.066,8.19,-6.34,67.0,11.95,72.2,0.047,12.27,-1.17,11.0,-2.790000000000001,8.800000000000004,0.113,4.08,5.17,0,0,1,1,0,0,0
2024-25,Pacific,WCC,JR,G,33.0,33.0,33.7,5.2,10.7,0.483,0.6,1.9,0.297,4.6,8.7,0.524,0.51,4.8,6.5,0.748,1.3,3.6,4.8,1.5,0.7,0.3,2.7,2.7,15.7,Unknown,WCC,JR,G,33.0,33.0,1112.0,15.5,0.572,0.182,0.608,479.0,4.3,12.6,8.4,9.3,1.3,0.9,16.2,24.9,1.6,0.7,2.3,0.082,0.3,-1.4,-1.1,Unknown,elijah-fisher-1,2,elijah fisher,Elijah Fisher,Seton Hall Pirates,Seton Hall,Pirates,Pacific,284.0,-10.36,66.6,-0.033,2.34,-0.21,204.0,-3.42,64.7,-0.042,10.0,-2.9,-80.0,6.9399999999999995,-1.8999999999999915,-0.009000000000000001,7.66,-2.69,0,0,1,0,1,0,0
2024-25,Florida International,CUSA,SR,F,26.0,1.0,12.0,1.7,4.5,0.371,0.7,2.5,0.288,0.9,1.9,0.48,0.453,0.6,1.0,0.6,0.5,2.2,2.6,0.7,0.7,0.3,0.7,1.3,4.6,Unknown,CUSA,SR,F,26.0,1.0,313.0,14.2,0.469,0.569,0.216,113.0,4.3,21.7,12.6,12.1,3.1,3.0,11.7,23.0,0.1,0.6,0.7,0.093,-2.0,1.1,-0.9,Unknown,travis-gray-1,4,travis gray,Travis Gray,Wagner Seahawks,Wagner,Seahawks,FIU,255.0,-7.66,68.6,-0.05,0.12,-6.56,346.0,-18.14,60.5,0.061,-10.41,-2.1,91.0,-10.48,-8.099999999999994,0.111,-10.53,4.459999999999999,0,1,0,0,0,0,1
2024-25,Northern Illinois,MAC,JR,G,23.0,12.0,23.0,4.0,8.8,0.455,1.4,3.6,0.39,2.6,5.2,0.5,0.535,2.7,4.0,0.667,1.0,4.0,5.0,0.8,1.0,0.0,0.9,2.5,12.1,Unknown,MAC,JR,G,23.0,12.0,529.0,19.5,0.565,0.406,0.46,251.0,4.4,19.7,11.9,7.9,2.3,0.2,7.9,25.7,1.0,0.7,1.8,0.133,-0.8,-1.9,-2.7,Unknown,quaran-mcpherson-1,2,quaran mcpherson,Quaran McPherson,UAB Blazers,UAB,Blazers,Northern Illinois,343.0,-17.91,69.1,-0.091,-3.28,-0.53,99.0,6.7,69.5,-0.017,0.66,-8.4,-244.0,24.61,0.4000000000000057,0.074,3.94,-7.87,0,0,1,0,1,0,0
2024-25,Eastern Kentucky,A-Sun,SO,G,30.0,15.0,22.8,2.7,7.2,0.377,1.6,4.8,0.329,1.1,2.4,0.472,0.486,0.8,1.0,0.833,0.7,1.1,1.8,0.6,1.4,0.1,0.7,1.8,7.8,Unknown,A-Sun,SO,G,30.0,15.0,684.0,12.4,0.51,0.665,0.14,209.0,3.2,5.8,4.4,4.7,3.5,0.3,8.0,17.8,0.8,0.6,1.5,0.085,-2.3,-0.8,-3.1,Unknown,jordan-crawford-3,4,jordan crawford,Jordan Crawford,South Dakota Coyotes,South Dakota,Coyotes,Eastern Kentucky,187.0,-2.24,67.8,0.019,-3.42,4.41,240.0,-6.24,74.9,0.101,-3.45,-3.98,53.0,-4.0,7.1000000000000085,0.082,-0.03000000000000025,-8.39,0,0,1,0,0,1,0
2024-25,Central Arkansas,A-Sun,JR,F,28.0,11.0,10.5,0.8,1.4,0.605,0.0,0.0,0.0,0.8,1.4,0.605,0.605,0.5,0.6,0.778,1.0,2.0,3.0,0.3,0.3,0.2,0.4,0.9,2.1,Unknown,A-Sun,JR,F,28.0,11.0,293.0,15.1,0.644,0.0,0.474,68.0,10.7,22.2,16.2,5.8,1.8,2.9,19.1,9.9,0.5,0.3,0.7,0.098,-3.3,-1.2,-4.5,Unknown,ubong-abasi-etim-1,0,ubongabasi etim,Ubongabasi Etim,Southeastern Louisiana Lions,Southeastern Louisiana,Lions,Central Arkansas,349.0,-18.65,66.6,0.036,-3.09,2.28,186.0,-2.23,67.1,0.011,-3.36,-0.53,-163.0,16.419999999999998,0.5,-0.024999999999999998,-0.27,-2.8099999999999996,0,1,0,0,1,0,0
2024-25,South Carolina,SEC,SO,G,32.0,6.0,22.3,1.9,5.0,0.384,1.4,3.5,0.407,0.5,1.4,0.326,0.528,0.6,0.8,0.769,0.4,1.0,1.4,0.9,0.5,0.0,0.9,1.3,5.9,Unknown,SEC,SO,G,32.0,6.0,712.0,8.4,0.549,0.711,0.164,171.0,2.4,5.3,3.8,8.0,1.3,0.2,14.0,14.5,0.6,0.5,1.0,0.058,0.4,1.4,1.8,Unknown,morris-ugusuk-1,4,morris ugusuk,Morris Ugusuk,West Virginia Mountaineers,West Virginia,Mountaineers,South Carolina,69.0,11.51,65.5,-0.088,14.55,-2.11,53.0,15.11,64.3,0.023,13.19,0.98,-16.0,3.5999999999999996,-1.2000000000000028,0.11099999999999999,-1.3600000000000012,3.09,0,0,1,0,0,1,0
2024-25,Western Kentucky,CUSA,SR,F,10.0,10.0,27.6,5.1,9.5,0.537,0.5,1.3,0.385,4.6,8.2,0.561,0.563,4.5,5.6,0.804,3.0,4.8,7.8,0.7,1.1,0.7,1.1,2.0,15.2,Unknown,CUSA,SR,F,10.0,10.0,276.0,26.5,0.625,0.137,0.589,147.0,11.2,18.0,14.6,5.4,2.2,3.0,8.3,23.4,1.0,0.5,1.5,0.219,5.7,1.2,6.9,Unknown,babacar-faye-1,3,babacar faye,Babacar Faye,Utah Utes,Utah,Utes,Western Kentucky,161.0,0.21,71.9,0.034,2.13,1.99,76.0,10.5,69.1,-0.063,10.61,-9.6,-85.0,10.29,-2.8000000000000114,-0.097,8.48,-11.59,0,1,0,0,0,0,1
2024-25,DePaul,Big East,FR,G,19.0,0.0,5.4,0.4,0.6,0.583,0.3,0.4,0.625,0.1,0.2,0.5,0.792,0.1,0.3,0.167,0.2,0.8,1.0,0.2,0.3,0.2,0.4,0.4,1.1,Unknown,Big East,FR,G,19.0,0.0,102.0,11.3,0.673,0.667,0.5,18.0,3.5,18.1,11.0,6.9,2.9,4.1,32.0,11.2,0.0,0.2,0.2,0.062,-0.5,3.6,3.0,Unknown,chris-riddle-1,0,chris riddle,Chris Riddle,Toledo Rockets,Toledo,Rockets,DePaul,122.0,3.83,67.4,-0.039,8.74,-9.46,236.0,-5.77,68.2,0.117,-1.95,3.91,114.0,-9.6,0.7999999999999972,0.156,-10.69,13.370000000000001,0,0,1,1,0,0,0
2024-25,Pacific,WCC,JR,G,33.0,33.0,34.3,4.8,12.0,0.401,1.1,3.8,0.296,3.7,8.2,0.449,0.447,2.7,3.2,0.84,1.0,4.1,5.1,5.8,1.7,0.2,3.9,2.3,13.5,Unknown,WCC,JR,G,33.0,33.0,1132.0,14.8,0.496,0.315,0.267,502.0,3.3,14.3,8.7,35.5,2.9,0.5,22.4,26.0,0.4,1.1,1.5,0.053,-0.3,-0.9,-1.1,Unknown,lamar-washington-1,4,lamar washington,Lamar Washington,Georgia Tech Yellow Jackets,Georgia Tech,Yellow Jackets,Pacific,284.0,-10.36,66.6,-0.033,2.34,-0.21,103.0,5.87,68.9,-0.001,6.07,-8.11,-181.0,16.23,2.3000000000000114,0.032,3.7300000000000004,-7.8999999999999995,0,0,1,0,1,0,0
2024-25,Saint Peter's,MAAC,JR,G,28.0,27.0,35.9,4.0,11.8,0.342,2.2,6.6,0.33,1.9,5.2,0.359,0.435,4.1,5.1,0.817,1.1,2.2,3.3,1.8,0.8,0.1,2.1,3.0,14.4,Unknown,MAAC,JR,G,28.0,27.0,1004.0,11.9,0.507,0.561,0.43,380.0,3.5,7.3,5.3,11.1,1.4,0.5,12.9,23.1,1.5,1.2,2.7,0.106,-2.1,-1.5,-3.6,Unknown,marcus-randolph-1,4,marcus randolph,Marcus Randolph,La Salle Explorers,La Salle,Explorers,Saint Peter's,298.0,-11.45,64.1,0.007,-7.19,-0.12,229.0,-5.23,68.8,0.046,1.66,-1.43,-69.0,6.219999999999999,4.700000000000003,0.039,8.85,-1.31,0,0,1,0,1,0,0
2024-25,Cincinnati,Big 12,FR,F,34.0,0.0,11.2,1.2,3.3,0.357,0.8,2.4,0.321,0.4,0.9,0.452,0.473,0.2,0.4,0.538,0.5,1.0,1.5,0.3,0.0,0.1,0.3,0.8,3.3,Unknown,Big 12,FR,F,34.0,0.0,380.0,9.2,0.478,0.723,0.116,105.0,5.1,10.4,7.7,4.6,0.2,1.4,7.1,17.3,0.3,0.4,0.8,0.082,-0.4,0.0,-0.4,Unknown,tyler-betsey-1,4,tyler betsey,Tyler Betsey,Syracuse Orange,Syracuse,Orange,Cincinnati,55.0,14.86,66.1,-0.055,11.16,-4.92,115.0,4.22,68.4,0.026,8.42,2.58,60.0,-10.64,2.3000000000000114,0.081,-2.74,7.5,0,1,0,1,0,0,0
2024-25,Kansas,Big 12,JR,G,33.0,20.0,20.2,2.1,5.7,0.372,1.2,3.7,0.336,0.9,2.0,0.439,0.481,0.8,1.2,0.675,0.5,1.6,2.1,1.4,0.3,0.3,0.9,1.5,6.3,Unknown,Big 12,JR,G,33.0,20.0,667.0,9.4,0.502,0.649,0.213,200.0,2.6,8.5,5.7,11.3,0.8,1.5,12.7,17.8,0.5,0.9,1.3,0.08,0.6,2.3,3.0,Unknown,rylan-griffen-1,4,rylan griffen,Rylan Griffen,Texas A&M Aggies,Texas A&M,Aggies,Kansas,24.0,22.94,68.6,-0.034,15.79,8.86,18.0,23.66,66.8,0.001,16.52,7.67,-6.0,0.7199999999999989,-1.7999999999999972,0.035,0.7300000000000004,-1.1899999999999995,0,0,1,0,1,0,0
2024-25,Memphis,AAC,SR,G,35.0,0.0,14.4,1.7,4.1,0.4,1.3,3.3,0.393,0.3,0.8,0.429,0.559,0.8,0.9,0.933,0.4,1.1,1.5,0.3,0.3,0.0,0.5,0.9,5.4,Unknown,AAC,SR,G,35.0,0.0,504.0,12.3,0.597,0.807,0.207,164.0,3.0,8.6,5.9,4.1,1.2,0.0,10.7,17.0,1.0,0.5,1.5,0.118,2.4,0.3,2.6,Unknown,pj-carter-1,4,pj carter,PJ Carter,LSU Tigers,LSU,Tigers,Memphis,54.0,15.1,71.0,0.085,6.51,15.73,88.0,8.72,68.2,-0.062,14.03,-7.01,34.0,-6.379999999999999,-2.799999999999997,-0.14700000000000002,7.52,-22.740000000000002,0,0,1,0,0,0,1
2024-25,Texas Tech,Big 12,SR,C,35.0,6.0,18.9,2.1,2.9,0.743,0.0,0.0,0.0,2.1,2.9,0.743,0.743,0.9,1.7,0.492,2.3,2.2,4.5,0.7,0.4,0.8,0.7,2.1,5.1,Unknown,Big 12,SR,C,35.0,6.0,662.0,18.4,0.692,0.0,0.604,197.0,14.4,13.3,13.8,6.1,1.4,4.5,15.6,11.9,1.7,1.1,2.8,0.172,3.6,3.5,7.1,Unknown,federiko-federiko-1,3,federiko federiko,Federiko Federiko,Texas A&M Aggies,Texas A&M,Aggies,Texas Tech,9.0,27.92,66.1,-0.037,12.19,-4.68,18.0,23.66,66.8,0.001,16.52,7.67,9.0,-4.260000000000002,0.7000000000000028,0.038,4.33,12.35,1,0,0,0,0,0,1
2024-25,Troy,Sun Belt,JR,F,34.0,33.0,21.9,2.7,5.6,0.487,0.6,1.9,0.333,2.1,3.7,0.563,0.542,1.8,2.5,0.721,1.9,2.9,4.8,0.7,0.6,0.8,1.1,2.3,7.9,Unknown,Sun Belt,JR,F,34.0,33.0,744.0,16.9,0.581,0.333,0.455,255.0,9.7,14.5,12.1,6.2,1.6,3.9,13.9,17.6,1.5,1.4,2.9,0.155,-0.2,0.7,0.4,Unknown,jackson-fields-1,0,jackson fields,Jackson Fields,West Virginia Mountaineers,West Virginia,Mountaineers,Troy,95.0,6.95,66.5,-0.003,-1.81,1.44,53.0,15.11,64.3,0.023,13.19,0.98,-42.0,8.16,-2.200000000000003,0.026,15.0,-0.45999999999999996,0,1,0,0,1,0,0
2024-25,Mount St. Mary's,MAAC,SO,G,30.0,30.0,28.2,2.9,6.3,0.468,2.6,5.5,0.464,0.4,0.7,0.5,0.673,1.0,1.3,0.816,0.4,1.3,1.7,1.3,0.6,0.1,0.4,1.2,9.5,Unknown,MAAC,SO,G,30.0,30.0,846.0,14.5,0.689,0.883,0.202,239.0,1.8,4.8,3.4,9.4,1.3,0.4,5.1,13.1,2.2,0.8,3.1,0.145,2.3,-0.6,1.7,Unknown,carmelo-pacheco-1,2,carmelo pacheco,Carmelo Pacheco,UCF Knights,UCF,Knights,Mount St. Mary's,243.0,-6.34,67.8,0.162,-6.61,-1.32,67.0,11.95,72.2,0.047,12.27,-1.17,-176.0,18.29,4.400000000000006,-0.115,18.88,0.15000000000000013,0,0,1,0,0,1,0
2024-25,UC Davis,Big West,SR,G,32.0,32.0,27.6,4.3,7.3,0.587,0.1,0.5,0.25,4.2,6.8,0.612,0.596,2.5,3.8,0.659,1.5,3.7,5.3,1.1,1.2,0.8,2.3,2.6,11.3,Unknown,Big West,SR,G,32.0,32.0,883.0,17.6,0.615,0.068,0.523,336.0,6.3,15.9,11.0,9.5,2.4,3.2,19.9,21.1,1.2,1.5,2.7,0.122,-1.4,1.1,-0.4,Unknown,pablo-tamba-1,0,pablo tamba,Pablo Tamba,LSU Tigers,LSU,Tigers,UC Davis,250.0,-6.98,67.2,0.07,-0.01,1.74,88.0,8.72,68.2,-0.062,14.03,-7.01,-162.0,15.700000000000001,1.0,-0.132,14.04,-8.75,0,0,1,0,0,0,1
2024-25,UNLV,MWC,SR,G,33.0,8.0,23.3,3.8,9.9,0.387,1.7,4.8,0.35,2.1,5.0,0.422,0.472,0.9,1.2,0.732,0.7,3.6,4.3,1.2,0.9,0.1,1.5,2.1,10.2,Unknown,MWC,SR,G,33.0,8.0,770.0,13.8,0.489,0.491,0.126,309.0,3.5,17.5,10.6,11.7,2.3,0.3,12.2,27.1,0.2,1.2,1.4,0.075,0.7,0.8,1.5,Unknown,jailen-bedford-1,4,jailen bedford,Jailen Bedford,Virginia Tech Hokies,Virginia Tech,Hokies,UNLV,93.0,7.21,66.0,0.01,5.73,3.62,164.0,-0.02,65.3,0.03,6.8,-1.29,71.0,-7.2299999999999995,-0.7000000000000028,0.019999999999999997,1.0699999999999994,-4.91,0,0,1,0,0,0,1
2024-25,St. John's (NY),Big East,JR,F,34.0,1.0,7.1,1.1,2.1,0.542,0.0,0.1,0.0,1.1,2.0,0.565,0.542,0.4,0.5,0.722,0.5,1.2,1.7,0.1,0.1,0.5,0.4,1.0,2.7,Unknown,Big East,JR,F,34.0,1.0,243.0,16.7,0.565,0.042,0.25,82.0,7.7,17.7,12.6,3.7,0.9,8.2,13.0,17.9,0.4,0.6,1.0,0.161,-1.5,4.0,2.5,Unknown,vincent-iwuchukwu-1,0,vincent iwuchukwu,Vincent Iwuchukwu,Georgetown Hoyas,Georgetown,Hoyas,St. John's,14.0,26.06,70.0,-0.017,9.16,-0.2,90.0,8.49,68.5,-0.029,6.72,-11.49,76.0,-17.57,-1.5,-0.012,-2.4400000000000004,-11.290000000000001,0,1,0,0,1,0,0
2024-25,Michigan,Big Ten,SR,G,5.0,0.0,3.8,0.2,0.8,0.25,0.0,0.0,0.0,0.2,0.8,0.25,0.25,0.4,1.0,0.4,0.4,0.8,1.2,0.2,0.2,0.0,0.6,0.6,0.8,Unknown,Big Ten,SR,G,5.0,0.0,19.0,1.1,0.314,0.0,1.25,5.0,12.7,21.6,17.5,8.4,3.0,0.0,32.0,24.2,-0.1,0.0,0.0,-0.057,-12.0,1.5,-10.5,Unknown,jace-howard-1,1,jace howard,Jace Howard,Fordham Rams,Fordham,Rams,Michigan,21.0,23.45,70.1,0.072,16.57,3.95,237.0,-5.91,69.7,-0.003,1.13,-3.37,216.0,-29.36,-0.3999999999999915,-0.075,-15.440000000000001,-7.32,0,0,1,0,0,0,1
2024-25,Washington,Big Ten,JR,C,12.0,0.0,5.7,0.6,1.0,0.583,0.0,0.0,0.0,0.6,1.0,0.583,0.583,0.4,0.8,0.5,0.3,0.8,1.1,0.0,0.0,0.3,0.3,1.6,1.6,Unknown,Big Ten,JR,C,12.0,0.0,68.0,7.4,0.567,0.0,0.833,18.0,6.8,16.7,11.6,0.0,0.0,4.8,19.3,15.6,0.0,0.1,0.1,0.047,-7.7,-0.3,-7.9,Unknown,kc-ibekwe-1,0,kc ibekwe,KC Ibekwe,Pacific Tigers,Pacific,Tigers,Washington,104.0,5.79,67.9,0.011,13.62,-4.3,284.0,-10.36,66.6,-0.033,2.34,-0.21,180.0,-16.15,-1.3000000000000114,-0.044,-11.28,4.09,1,0,0,0,1,0,0
2024-25,North Florida,A-Sun,FR,F,30.0,30.0,22.5,5.6,10.0,0.557,0.4,1.1,0.333,5.2,8.9,0.584,0.575,1.9,2.7,0.695,3.0,4.1,7.1,0.6,0.7,0.5,1.0,2.7,13.4,Unknown,A-Sun,FR,F,30.0,30.0,676.0,25.2,0.593,0.11,0.273,372.0,13.8,19.8,16.7,5.2,1.7,2.0,8.4,26.0,2.2,0.5,2.7,0.159,1.4,-3.4,-2.0,Unknown,josh-harris-1,3,josh harris,Josh Harris,Indiana Hoosiers,Indiana,Hoosiers,North Florida,266.0,-8.42,72.4,0.049,-2.93,6.89,45.0,16.98,68.2,0.024,14.13,1.5,-221.0,25.4,-4.200000000000003,-0.025,17.060000000000002,-5.39,0,1,0,1,0,0,0
