Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,cluster,standard_player,player,new_team_x,new_university_name,new_team_name,before_Team,old_rank,old_netrtg,old_adjt,old_luck,old_sos,old_sos_ooc,new_rank,new_netrtg,new_adjt,new_luck,new_sos,new_sos_ooc,rank_change,netrtg_change,adjt_change,luck_change,sos_change,sos_ooc_change,Pos_C,Pos_F,Pos_G,Class_FR,Class_JR,Class_SO,Class_SR
2024-25,Southern California,Big Ten,FR,F,22.0,1.0,7.6,0.7,1.8,0.385,0.1,0.8,0.176,0.5,1.0,0.545,0.423,0.5,0.9,0.55,0.2,1.2,1.4,0.5,0.2,0.3,0.2,0.9,2.0,Unknown,Big Ten,FR,F,22.0,1.0,167.0,11.4,0.454,0.436,0.513,46.0,3.9,18.9,11.7,10.2,1.4,4.8,7.6,16.2,0.1,0.2,0.3,0.078,-0.9,2.7,1.8,Unknown,jalen-shelley-1,0,jalen shelley,Jalen Shelley,Loyola Marymount Lions,Loyola Marymount,Lions,USC,57.0,14.39,68.6,-0.057,12.67,-1.97,155.0,0.39,67.4,0.062,2.47,-0.41,98.0,-14.0,-1.1999999999999886,0.119,-10.2,1.56,0,1,0,1,0,0,0
2024-25,Texas,SEC,FR,F,9.0,0.0,4.8,1.0,1.3,0.75,0.1,0.1,1.0,0.9,1.2,0.727,0.792,0.1,0.2,0.5,0.2,0.9,1.1,0.1,0.1,0.3,0.0,0.7,2.2,Unknown,SEC,FR,F,9.0,0.0,43.0,27.3,0.772,0.083,0.167,16.0,5.5,20.9,13.4,5.0,1.4,7.7,0.0,15.4,0.2,0.1,0.3,0.239,4.0,3.5,7.5,Unknown,jamie-vinson-1,3,jamie vinson,Jamie Vinson,Texas A&M Aggies,Texas A&M,Aggies,Texas,47.0,16.9,67.6,-0.067,14.25,-8.1,18.0,23.66,66.8,0.001,16.52,7.67,-29.0,6.760000000000002,-0.7999999999999972,0.068,2.2699999999999996,15.77,0,1,0,1,0,0,0
2024-25,Alabama,SEC,FR,F,24.0,3.0,14.0,2.1,4.6,0.45,0.4,1.6,0.263,1.7,3.0,0.548,0.495,1.4,2.4,0.579,0.9,1.9,2.8,0.7,0.3,0.2,0.8,1.2,6.0,Unknown,SEC,FR,F,24.0,3.0,337.0,13.7,0.518,0.342,0.514,140.0,7.1,13.0,10.3,8.1,0.9,1.3,12.1,21.2,0.5,0.3,0.8,0.095,1.9,2.0,3.9,Unknown,derrion-reid-1,2,derrion reid,Derrion Reid,Oklahoma Sooners,Oklahoma,Sooners,Alabama,6.0,30.34,75.3,0.036,20.14,12.62,40.0,17.95,68.8,-0.004,14.9,-5.33,34.0,-12.39,-6.5,-0.039999999999999994,-5.24,-17.95,0,1,0,1,0,0,0
2024-25,Western Kentucky,CUSA,SR,G,32.0,28.0,29.1,5.7,14.3,0.395,2.0,6.5,0.311,3.6,7.8,0.466,0.466,3.6,4.4,0.823,0.7,2.7,3.3,1.7,1.4,0.1,1.4,1.4,17.0,Unknown,CUSA,SR,G,32.0,28.0,930.0,18.8,0.517,0.456,0.308,500.0,2.3,9.5,5.9,12.8,2.7,0.3,8.1,29.9,1.5,1.3,2.8,0.119,3.0,0.3,3.3,Unknown,don-mchenry-1,2,don mchenry,Don McHenry,Utah Utes,Utah,Utes,Western Kentucky,161.0,0.21,71.9,0.034,2.13,1.99,76.0,10.5,69.1,-0.063,10.61,-9.6,-85.0,10.29,-2.8000000000000114,-0.097,8.48,-11.59,0,0,1,0,0,0,1
2024-25,Howard,MEAC,FR,G,32.0,32.0,34.4,5.7,12.7,0.447,1.3,3.1,0.404,4.4,9.6,0.461,0.496,6.9,8.4,0.825,1.0,5.2,6.2,3.4,1.0,0.0,2.7,3.1,19.5,Unknown,MEAC,FR,G,32.0,32.0,1101.0,20.0,0.585,0.243,0.658,611.0,3.5,17.3,10.6,20.1,1.6,0.1,13.9,27.6,3.2,0.9,4.1,0.151,1.5,-2.8,-1.2,Unknown,blake-harper-1,2,blake harper,Blake Harper,Creighton Bluejays,Creighton,Bluejays,Howard,314.0,-13.27,70.2,-0.0,-6.75,1.93,35.0,19.44,67.3,0.044,12.52,5.73,-279.0,32.71,-2.9000000000000057,0.044,19.27,3.8000000000000007,0,0,1,1,0,0,0
2024-25,Washington,Big Ten,SO,G,30.0,27.0,30.7,4.3,8.8,0.492,1.5,3.0,0.495,2.8,5.8,0.491,0.578,1.7,2.4,0.694,1.2,3.8,5.0,0.4,0.9,1.1,1.0,2.2,11.8,Unknown,Big Ten,SO,G,30.0,27.0,920.0,16.6,0.595,0.345,0.273,307.0,4.6,15.6,9.9,2.4,1.8,3.8,9.1,18.3,1.6,0.9,2.5,0.11,2.8,1.2,4.0,Unknown,tyler-harris-5,2,tyler harris,Tyler Harris,Vanderbilt Commodores,Vanderbilt,Commodores,Washington,104.0,5.79,67.9,0.011,13.62,-4.3,48.0,16.23,69.5,0.01,13.38,-6.82,-56.0,10.440000000000001,1.5999999999999943,-0.0009999999999999992,-0.23999999999999844,-2.5200000000000005,0,0,1,0,0,1,0
2024-25,Iowa,Big Ten,SO,G,27.0,12.0,16.5,2.3,5.2,0.436,0.3,1.3,0.265,1.9,3.9,0.491,0.468,1.0,1.6,0.643,0.7,2.3,3.0,1.4,0.5,0.7,0.9,1.5,5.9,Unknown,Big Ten,SO,G,27.0,12.0,446.0,13.9,0.494,0.243,0.3,165.0,5.0,16.5,10.7,13.2,1.6,4.3,13.5,20.8,0.3,0.4,0.7,0.066,0.4,1.7,2.2,Unknown,seydou-traore-1,4,seydou traore,Seydou Traore,Utah Utes,Utah,Utes,Iowa,62.0,13.56,69.8,-0.037,13.06,-8.36,76.0,10.5,69.1,-0.063,10.61,-9.6,14.0,-3.0600000000000005,-0.7000000000000028,-0.026000000000000002,-2.450000000000001,-1.2400000000000002,0,0,1,0,0,1,0
2024-25,Cincinnati,Big 12,SO,F,31.0,0.0,9.1,1.3,2.6,0.494,0.1,0.3,0.444,1.2,2.3,0.5,0.519,0.8,1.3,0.634,0.9,1.5,2.3,0.4,0.3,0.5,0.7,1.2,3.5,Unknown,Big 12,SO,F,31.0,0.0,281.0,18.3,0.547,0.111,0.506,110.0,11.0,19.2,15.0,7.3,2.1,5.7,17.3,22.3,0.4,0.6,1.0,0.137,-1.3,3.2,1.9,Unknown,arrinten-page-2,3,arrinten page,Arrinten Page,Northwestern Wildcats,Northwestern,Wildcats,Cincinnati,55.0,14.86,66.1,-0.055,11.16,-4.92,44.0,17.02,65.2,-0.089,13.07,-2.25,-11.0,2.16,-0.8999999999999915,-0.033999999999999996,1.9100000000000001,2.67,0,1,0,0,0,1,0
2024-25,Southern Illinois,MVC,SO,G,32.0,31.0,34.1,5.5,12.2,0.455,2.0,5.3,0.376,3.5,6.8,0.516,0.537,3.2,4.2,0.763,1.4,3.5,4.9,2.6,1.3,0.2,2.3,2.3,16.3,Unknown,MVC,SO,G,32.0,31.0,1091.0,18.4,0.575,0.437,0.347,495.0,5.0,11.8,8.5,15.2,2.2,0.7,13.7,24.5,2.3,1.0,3.4,0.123,2.3,-0.8,1.5,Unknown,kennard-davis-1,2,kennard davis,Kennard Davis,BYU Cougars,BYU,Cougars,Southern Illinois,190.0,-2.39,68.1,-0.025,1.55,2.27,26.0,22.31,67.6,0.05,12.66,-8.05,-164.0,24.7,-0.5,0.07500000000000001,11.11,-10.32,0,0,1,0,0,1,0
2024-25,Virginia,ACC,FR,G,29.0,1.0,12.8,1.0,3.1,0.333,0.8,2.5,0.333,0.2,0.6,0.333,0.467,0.5,0.6,0.938,0.1,1.2,1.3,0.8,0.2,0.1,0.3,1.0,3.4,Unknown,ACC,FR,G,29.0,1.0,372.0,9.8,0.507,0.8,0.178,96.0,1.1,11.7,6.6,12.4,1.2,0.6,9.3,16.9,0.3,0.3,0.5,0.058,-0.2,0.3,0.1,Unknown,ishan-sharma-1,4,ishan sharma,Ishan Sharma,Saint Louis Billikens,Saint Louis,Billikens,Virginia,106.0,5.02,61.3,0.016,8.44,0.81,121.0,3.85,67.8,-0.001,3.43,-0.37,15.0,-1.1699999999999995,6.5,-0.017,-5.01,-1.1800000000000002,0,0,1,1,0,0,0
2024-25,Brigham Young,Big 12,FR,G,21.0,0.0,5.2,0.4,1.2,0.346,0.1,0.4,0.222,0.3,0.8,0.412,0.385,0.2,0.3,0.714,0.2,0.4,0.6,0.7,0.3,0.0,0.3,0.7,1.2,Unknown,Big 12,FR,G,21.0,0.0,110.0,10.0,0.426,0.346,0.269,34.0,5.5,8.3,6.9,21.7,3.2,0.0,17.0,16.2,0.1,0.1,0.2,0.084,-3.5,2.8,-0.7,Unknown,elijah-crawford-1,4,elijah crawford,Elijah Crawford,Illinois Chicago Flames,Illinois Chicago,Flames,BYU,26.0,22.31,67.6,0.05,12.66,-8.05,171.0,-0.52,69.3,0.066,1.64,2.34,145.0,-22.83,1.7000000000000028,0.016,-11.02,10.39,0,0,1,1,0,0,0
2024-25,Virginia Tech,ACC,SO,G,32.0,10.0,22.4,2.8,8.2,0.347,1.4,4.8,0.296,1.4,3.4,0.418,0.433,1.0,1.2,0.816,0.2,1.5,1.7,1.4,0.6,0.0,1.1,1.3,8.1,Unknown,ACC,SO,G,32.0,10.0,716.0,9.2,0.461,0.58,0.145,242.0,0.9,8.5,4.7,13.4,1.5,0.0,11.1,23.1,0.2,0.4,0.6,0.034,-1.1,-0.1,-1.2,Unknown,jaydon-young-1,4,jaydon young,Jaydon Young,North Carolina Tar Heels,North Carolina,Tar Heels,Virginia Tech,164.0,-0.02,65.3,0.03,6.8,-1.29,31.0,20.33,70.7,-0.03,12.57,13.4,-133.0,20.349999999999998,5.400000000000006,-0.06,5.7700000000000005,14.690000000000001,0,0,1,0,0,1,0
2024-25,Florida,SEC,JR,F,24.0,0.0,11.9,2.0,4.2,0.465,0.2,0.8,0.2,1.8,3.4,0.531,0.485,0.6,1.1,0.538,1.5,1.9,3.5,0.4,0.3,0.6,0.8,1.6,4.7,Unknown,SEC,JR,F,24.0,0.0,286.0,16.3,0.494,0.198,0.257,115.0,14.5,16.2,15.4,5.5,1.4,5.5,14.4,22.0,0.4,0.6,0.9,0.13,-0.2,2.5,2.3,Unknown,sam-alexis-1,0,sam alexis,Sam Alexis,Indiana Hoosiers,Indiana,Hoosiers,Florida,3.0,36.46,70.1,0.032,16.15,-2.2,45.0,16.98,68.2,0.024,14.13,1.5,42.0,-19.48,-1.8999999999999915,-0.008,-2.019999999999998,3.7,0,1,0,0,1,0,0
2024-25,Elon,CAA,SO,G,25.0,25.0,30.8,4.3,11.6,0.374,3.0,8.4,0.351,1.4,3.1,0.436,0.502,3.6,4.5,0.805,1.0,2.8,3.8,0.8,0.3,0.0,1.2,1.5,15.2,Unknown,CAA,SO,G,25.0,25.0,770.0,16.2,0.556,0.73,0.391,333.0,3.9,9.3,6.8,5.1,0.5,0.1,7.8,24.5,2.2,0.5,2.7,0.14,2.6,-2.7,-0.2,Unknown,nick-dorn-1,2,nick dorn,Nick Dorn,Indiana Hoosiers,Indiana,Hoosiers,Elon,206.0,-3.69,65.5,-0.037,-3.84,-0.53,45.0,16.98,68.2,0.024,14.13,1.5,-161.0,20.67,2.700000000000003,0.061,17.97,2.0300000000000002,0,0,1,0,0,1,0
2024-25,Tulsa,AAC,SR,F,17.0,0.0,17.3,3.5,7.6,0.465,0.8,2.8,0.292,2.7,4.8,0.568,0.519,1.8,2.8,0.638,0.8,3.4,4.2,0.9,0.2,0.7,1.2,2.0,9.6,Unknown,AAC,SR,F,17.0,0.0,294.0,19.8,0.542,0.372,0.364,146.0,5.4,21.2,13.5,12.3,0.8,4.2,11.7,30.1,0.4,0.4,0.8,0.111,1.1,-0.2,0.9,Unknown,jared-garcia-1,2,jared garcia,Jared Garcia,Nebraska Cornhuskers,Nebraska,Cornhuskers,Tulsa,267.0,-8.54,66.4,-0.044,-1.33,-9.34,46.0,16.98,67.8,0.017,12.81,-2.92,-221.0,25.52,1.3999999999999915,0.061,14.14,6.42,0,1,0,0,0,0,1
2024-25,Tulsa,AAC,JR,G,29.0,19.0,26.8,2.1,5.9,0.351,1.5,4.5,0.336,0.6,1.4,0.4,0.48,1.8,2.4,0.732,1.1,3.7,4.8,1.7,1.1,0.5,1.0,1.5,7.4,Unknown,AAC,JR,G,29.0,19.0,777.0,13.8,0.528,0.766,0.415,225.0,4.7,14.9,9.9,11.9,2.4,1.8,12.8,15.6,0.9,1.0,2.0,0.101,-0.1,0.9,0.8,Unknown,braeden-carrington-1,4,braeden carrington,Braeden Carrington,Wisconsin Badgers,Wisconsin,Badgers,Tulsa,267.0,-8.54,66.4,-0.044,-1.33,-9.34,12.0,26.57,68.0,-0.047,14.53,0.01,-255.0,35.11,1.5999999999999943,-0.0030000000000000027,15.86,9.35,0,0,1,0,1,0,0
2024-25,VCU,A-10,FR,F,35.0,24.0,16.8,1.7,2.8,0.598,0.0,0.0,0.0,1.7,2.7,0.604,0.598,0.5,1.1,0.486,1.7,1.6,3.3,0.5,0.5,2.1,0.7,2.0,3.8,Unknown,A-10,FR,F,35.0,24.0,589.0,17.5,0.585,0.01,0.381,143.0,11.2,10.8,11.0,4.8,1.9,14.4,17.9,11.9,0.8,1.5,2.3,0.157,-1.0,5.5,4.5,Unknown,luke-bamgboye-1,3,luke bamgboye,Luke Bamgboye,Texas Tech Red Raiders,Texas Tech,Red Raiders,VCU,34.0,19.53,66.3,-0.054,1.32,-4.12,9.0,27.92,66.1,-0.037,12.19,-4.68,-25.0,8.39,-0.20000000000000284,0.017,10.87,-0.5599999999999996,0,1,0,1,0,0,0
2024-25,High Point,Big South,JR,F,35.0,35.0,24.2,4.5,8.7,0.52,0.8,2.5,0.322,3.7,6.3,0.598,0.565,3.2,4.4,0.723,1.9,2.7,4.6,2.2,1.0,0.4,1.8,2.9,13.1,Unknown,Big South,JR,F,35.0,35.0,848.0,24.2,0.603,0.284,0.507,467.0,9.7,12.8,11.3,17.3,2.4,1.9,14.4,26.7,3.1,1.4,4.5,0.212,4.2,0.2,4.4,Unknown,kimani-hamilton-1,2,kimani hamilton,Kimani Hamilton,UNLV Rebels,UNLV,Rebels,High Point,82.0,9.15,66.5,0.015,-4.82,-5.75,93.0,7.21,66.0,0.01,5.73,3.62,11.0,-1.9400000000000004,-0.5,-0.004999999999999999,10.55,9.370000000000001,0,1,0,0,1,0,0
2024-25,St. John's (NY),Big East,SO,G,36.0,25.0,25.4,3.2,7.8,0.407,0.9,3.1,0.297,2.3,4.7,0.479,0.466,0.8,1.1,0.737,0.4,1.5,1.9,1.4,1.1,0.4,1.4,2.7,8.0,Unknown,Big East,SO,G,36.0,25.0,915.0,9.0,0.485,0.396,0.136,262.0,1.6,6.2,3.9,9.0,2.4,1.9,14.6,18.0,0.3,1.9,2.2,0.096,-2.6,4.2,1.6,Unknown,simeon-wilcher-2,4,simeon wilcher,Simeon Wilcher,Texas Longhorns,Texas,Longhorns,St. John's,14.0,26.06,70.0,-0.017,9.16,-0.2,47.0,16.9,67.6,-0.067,14.25,-8.1,33.0,-9.16,-2.4000000000000057,-0.05,5.09,-7.8999999999999995,0,0,1,0,0,1,0
2024-25,Ohio,MAC,SO,G,29.0,29.0,26.7,4.2,9.0,0.471,1.9,4.8,0.388,2.4,4.2,0.566,0.575,2.8,3.4,0.82,1.1,2.1,3.2,1.1,1.3,0.1,1.2,2.4,13.2,Unknown,MAC,SO,G,29.0,29.0,774.0,18.9,0.619,0.533,0.383,351.0,4.8,9.2,7.0,7.7,2.7,0.3,10.4,22.4,2.1,0.9,2.9,0.151,2.9,-0.1,2.8,Unknown,aj-brown-1,2,aj brown,AJ Brown,Florida Gators,Florida,Gators,Ohio,195.0,-2.81,70.5,-0.064,-3.42,-1.35,3.0,36.46,70.1,0.032,16.15,-2.2,-192.0,39.27,-0.4000000000000057,0.096,19.57,-0.8500000000000001,0,0,1,0,0,1,0
2024-25,Syracuse,ACC,JR,F,33.0,13.0,21.5,2.9,7.2,0.407,1.4,4.0,0.353,1.5,3.1,0.476,0.506,2.1,2.7,0.775,0.3,1.7,2.0,0.5,0.3,0.4,1.1,1.5,9.3,Unknown,ACC,JR,F,33.0,13.0,710.0,12.9,0.553,0.564,0.377,263.0,1.5,9.3,5.4,4.0,0.9,2.0,11.2,22.2,1.0,0.4,1.4,0.077,1.6,-0.3,1.4,Unknown,chris-bell-1,4,chris bell,Chris Bell,California Golden Bears,California,Golden Bears,Syracuse,115.0,4.22,68.4,0.026,8.42,2.58,110.0,4.43,67.7,-0.038,6.59,-1.59,-5.0,0.20999999999999996,-0.7000000000000028,-0.064,-1.83,-4.17,0,1,0,0,1,0,0
2024-25,Missouri,SEC,FR,C,22.0,0.0,4.4,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.2,0.9,0.263,0.4,0.8,1.1,0.1,0.3,0.3,0.5,0.9,1.0,Unknown,SEC,FR,C,22.0,0.0,97.0,7.6,0.426,0.0,1.056,26.0,10.1,20.7,15.5,5.2,3.5,7.0,30.7,19.9,-0.2,0.2,0.0,-0.001,-7.5,2.8,-4.8,Unknown,peyton-marshall-1,0,peyton marshall,Peyton Marshall,Georgia Tech Yellow Jackets,Georgia Tech,Yellow Jackets,Missouri,19.0,23.57,68.6,-0.055,13.34,-9.28,103.0,5.87,68.9,-0.001,6.07,-8.11,84.0,-17.7,0.30000000000001137,0.054,-7.27,1.17,1,0,0,1,0,0,0
2024-25,Cincinnati,Big 12,JR,F,35.0,35.0,28.1,4.4,7.2,0.614,0.3,1.0,0.294,4.1,6.2,0.664,0.633,0.9,2.2,0.395,2.1,4.7,6.9,1.7,1.4,0.6,1.2,1.6,9.9,Unknown,Big 12,JR,F,35.0,35.0,983.0,21.2,0.606,0.135,0.303,343.0,8.6,20.3,14.3,11.9,2.9,2.4,12.8,17.3,2.1,2.1,4.3,0.174,3.4,4.3,7.7,Unknown,dillon-mitchell-1,3,dillon mitchell,Dillon Mitchell,St. John's Red Storm,St. John's,Red Storm,Cincinnati,55.0,14.86,66.1,-0.055,11.16,-4.92,14.0,26.06,70.0,-0.017,9.16,-0.2,-41.0,11.2,3.9000000000000057,0.038,-2.0,4.72,0,1,0,0,1,0,0
2024-25,Drexel,CAA,JR,G,33.0,33.0,26.1,4.0,9.3,0.428,1.2,3.1,0.396,2.8,6.2,0.444,0.493,1.9,2.2,0.865,0.3,2.7,3.0,3.1,0.7,0.0,2.0,1.6,11.1,Unknown,CAA,JR,G,33.0,33.0,862.0,15.7,0.536,0.33,0.242,368.0,1.4,11.4,6.7,23.9,1.7,0.1,16.4,25.2,1.4,1.2,2.6,0.119,-0.9,-1.2,-2.1,Unknown,jason-drake-1,4,jason drake,Jason Drake,Indiana Hoosiers,Indiana,Hoosiers,Drexel,183.0,-2.19,63.2,-0.052,-4.72,-5.3,45.0,16.98,68.2,0.024,14.13,1.5,-138.0,19.17,5.0,0.076,18.85,6.8,0,0,1,0,1,0,0
2024-25,Michigan,Big Ten,SO,F,23.0,0.0,12.7,1.6,3.8,0.425,1.1,3.1,0.366,0.5,0.7,0.688,0.575,0.6,0.8,0.737,0.3,1.3,1.6,0.6,0.1,0.2,0.3,1.2,5.0,Unknown,Big Ten,SO,F,23.0,0.0,291.0,13.7,0.594,0.816,0.218,100.0,3.3,10.2,7.1,8.1,0.4,1.4,6.8,17.3,0.7,0.4,1.0,0.142,3.6,1.7,5.3,Unknown,sam-walters-3,2,sam walters,Sam Walters,SMU Mustangs,SMU,Mustangs,Michigan,21.0,23.45,70.1,0.072,16.57,3.95,50.0,15.42,68.9,0.001,5.58,-3.77,29.0,-8.03,-1.1999999999999886,-0.071,-10.99,-7.720000000000001,0,1,0,0,0,1,0
2024-25,Cornell,Ivy,JR,F,29.0,28.0,25.6,5.1,8.5,0.595,0.6,1.8,0.321,4.5,6.7,0.67,0.63,3.2,4.0,0.793,1.2,3.4,4.6,4.1,1.1,1.1,1.9,2.2,13.9,Unknown,Ivy,JR,F,29.0,28.0,743.0,26.4,0.667,0.215,0.47,425.0,5.7,14.5,10.4,28.5,2.3,4.4,15.4,23.7,3.1,1.0,4.1,0.222,5.2,1.5,6.7,Unknown,ak-okereke-1,3,ak okereke,AK Okereke,Vanderbilt Commodores,Vanderbilt,Commodores,Cornell,129.0,3.37,71.1,-0.033,-2.54,-2.37,48.0,16.23,69.5,0.01,13.38,-6.82,-81.0,12.86,-1.5999999999999943,0.043000000000000003,15.920000000000002,-4.45,0,1,0,0,1,0,0
2024-25,Maryland,Big Ten,SO,G,36.0,32.0,31.1,4.6,10.7,0.434,2.2,5.9,0.374,2.4,4.8,0.509,0.538,2.3,2.8,0.814,0.6,1.6,2.2,2.1,0.7,0.1,1.1,1.6,13.8,Unknown,Big Ten,SO,G,36.0,32.0,1119.0,15.7,0.573,0.556,0.265,459.0,2.2,5.9,4.1,11.6,1.3,0.2,8.3,20.9,2.7,1.7,4.5,0.159,4.2,2.2,6.4,Unknown,rodney-rice-2,2,rodney rice,Rodney Rice,USC Trojans,USC,Trojans,Maryland,10.0,27.07,69.6,-0.028,12.51,-10.46,57.0,14.39,68.6,-0.057,12.67,-1.97,47.0,-12.68,-1.0,-0.029,0.16000000000000014,8.49,0,0,1,0,0,1,0
2024-25,Seton Hall,Big East,SO,G,29.0,4.0,20.9,2.2,5.0,0.434,1.0,2.5,0.384,1.2,2.5,0.486,0.531,0.5,0.6,0.778,1.0,1.3,2.3,0.8,0.9,0.5,1.1,2.0,5.8,Unknown,Big East,SO,G,29.0,4.0,607.0,11.8,0.547,0.503,0.124,157.0,5.2,8.7,6.8,8.9,2.5,3.5,16.8,16.1,0.4,0.6,1.0,0.066,-0.1,1.2,1.1,Unknown,scotty-middleton-1,4,scotty middleton,Scotty Middleton,Tulane Green Wave,Tulane,Green Wave,Seton Hall,204.0,-3.42,64.7,-0.042,10.0,-2.9,144.0,1.42,67.1,-0.021,-0.64,-6.46,-60.0,4.84,2.3999999999999915,0.021,-10.64,-3.56,0,0,1,0,0,1,0
2024-25,Syracuse,ACC,JR,G,3.0,0.0,3.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,Unknown,ACC,JR,G,3.0,0.0,10.0,-8.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.1,0.0,0.0,50.0,10.0,0.0,0.0,0.0,-0.138,-8.5,-3.4,-12.0,Unknown,chance-westry-1,1,chance westry,Chance Westry,UAB Blazers,UAB,Blazers,Syracuse,115.0,4.22,68.4,0.026,8.42,2.58,99.0,6.7,69.5,-0.017,0.66,-8.4,-16.0,2.4800000000000004,1.0999999999999943,-0.043,-7.76,-10.98,0,0,1,0,1,0,0
2024-25,North Texas,AAC,JR,F,36.0,36.0,21.7,1.9,4.7,0.406,0.6,1.7,0.333,1.4,3.1,0.445,0.465,1.8,2.5,0.722,1.6,2.0,3.6,0.4,0.5,0.2,0.7,1.7,6.2,Unknown,AAC,JR,F,36.0,36.0,781.0,13.5,0.524,0.353,0.529,230.0,9.6,11.6,10.6,4.1,1.5,1.0,10.5,17.1,1.3,1.3,2.6,0.133,0.3,0.3,0.6,Unknown,grant-newell-1,4,grant newell,Grant Newell,Western Kentucky Hilltoppers,Western Kentucky,Hilltoppers,North Texas,71.0,11.3,61.0,-0.012,1.88,1.9,161.0,0.21,71.9,0.034,2.13,1.99,90.0,-11.09,10.900000000000006,0.046,0.25,0.09000000000000008,0,1,0,0,1,0,0
2024-25,Iowa,Big Ten,SO,F,33.0,21.0,16.7,1.7,3.7,0.467,0.4,1.0,0.382,1.3,2.7,0.5,0.52,0.6,0.8,0.714,1.7,1.9,3.5,0.6,0.3,0.2,0.6,2.2,4.5,Unknown,Big Ten,SO,F,33.0,21.0,551.0,11.7,0.543,0.279,0.23,169.0,11.6,13.1,12.4,5.2,1.0,1.3,12.9,14.1,0.9,0.3,1.2,0.084,-0.1,-0.7,-0.8,Unknown,ladji-dembele-1,0,ladji dembele,Ladji Dembele,UNLV Rebels,UNLV,Rebels,Iowa,62.0,13.56,69.8,-0.037,13.06,-8.36,93.0,7.21,66.0,0.01,5.73,3.62,31.0,-6.3500000000000005,-3.799999999999997,0.047,-7.33,11.98,0,1,0,0,0,1,0
2024-25,North Carolina,ACC,FR,G,36.0,12.0,23.8,4.2,9.2,0.456,1.7,4.2,0.395,2.5,5.0,0.508,0.547,1.9,2.6,0.723,0.4,2.3,2.7,0.9,0.6,0.2,1.2,1.6,11.9,Unknown,ACC,FR,G,36.0,12.0,857.0,15.9,0.572,0.459,0.284,370.0,2.1,10.5,6.5,7.0,1.3,0.9,10.5,24.4,1.5,0.9,2.4,0.112,3.5,1.3,4.8,Unknown,ian-jackson-1,2,ian jackson,Ian Jackson,St. John's Red Storm,St. John's,Red Storm,North Carolina,31.0,20.33,70.7,-0.03,12.57,13.4,14.0,26.06,70.0,-0.017,9.16,-0.2,-17.0,5.73,-0.7000000000000028,0.012999999999999998,-3.41,-13.6,0,0,1,1,0,0,0
2024-25,Georgia Tech,ACC,JR,F,33.0,13.0,29.5,4.1,9.3,0.441,1.6,4.5,0.358,2.5,4.8,0.519,0.528,2.4,3.5,0.687,1.6,3.8,5.4,0.8,0.6,0.4,1.2,1.8,12.2,Unknown,ACC,JR,F,33.0,13.0,974.0,15.8,0.557,0.484,0.376,363.0,6.2,14.1,10.2,5.2,1.3,1.6,9.8,20.5,1.7,1.2,2.9,0.119,2.5,1.0,3.5,Unknown,duncan-powell-1,2,duncan powell,Duncan Powell,Providence Friars,Providence,Friars,Georgia Tech,103.0,5.87,68.9,-0.001,6.07,-8.11,96.0,6.93,66.5,-0.097,9.7,-0.65,-7.0,1.0599999999999996,-2.4000000000000057,-0.096,3.629999999999999,7.459999999999999,0,1,0,0,1,0,0
2024-25,Princeton,Ivy,JR,G,30.0,30.0,32.1,6.0,13.6,0.439,2.0,5.4,0.366,4.0,8.2,0.486,0.511,3.0,3.8,0.789,0.9,5.2,6.1,5.5,1.2,0.4,2.2,2.2,16.9,Unknown,Ivy,JR,G,30.0,30.0,962.0,22.7,0.549,0.395,0.279,537.0,3.3,20.3,11.3,36.3,2.2,1.5,12.7,28.1,2.7,1.4,4.1,0.171,4.7,1.1,5.8,Unknown,xaivian-lee-1,2,xaivian lee,Xaivian Lee,Florida Gators,Florida,Gators,Princeton,177.0,-1.45,66.7,0.118,-0.99,0.01,3.0,36.46,70.1,0.032,16.15,-2.2,-174.0,37.910000000000004,3.3999999999999915,-0.086,17.139999999999997,-2.21,0,0,1,0,1,0,0
